Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Accounts Payable,Intangible Assets,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,44.7400016784668,45.08000183105469,44.38999938964844,45.040000915527344,43.952598571777344,503900,IBKR,1.1993782280889194,1.3244766709686155,1.583398065077752,1.0206479989635429,0.1787302291253765,0.2342162822461695,0.494104866086549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,44.97999954223633,46.41999816894531,44.79999923706055,46.40999984741211,45.28951644897461,645100,IBKR,1.1603102159424714,1.3024308110213836,1.5636765179671297,1.012478214064533,0.1478320018779384,0.2137232552599839,0.4745456394901959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,46.5099983215332,47.380001068115234,46.22999954223633,47.18000030517578,46.04092788696289,793900,IBKR,1.1655362139130407,1.293489551594025,1.513279129378352,1.0113391723313174,0.1541970415817233,0.2035261765891229,0.4314784871577799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,47.2400016784668,47.58000183105469,46.91999816894531,47.29999923706055,46.15802764892578,474800,IBKR,1.1401691728546577,1.3260000578510007,1.5346791128962276,1.0126829906128405,0.1274861822418171,0.2375163708294343,0.4447197462995635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,47.54999923706055,47.93999862670898,47.27999877929688,47.66999816894531,46.51909255981445,377300,IBKR,1.1403399722551624,1.3060415339416689,1.5656977567551678,1.0121464877707815,0.1281934844843808,0.2232410582585562,0.4677760079839086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,47.130001068115234,48.150001525878906,46.900001525878906,47.45000076293945,46.30440521240234,620100,IBKR,1.1399367232412914,1.3182192874823435,1.5205246612780476,1.0081446760609294,0.1317920471803619,0.2232760646553073,0.419951594842284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,47.59999847412109,47.790000915527344,47.38999938964844,47.560001373291016,46.41175842285156,354600,IBKR,1.135197497009016,1.3290717905236022,1.5326167683825935,1.0143616235707735,0.1208358734382424,0.2253563655709496,0.4341346222058966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,47.54999923706055,47.66999816894531,47.04999923706055,47.34000015258789,46.19706344604492,423800,IBKR,1.13413600656566,1.321493890770348,1.5638972268443272,1.008797349947511,0.1253386566181491,0.2286432146264023,0.4745999141503716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,47.54999923706055,47.869998931884766,47.150001525878906,47.790000915527344,46.63619995117188,496400,IBKR,1.1274325584438951,1.312404256711437,1.5525296513815496,1.0091988628593096,0.1182336955845855,0.2111720489687305,0.464432601188556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,47.790000915527344,48.0,47.61000061035156,47.63999938964844,46.48982238769531,368900,IBKR,1.1314020940954594,1.2990836650248117,1.5323594891223684,1.0112728774332036,0.1201292166622558,0.200398739201459,0.4563243881572389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
