,2021-07-31,2021-05-01,2021-01-23,2020-10-24
Investments,1201000000.0,2587000000.0,398000000.0,-1713000000.0
Change To Liabilities,1220000000.0,419000000.0,-160000000.0,28000000.0
Total Cashflows From Investing Activities,348000000.0,-3105000000.0,182000000.0,-2710000000.0
Net Borrowings,-5000000.0,-3000000000.0,-3000000000.0,-3000000000.0
Total Cash From Financing Activities,-2269000000.0,-5219000000.0,-2178000000.0,-2373000000.0
Change To Operating Activities,874000000.0,-142000000.0,895000000.0,-250000000.0
Issuance Of Stock,336000000.0,1000000.0,305000000.0,1000000.0
Net Income,3009000000.0,2863000000.0,2545000000.0,2174000000.0
Change In Cash,2583000000.0,-4444000000.0,978000000.0,-987000000.0
Repurchase Of Stock,-998000000.0,-629000000.0,-997000000.0,-889000000.0
Total Cash From Operating Activities,4504000000.0,3880000000.0,2974000000.0,4096000000.0
Depreciation,358000000.0,486000000.0,436000000.0,451000000.0
Dividends Paid,-1562000000.0,-1560000000.0,-1521000000.0,-1520000000.0
Change To Inventory,16000000.0,-115000000.0,-124000000.0,-21000000.0
Change To Account Receivables,-1357000000.0,5000000.0,-281000000.0,1526000000.0
Other Cashflows From Financing Activities,-40000000.0,-31000000.0,35000000.0,35000000.0
Change To Netincome,105000000.0,356000000.0,415000000.0,272000000.0
Capital Expenditures,-162000000.0,-172000000.0,-187000000.0,-171000000.0
Other Cashflows From Investing Activities,,-52000000.0,-4000000.0,-4000000.0
