Unnamed: 0,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,1229259000.0,733583000.0,813063000.0,531627000.0
Capital Surplus,35488634000.0,25719427000.0,25685987000.0,19363007000.0
Total Liab,19740425000.0,13960066000.0,12616776000.0,10775334000.0
Total Stockholder Equity,31907599000.0,22584179000.0,22229145000.0,15562210000.0
Minority Interest,4353033000.0,3418657000.0,3502795000.0,3074583000.0
Deferred Long Term Liab,425995000.0,381013000.0,346852000.0,306461000.0
Other Current Liab,138757000.0,131497000.0,80469000.0,89217000.0
Total Assets,56065005000.0,40031850000.0,38417664000.0,29481075000.0
Common Stock,7394000.0,6318000.0,6296000.0,5322000.0
Other Current Assets,1211117000.0,843627000.0,753573000.0,453155000.0
Other Liab,1028210000.0,672491000.0,585649000.0,534873000.0
Treasury Stock,-3588429000.0,-3141566000.0,-3463138000.0,-3806119000.0
Other Assets,588479000.0,505798000.0,479807000.0,414332000.0
Cash,598086000.0,1088855000.0,343856000.0,447046000.0
Total Current Liabilities,1422671000.0,910064000.0,941312000.0,827830000.0
Deferred Long Term Asset Charges,5592000.0,4595000.0,8767000.0,13533000.0
Short Long Term Debt,149000.0,,428000.0,
Other Stockholder Equity,-3588429000.0,-3141566000.0,-3463138000.0,-3806119000.0
Property Plant Equipment,44455673000.0,30380550000.0,30042518000.0,21889119000.0
Total Current Assets,2189580000.0,2174548000.0,1336982000.0,1149547000.0
Long Term Investments,7602014000.0,6237371000.0,5745294000.0,5496450000.0
Net Tangible Assets,30678340000.0,21850596000.0,21416082000.0,15030583000.0
Net Receivables,380377000.0,242066000.0,239526000.0,239123000.0
Long Term Debt,16849076000.0,11905877000.0,11089815000.0,9412631000.0
Accounts Payable,1143372000.0,704954000.0,760515000.0,702804000.0
Investments,-128871000.0,113294000.0,199920000.0,-40584000.0
Change To Liabilities,94105000.0,115219000.0,30125000.0,36374000.0
Total Cashflows From Investing Activities,-3074330000.0,-685350000.0,-663796000.0,543278000.0
Net Borrowings,1031252000.0,802695000.0,59033000.0,-875837000.0
Total Cash From Financing Activities,-372162000.0,-839599000.0,-1232101000.0,-2606584000.0
Issuance Of Stock,2217000.0,6082000.0,6891000.0,32858000.0
Net Income,1481814000.0,1572959000.0,1649361000.0,1652325000.0
Change In Cash,-490769000.0,744999000.0,-103190000.0,-360270000.0
Repurchase Of Stock,-59716000.0,-22434000.0,-26508000.0,-19775000.0
Effect Of Exchange Rate,18718000.0,5914000.0,-10852000.0,15790000.0
Total Cash From Operating Activities,2937005000.0,2264034000.0,1803559000.0,1687246000.0
Depreciation,1561969000.0,1139879000.0,947214000.0,879140000.0
Other Cashflows From Investing Activities,-2370000.0,-6784000.0,51982000.0,34583000.0
Dividends Paid,-1722989000.0,-1345660000.0,-1123367000.0,-942884000.0
Change To Account Receivables,-127619000.0,-108165000.0,-72955000.0,37278000.0
Other Cashflows From Financing Activities,384274000.0,-280282000.0,-148150000.0,-787764000.0
Change To Netincome,-81123000.0,-472864000.0,-762839000.0,-918622000.0
