Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome
2017-09-29,63.310001373291016,63.70000076293945,62.86000061035156,63.459999084472656,57.16363143920898,2515000,PLD,1.0176489277384348,0.9932363494598604,0.9849919616835467,1.0206479989635429,-0.002999071225108,-0.0970240392625856,-0.1043012373076561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,63.68000030517578,63.9900016784668,63.150001525878906,63.59000015258789,57.28073120117188,1669200,PLD,1.022173244182794,0.9904143635370742,0.9832974600087906,1.012478214064533,0.009695030118261,-0.0982931922243254,-0.1058334184681432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,63.630001068115234,63.880001068115234,63.27000045776367,63.68999862670898,57.37081146240234,1394700,PLD,1.0353274402845751,1.0003980208271417,0.9916283972234556,1.0113391723313174,0.0239882679532577,-0.0895653541777603,-0.0901722449971165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,63.709999084472656,64.12999725341797,63.47999954223633,64.08000183105469,57.72211837768555,1358000,PLD,1.0341760407605138,0.9842548399177954,0.9909754527424136,1.0126829906128405,0.0214930501476733,-0.104228847103771,-0.0989839138542504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,64.20999908447266,64.70999908447266,64.04000091552734,64.56999969482422,58.16350173950195,1665500,PLD,1.0305095757500071,0.9579204409356648,1.025872859518654,1.0121464877707815,0.0183630879792255,-0.1248800347474479,-0.0720488892526052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,64.33999633789062,64.54000091552734,63.56999969482422,64.5199966430664,58.11845016479492,1201200,PLD,1.0311534916404903,0.9619395036678716,1.032328058535767,1.0081446760609294,0.0230088155795609,-0.1330037191591645,-0.0682450078999965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,64.47000122070312,64.87000274658203,64.47000122070312,64.83000183105469,58.397705078125,940600,PLD,1.0291530098621635,0.9604451952783688,1.0206630805361272,1.0143616235707735,0.0147913862913899,-0.1432702296742838,-0.0778190656405697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,64.9800033569336,65.54000091552734,64.62000274658203,64.72000122070312,58.298614501953125,1526900,PLD,1.0271940068961942,0.9665886739928043,1.0186363186655285,1.008797349947511,0.0183966569486833,-0.1262620021511412,-0.070660994028427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,64.54000091552734,64.80999755859375,64.12999725341797,64.5,58.10043716430664,2123700,PLD,1.0266667655897987,0.9811235623673032,1.0203808352364547,1.0091988628593096,0.0174679027304891,-0.1201086453754031,-0.0677162149565389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,64.43000030517578,65.08000183105469,64.33000183105469,65.08000183105469,58.62289810180664,2671600,PLD,1.0305776924382863,0.950258793786242,1.0165865405106744,1.0112728774332036,0.0193048150050827,-0.1484261320371106,-0.059448560454455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
