,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,-38923000.0,302542000.0,-9118000.0,-392553000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-960111000.0,-550151000.0,-1499185000.0,-1997423000.0
Net Borrowings,-70924000.0,169157000.0,-58398000.0,-108647000.0
Total Cash From Financing Activities,2076762000.0,1370749000.0,982298000.0,666764000.0
Change To Operating Activities,-200669000.0,-138348000.0,-8819000.0,-51347000.0
Net Income,-1523420000.0,354095000.0,316263000.0,242313000.0
Change In Cash,1210425000.0,740119000.0,-11643000.0,-815152000.0
Repurchase Of Stock,-8655000.0,-7268000.0,-12962000.0,-8614000.0
Total Cash From Operating Activities,93774000.0,-80479000.0,505244000.0,515507000.0
Depreciation,37474000.0,43286000.0,52345000.0,57968000.0
Other Cashflows From Investing Activities,12508000.0,3718000.0,8437000.0,3503000.0
Dividends Paid,-184978000.0,-185101000.0,-173914000.0,-145398000.0
Other Cashflows From Financing Activities,2341319000.0,1393940000.0,1226507000.0,928462000.0
Change To Netincome,1780389000.0,-339512000.0,145455000.0,266573000.0
Capital Expenditures,-11986000.0,-12676000.0,-8989000.0,-4278000.0
Issuance Of Stock,,21000.0,1065000.0,961000.0
