Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,72.61000061035156,72.79000091552734,71.55999755859375,72.1500015258789,67.90019226074219,1280198,GRA,1.0601524930745745,1.0036371546641312,0.9076100354456846,1.0206479989635429,0.0395044941110316,-0.0866232340583148,-0.1816831635455182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,72.29000091552734,72.6780014038086,71.94999694824219,72.55000305175781,68.27662658691406,755708,GRA,1.0558237124984104,0.9972741557470124,0.916063406663915,1.012478214064533,0.0433454984338774,-0.0914334000143872,-0.1730674718130188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,72.69000244140625,72.87999725341797,72.33000183105469,72.48999786376953,68.22016143798828,414792,GRA,1.037384615745928,0.998929851898168,0.917654625440895,1.0113391723313174,0.0260454434146106,-0.091033523106734,-0.1641460167796771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,72.58000183105469,73.20999908447266,72.08000183105469,73.08999633789062,68.7848129272461,961513,GRA,1.0305106733617555,1.0003350797930248,0.9198991810232812,1.0126829906128405,0.0178276827489149,-0.0881486072285415,-0.1700601855733828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,73.30999755859375,73.45999908447266,72.72000122070312,72.81999969482422,68.53074645996094,589510,GRA,1.038862841835568,0.9983966533896832,0.9360258913424848,1.0121464877707815,0.0267163540647865,-0.0844038222934294,-0.1618958574287743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,72.51000213623047,72.76000213623047,72.16999816894531,72.56999969482422,68.29546356201172,518449,GRA,1.0336225062203803,1.0207701999961347,0.9439660271662468,1.0081446760609294,0.0254778301594509,-0.0741730228309014,-0.1566070392695168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,72.48999786376953,72.69999694824219,72.08999633789062,72.48999786376953,68.22016143798828,422298,GRA,1.017243710489431,1.0177460728338168,0.9647245903571704,1.0143616235707735,0.0028820869186574,-0.0859693521188358,-0.1337575558195265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,72.69000244140625,73.44000244140625,72.33999633789062,73.36000061035156,69.03893280029297,1457148,GRA,0.9762814326465116,0.9970630134297764,0.9189827883989418,1.008797349947511,-0.0325159173009993,-0.0957876627141691,-0.1703145242950138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,73.33000183105469,73.45999908447266,72.88999938964844,72.94000244140625,68.6436538696289,848823,GRA,0.9749110312571792,1.014767383095811,0.929932453887911,1.0091988628593096,-0.0342878316021304,-0.0864648246468953,-0.1581645963050826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,72.83000183105469,73.0999984741211,72.63999938964844,72.86000061035156,68.56836700439453,335343,GRA,0.9825694725934428,1.0019786605526209,0.9127184601808334,1.0112728774332036,-0.0287034048397607,-0.0967062652707317,-0.163316640784296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
