,2020-10-31,2019-10-31,2018-10-31,2017-10-31
Capital Surplus,717272000.0,726879000.0,727053000.0,720115000.0
Total Liab,6138257000.0,5709445000.0,5475678000.0,4908135000.0
Total Stockholder Equity,4875235000.0,5071816000.0,4760199000.0,4531194000.0
Minority Interest,52241000.0,46877000.0,8713000.0,5896000.0
Other Current Liab,656199000.0,590063000.0,588706000.0,629832000.0
Total Assets,11065733000.0,10828138000.0,10244590000.0,9445225000.0
Common Stock,1529000.0,1529000.0,1779000.0,1779000.0
Other Current Assets,333800000.0,326043000.0,321775000.0,280862000.0
Retained Earnings,5164086000.0,4774422000.0,5161551000.0,4474064000.0
Other Liab,459406000.0,385596000.0,410864000.0,396026000.0
Treasury Stock,-1007652000.0,-431014000.0,-1130184000.0,-664764000.0
Other Assets,633089000.0,441511000.0,271014000.0,222468000.0
Cash,1370944000.0,1286014000.0,1182195000.0,712829000.0
Total Current Liabilities,1764364000.0,1552502000.0,1516638000.0,1412230000.0
Other Stockholder Equity,-7198000.0,-5831000.0,694000.0,-1910000.0
Property Plant Equipment,421129000.0,273412000.0,193281000.0,189547000.0
Total Current Assets,9580814000.0,9746963000.0,9348482000.0,8551452000.0
Long Term Investments,430701000.0,366252000.0,431813000.0,481758000.0
Net Tangible Assets,4875235000.0,5071816000.0,4760199000.0,4531194000.0
Net Receivables,189060000.0,235817000.0,223228000.0,253085000.0
Long Term Debt,3809673000.0,3771347000.0,3548176000.0,3099879000.0
Inventory,7658906000.0,7873048000.0,7598219000.0,7281453000.0
Accounts Payable,411397000.0,348599000.0,362098000.0,275223000.0
Short Long Term Debt,,,,61216000.0
