Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Issuance Of Stock
2017-09-29,147.11000061035156,150.14999389648438,146.47000122070312,148.9199981689453,139.7933349609375,3215000,WYNN,0.9903975289625188,1.100816722509075,1.2151947673174774,1.0206479989635429,-0.0302504700010241,0.010556333786629,0.1259015683262745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,147.11000061035156,148.8699951171875,145.39999389648438,147.07000732421875,138.05673217773438,3006000,WYNN,1.030461490374445,1.122099506989964,1.2770778075189613,1.012478214064533,0.0179832763099119,0.0333919512285643,0.1879469290420274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,147.6699981689453,148.22999572753906,146.36000061035156,147.08999633789062,138.07545471191406,1709000,WYNN,1.0201239640606556,1.1070099800937416,1.257543088324531,1.0113391723313174,0.0087847917293382,0.0170466050888395,0.1757424461039589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,146.63999938964844,147.5800018310547,145.9499969482422,146.97000122070312,137.9628143310547,1525000,WYNN,1.021229148028138,1.115422598230322,1.2920520871962946,1.0126829906128405,0.0085461574152974,0.0269389112087556,0.2020927205996305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,147.5399932861328,150.39999389648438,146.80999755859375,146.9600067138672,137.9534454345703,1718500,WYNN,1.030144287354922,1.1059405810273448,1.305492683983273,1.0121464877707815,0.0179977995841404,0.0231401053442321,0.2075709352120138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,144.67999267578125,145.8300018310547,142.32000732421875,143.94000244140625,135.1185302734375,3339400,WYNN,1.0573158287491722,1.1326295904474786,1.348683497291061,1.0081446760609294,0.0491711526882427,0.0376863676204424,0.2481104308552975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,142.39999389648438,144.2100067138672,139.1999969482422,143.3699951171875,134.58348083496094,2587500,WYNN,1.0657040658326364,1.158405557874133,1.3452013891510752,1.0143616235707735,0.0513424422618629,0.0546901329214803,0.2467192429743783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,144.27999877929688,145.27999877929688,141.9499969482422,142.5399932861328,133.80433654785156,1503900,WYNN,1.0775219434916246,1.187603810285801,1.359105900432672,1.008797349947511,0.0687245935441136,0.0947531341418554,0.2698085877387164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,142.02999877929688,144.19000244140625,142.00999450683594,143.27000427246094,134.48960876464844,870200,WYNN,1.075102755178717,1.215585113124015,1.3573083504019952,1.0091988628593096,0.0659038923194073,0.1143529053813086,0.2692113002090015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,143.55999755859375,145.89999389648438,140.11000061035156,140.75999450683594,132.1334228515625,2441900,WYNN,1.102870074655615,1.2507323751867314,1.3583481070953782,1.0112728774332036,0.0915971972224114,0.1520474493633787,0.2823130061302488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,141.2899932861328,143.2100067138672,140.22999572753906,142.3300018310547,133.60720825195312,1450300,WYNN,1.0791822187138038,1.2662592698423794,1.2930944456664522,1.0098252549340063,0.0693569637797972,0.1580097714551043,0.2162038418228351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,143.92999267578125,148.13999938964844,143.7899932861328,146.80999755859375,137.81263732910156,2831200,WYNN,1.0361362088530728,1.3341569887979978,1.26302577513464,1.0047827275420922,0.0313534813109805,0.2190952236562902,0.1774317777744336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
