,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Change To Liabilities,34200000.0,-79900000.0,44800000.0,-58000000.0
Total Cashflows From Investing Activities,-453600000.0,-1510900000.0,-548900000.0,-364800000.0
Net Borrowings,-165900000.0,809600000.0,-286700000.0,-734100000.0
Total Cash From Financing Activities,-244000000.0,623100000.0,-605100000.0,-810900000.0
Change To Operating Activities,-38000000.0,-226100000.0,17700000.0,148800000.0
Issuance Of Stock,23600000.0,27900000.0,30700000.0,41600000.0
Net Income,234200000.0,211700000.0,627400000.0,810700000.0
Change In Cash,187300000.0,-192900000.0,120500000.0,-79200000.0
Repurchase Of Stock,-85400000.0,-172500000.0,-346900000.0,-53100000.0
Effect Of Exchange Rate,600000.0,200000.0,300000.0,2300000.0
Total Cash From Operating Activities,884300000.0,694700000.0,1274200000.0,1094200000.0
Depreciation,625100000.0,593100000.0,508700000.0,481900000.0
Other Cashflows From Investing Activities,28200000.0,4600000.0,16500000.0,-2600000.0
Change To Inventory,-26300000.0,34600000.0,-129500000.0,-59900000.0
Change To Account Receivables,31400000.0,4700000.0,-2700000.0,-57900000.0
Other Cashflows From Financing Activities,-16300000.0,-41900000.0,-2200000.0,-65300000.0
Change To Netincome,11600000.0,143600000.0,194600000.0,-187400000.0
Capital Expenditures,-483600000.0,-634600000.0,-514800000.0,-395700000.0
Investments,,,-24600000.0,-24600000.0
