Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Change To Inventory,Change To Account Receivables
1980-03-17,0.0,0.2052550017833709,0.1941599994897842,0.1941599994897842,0.1054362878203392,2478623,ROL,0.9371442538730564,1.3028578971479818,1.4971462579123689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-03-18,0.0,0.1985979974269867,0.1797370016574859,0.1952700018882751,0.1060390025377273,5261440,ROL,1.0,1.2954525876818068,1.522727646396785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-03-19,0.0,0.1974889934062957,0.1919409930706024,0.1919409930706024,0.1042312160134315,2084296,ROL,1.1329478872171244,1.3237034707806334,1.5375773150445151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-03-20,0.0,0.1974889934062957,0.1919409930706024,0.1930509954690933,0.1048340275883674,1622371,ROL,1.0919546699728548,1.3045989203718256,1.517241536155036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-03-21,0.0,0.1952700018882751,0.1919409930706024,0.1930509954690933,0.1048340275883674,4134793,ROL,1.080460051945246,1.2873541505203945,1.4827585349152153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-03-24,0.0,0.1974889934062957,0.1775179952383041,0.1775179952383041,0.0963990315794944,3019413,ROL,1.2249971190541316,1.3937511414612829,1.637501343861739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-03-25,0.0,0.1808460056781768,0.1642040014266967,0.1730799973011016,0.0939889922738075,4743183,ROL,1.20513026210328,1.4294893162411797,1.6666692297551744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-03-26,0.0,0.1830649971961975,0.1741890013217926,0.1741890013217926,0.094591274857521,5520569,ROL,1.18471819005711,1.4522322533405867,1.643318047994672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-03-27,0.0,0.170861005783081,0.1397950053215026,0.1597660034894943,0.0867590010166168,9362434,ROL,1.2638919375133328,1.6319420613647737,1.854168062163771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-03-28,0.0,0.1775179952383041,0.1642040014266967,0.1775179952383041,0.0963990315794944,7311937,ROL,1.125001439506823,1.462499050311943,1.7499972755642703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-03-31,0.0,0.1886129975318908,0.1775179952383041,0.1830649971961975,0.0994112491607666,3717934,ROL,1.236364207323946,1.4242418655461777,1.7515191768534708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
