Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Accounts Payable,Short Long Term Debt,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2019-12-12,37.25,37.75,34.599998474121094,35.5,35.5,9506100,BILL,1.1295774218062278,1.0053520739918025,2.2912675024757925,1.0379600676281349,0.0916173541780929,0.313074519282576,1.3042349495965735,,14672000.0,1351960000.0,-102657000.0,5642000.0,1336319000.0,1526298000.0,1000.0,1331991000.0,-117656000.0,3233000.0,,326000.0,6641000.0,90306000.0,1348727000.0,326000.0,6557000.0,1513100000.0,-102657000.0,71969000.0,9193000.0,,5063000.0,,-81604000.0,3218000.0,-96106000.0,-9500000.0,491655000.0,-2047000.0,1702000.0,-7314000.0,391600000.0,-3949000.0,3154000.0,-10203000.0,-3846000.0,414293000.0,2886000.0,-2743000.0
2019-12-13,36.0,38.97999954223633,35.630001068115234,38.97999954223633,38.97999954223633,1615700,BILL,1.0641354548321929,0.96921496210796,2.075166760892365,1.049983828710455,0.0141516261217378,0.3026310093588364,1.114932565015893,,14672000.0,1351960000.0,-102657000.0,5642000.0,1336319000.0,1526298000.0,1000.0,1331991000.0,-117656000.0,3233000.0,,326000.0,6641000.0,90306000.0,1348727000.0,326000.0,6557000.0,1513100000.0,-102657000.0,71969000.0,9193000.0,,5063000.0,,-81604000.0,3218000.0,-96106000.0,-9500000.0,491655000.0,-2047000.0,1702000.0,-7314000.0,391600000.0,-3949000.0,3154000.0,-10203000.0,-3846000.0,414293000.0,2886000.0,-2743000.0
2019-12-16,39.369998931884766,40.22999954223633,36.150001525878906,36.380001068115234,36.380001068115234,1229000,BILL,1.2012094414488552,1.0250137388866012,2.322155054332172,1.044141152852935,0.1570682885959202,0.3813388718641326,1.356253026569691,,14672000.0,1351960000.0,-102657000.0,5642000.0,1336319000.0,1526298000.0,1000.0,1331991000.0,-117656000.0,3233000.0,,326000.0,6641000.0,90306000.0,1348727000.0,326000.0,6557000.0,1513100000.0,-102657000.0,71969000.0,9193000.0,,5063000.0,,-81604000.0,3218000.0,-96106000.0,-9500000.0,491655000.0,-2047000.0,1702000.0,-7314000.0,391600000.0,-3949000.0,3154000.0,-10203000.0,-3846000.0,414293000.0,2886000.0,-2743000.0
2019-12-17,37.2599983215332,37.9900016784668,36.52999877929688,37.0,37.0,796500,BILL,1.1843243160763302,1.117837854333826,2.4254053476694466,1.0401829423118685,0.1441413737644619,0.4069562816334827,1.47904832914686,,14672000.0,1351960000.0,-102657000.0,5642000.0,1336319000.0,1526298000.0,1000.0,1331991000.0,-117656000.0,3233000.0,,326000.0,6641000.0,90306000.0,1348727000.0,326000.0,6557000.0,1513100000.0,-102657000.0,71969000.0,9193000.0,,5063000.0,,-81604000.0,3218000.0,-96106000.0,-9500000.0,491655000.0,-2047000.0,1702000.0,-7314000.0,391600000.0,-3949000.0,3154000.0,-10203000.0,-3846000.0,414293000.0,2886000.0,-2743000.0
2019-12-18,37.27000045776367,38.5,36.79999923706055,38.040000915527344,38.040000915527344,1206000,BILL,1.2229232212971617,1.080704511591405,2.359621450471412,1.0376155592547895,0.1853076620423721,0.3518853539089034,1.3987671791236926,,14672000.0,1351960000.0,-102657000.0,5642000.0,1336319000.0,1526298000.0,1000.0,1331991000.0,-117656000.0,3233000.0,,326000.0,6641000.0,90306000.0,1348727000.0,326000.0,6557000.0,1513100000.0,-102657000.0,71969000.0,9193000.0,,5063000.0,,-81604000.0,3218000.0,-96106000.0,-9500000.0,491655000.0,-2047000.0,1702000.0,-7314000.0,391600000.0,-3949000.0,3154000.0,-10203000.0,-3846000.0,414293000.0,2886000.0,-2743000.0
2019-12-19,38.25,38.25,37.0,38.20000076293945,38.20000076293945,249600,BILL,1.2112565322944575,1.0793193381879849,2.361518253475843,1.034943648284932,0.1763128840095256,0.3118606930202945,1.3914438667768598,,14672000.0,1351960000.0,-102657000.0,5642000.0,1336319000.0,1526298000.0,1000.0,1331991000.0,-117656000.0,3233000.0,,326000.0,6641000.0,90306000.0,1348727000.0,326000.0,6557000.0,1513100000.0,-102657000.0,71969000.0,9193000.0,,5063000.0,,-81604000.0,3218000.0,-96106000.0,-9500000.0,491655000.0,-2047000.0,1702000.0,-7314000.0,391600000.0,-3949000.0,3154000.0,-10203000.0,-3846000.0,414293000.0,2886000.0,-2743000.0
2019-12-20,38.4900016784668,38.5,37.755001068115234,38.13999938964844,38.13999938964844,566900,BILL,1.2383324671749996,1.0173046632924498,2.357367726820463,1.0184381935354383,0.2198942736395612,0.2783473810747719,1.3917038483429462,,14672000.0,1351960000.0,-102657000.0,5642000.0,1336319000.0,1526298000.0,1000.0,1331991000.0,-117656000.0,3233000.0,,326000.0,6641000.0,90306000.0,1348727000.0,326000.0,6557000.0,1513100000.0,-102657000.0,71969000.0,9193000.0,,5063000.0,,-81604000.0,3218000.0,-96106000.0,-9500000.0,491655000.0,-2047000.0,1702000.0,-7314000.0,391600000.0,-3949000.0,3154000.0,-10203000.0,-3846000.0,414293000.0,2886000.0,-2743000.0
2019-12-23,38.0,39.75,37.61000061035156,38.7599983215332,38.7599983215332,384500,BILL,1.201754485246638,0.9680083096628864,2.2807018925170617,1.004497558926818,0.19725692631982,0.2116693750589476,1.309686152303112,,14672000.0,1351960000.0,-102657000.0,5642000.0,1336319000.0,1526298000.0,1000.0,1331991000.0,-117656000.0,3233000.0,,326000.0,6641000.0,90306000.0,1348727000.0,326000.0,6557000.0,1513100000.0,-102657000.0,71969000.0,9193000.0,,5063000.0,,-81604000.0,3218000.0,-96106000.0,-9500000.0,491655000.0,-2047000.0,1702000.0,-7314000.0,391600000.0,-3949000.0,3154000.0,-10203000.0,-3846000.0,414293000.0,2886000.0,-2743000.0
2019-12-24,38.75,41.380001068115234,38.742000579833984,40.04999923706055,40.04999923706055,326200,BILL,1.2049937388482015,0.8539326195864754,2.211735418688512,1.013647133004122,0.1913466058440796,0.1107092666338159,1.2315669286577369,,14672000.0,1351960000.0,-102657000.0,5642000.0,1336319000.0,1526298000.0,1000.0,1331991000.0,-117656000.0,3233000.0,,326000.0,6641000.0,90306000.0,1348727000.0,326000.0,6557000.0,1513100000.0,-102657000.0,71969000.0,9193000.0,,5063000.0,,-81604000.0,3218000.0,-96106000.0,-9500000.0,491655000.0,-2047000.0,1702000.0,-7314000.0,391600000.0,-3949000.0,3154000.0,-10203000.0,-3846000.0,414293000.0,2886000.0,-2743000.0
2019-12-26,40.13999938964844,41.75,39.0,39.0,39.0,522400,BILL,1.248461503248948,0.8141025641025641,2.195897420247396,1.009368571505801,0.2390929317431469,0.1103013869278538,1.2240738360654635,,14672000.0,1351960000.0,-102657000.0,5642000.0,1336319000.0,1526298000.0,1000.0,1331991000.0,-117656000.0,3233000.0,,326000.0,6641000.0,90306000.0,1348727000.0,326000.0,6557000.0,1513100000.0,-102657000.0,71969000.0,9193000.0,,5063000.0,,-81604000.0,3218000.0,-96106000.0,-9500000.0,491655000.0,-2047000.0,1702000.0,-7314000.0,391600000.0,-3949000.0,3154000.0,-10203000.0,-3846000.0,414293000.0,2886000.0,-2743000.0
