,2021-06-30,2020-06-30,2019-06-30,2018-06-30
Investments,-823099000.0,-236452000.0,-81604000.0,-419462000.0
Change To Liabilities,14271000.0,1662000.0,3218000.0,208000.0
Total Cashflows From Investing Activities,-1426890000.0,-249487000.0,-96106000.0,-417822000.0
Net Borrowings,1127079000.0,2300000.0,-9500000.0,6113000.0
Total Cash From Financing Activities,1639583000.0,863126000.0,491655000.0,326282000.0
Change To Operating Activities,21717000.0,7384000.0,-2047000.0,-4628000.0
Issuance Of Stock,37073000.0,545889000.0,1702000.0,693000.0
Net Income,-98720000.0,-31091000.0,-7314000.0,-7195000.0
Change In Cash,217316000.0,609209000.0,391600000.0,-99896000.0
Total Cash From Operating Activities,4623000.0,-4430000.0,-3949000.0,-8356000.0
Depreciation,8356000.0,4257000.0,3154000.0,2314000.0
Other Cashflows From Investing Activities,-26495000.0,-959000.0,-10203000.0,3686000.0
Change To Account Receivables,-8104000.0,-1608000.0,-3846000.0,-782000.0
Other Cashflows From Financing Activities,475431000.0,314937000.0,414293000.0,263671000.0
Change To Netincome,36919000.0,14966000.0,2886000.0,1727000.0
Capital Expenditures,-18902000.0,-11437000.0,-2743000.0,-1313000.0
