,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,-8500000.0,-8500000.0,-8500000.0,-8500000.0
Change To Liabilities,92400000.0,110400000.0,72300000.0,5500000.0
Total Cashflows From Investing Activities,-35500000.0,-26600000.0,-310100000.0,-26900000.0
Net Borrowings,400000.0,-124900000.0,125900000.0,-399100000.0
Total Cash From Financing Activities,-163700000.0,-301900000.0,-37200000.0,-490600000.0
Change To Operating Activities,79000000.0,27900000.0,50400000.0,20500000.0
Issuance Of Stock,25700000.0,48100000.0,48900000.0,27000000.0
Net Income,271300000.0,415000000.0,593300000.0,262700000.0
Change In Cash,271900000.0,-88500000.0,25800000.0,-179400000.0
Repurchase Of Stock,-61600000.0,-93400000.0,-83500000.0,-83500000.0
Effect Of Exchange Rate,9600000.0,-8900000.0,26600000.0,12300000.0
Total Cash From Operating Activities,461500000.0,248900000.0,346500000.0,325800000.0
Depreciation,45800000.0,45900000.0,44000000.0,34800000.0
Other Cashflows From Investing Activities,-2700000.0,-1800000.0,-1800000.0,-1800000.0
Dividends Paid,-124200000.0,-124400000.0,-124300000.0,-118500000.0
Change To Inventory,-44900000.0,-48100000.0,-40300000.0,71800000.0
Change To Account Receivables,42100000.0,-100300000.0,-85500000.0,-19500000.0
Other Cashflows From Financing Activities,-4000000.0,-7300000.0,-4200000.0,-4200000.0
Change To Netincome,18000000.0,-162400000.0,-360500000.0,-130200000.0
Capital Expenditures,-24500000.0,-25000000.0,-27100000.0,-22000000.0
