,2020-09-30,2019-09-30,2018-09-30,2017-09-30
Intangible Assets,479300000.0,194100000.0,215200000.0,238000000.0
Capital Surplus,1830700000.0,1709100000.0,1681400000.0,1638000000.0
Total Liab,5917900000.0,5708800000.0,4644500000.0,4498100000.0
Total Stockholder Equity,1027800000.0,404200000.0,1617500000.0,2663600000.0
Minority Interest,319000000.0,,,
Other Current Liab,738300000.0,643400000.0,629900000.0,590000000.0
Total Assets,7264700000.0,6113000000.0,6262000000.0,7161700000.0
Common Stock,181400000.0,181400000.0,181400000.0,181400000.0
Other Current Assets,147500000.0,173300000.0,149300000.0,191000000.0
Retained Earnings,7139800000.0,6440200000.0,6198100000.0,6103400000.0
Other Liab,1857700000.0,1815600000.0,1158400000.0,1104300000.0
Good Will,1650300000.0,1071100000.0,1075500000.0,1077700000.0
Treasury Stock,-8124100000.0,-7926500000.0,-6443400000.0,-5259200000.0
Other Assets,578500000.0,488700000.0,275800000.0,515700000.0
Cash,704600000.0,1018400000.0,618800000.0,1410900000.0
Total Current Liabilities,1810800000.0,1936800000.0,2236900000.0,2145800000.0
Deferred Long Term Asset Charges,415600000.0,364100000.0,179600000.0,443600000.0
Other Stockholder Equity,-1614200000.0,-1488000000.0,-941900000.0,-1179200000.0
Property Plant Equipment,917300000.0,571900000.0,576800000.0,583900000.0
Total Current Assets,2685800000.0,2985700000.0,2830700000.0,4420700000.0
Long Term Investments,953500000.0,801500000.0,1288000000.0,325700000.0
Net Tangible Assets,-1101800000.0,-861000000.0,326800000.0,1347900000.0
Short Term Investments,600000.0,39600000.0,290900000.0,1124600000.0
Net Receivables,1249100000.0,1178700000.0,1190100000.0,1135500000.0
Long Term Debt,1974700000.0,1956400000.0,1249200000.0,1248000000.0
Inventory,584000000.0,575700000.0,581600000.0,558700000.0
Accounts Payable,687800000.0,694600000.0,713400000.0,623200000.0
Short Long Term Debt,,300500000.0,,250000000.0
