Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,50.27000045776367,51.54999923706055,49.970001220703125,51.22999954223633,47.93772506713867,2883900,BWA,1.0290845079893212,1.0520595608019905,1.04542585827003,1.0206479989635429,0.0084365090257783,-0.0382008279204555,-0.0438673407211729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,51.15999984741211,52.0,50.970001220703125,51.84999847412109,48.51787567138672,2264700,BWA,1.0163936952527268,1.0696600352080838,1.0399135286944312,1.012478214064533,0.0039154811881938,-0.0190475205533158,-0.0492173497825025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,52.369998931884766,52.709999084472656,51.77999877929688,51.810001373291016,48.48045349121094,1879100,BWA,1.0210383936875536,1.0710664843266824,1.0269229498161123,1.0113391723313174,0.0096992213562361,-0.0188968906782196,-0.0548776924044598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,51.810001373291016,52.52000045776367,51.810001373291016,52.45000076293945,49.07932662963867,1391900,BWA,1.0099142295367791,1.0660296780990235,1.0324311232890853,1.0126829906128405,-0.0027687610760613,-0.0224540089225429,-0.0575282433075787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,52.52999877929688,52.52999877929688,51.95000076293945,52.060001373291016,48.71438217163086,1331300,BWA,1.011141187248452,1.0503159586671549,1.0417123231515164,1.0121464877707815,-0.0010053005223296,-0.0324845170159577,-0.0562094256197427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,51.91999816894531,52.11000061035156,51.68999862670898,51.869998931884766,48.53659439086914,1384100,BWA,1.0102179599337513,1.0812375324957753,1.0461100679470874,1.0081446760609294,0.0020732838728219,-0.0137056903312609,-0.0544629984886761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,52.0,52.150001525878906,51.709999084472656,52.0,48.658241271972656,525200,BWA,1.003653806140834,1.1039979252816008,1.019493133375135,1.0143616235707735,-0.0107078174299395,0.0002825003289481,-0.078989012801562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,52.09000015258789,52.34999847412109,51.70000076293945,51.9900016784668,48.64888381958008,1040100,BWA,1.0021157353168229,1.0866524640098776,1.021431641291356,1.008797349947511,-0.006681614630688,-0.006198212134068,-0.0678656714025995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,52.0,52.15999984741211,51.470001220703125,52.0099983215332,48.66758728027344,838200,BWA,1.0011538718392563,1.1169009107757095,1.0266512963402488,1.0091988628593096,-0.0080449910200532,0.0156687030330031,-0.0614457538527448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,51.2599983215332,51.5,50.27999877929688,50.91999816894531,47.64764404296875,2549900,BWA,1.0217988904246285,1.1250495574892496,1.034593209070798,1.0112728774332036,0.0105260129914248,0.0263646316658969,-0.0414418918943313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
