Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Retained Earnings,Good Will,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Other Liab,Short Long Term Debt,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2019-07-05,33.2599983215332,33.4900016784668,32.810001373291016,33.029998779296875,33.029998779296875,191800,GO,1.1262489293901012,0.9930366469652888,1.0142295258272225,0.9643929056443962,0.161856023745705,0.0343280275547914,-0.0740588744713686,68824000.0,287457000.0,1076911000.0,299951000.0,3463000.0,1376862000.0,68000.0,12426000.0,747943000.0,15691000.0,21063000.0,150924000.0,,304032000.0,240372000.0,-516816000.0,7125000.0,848000000.0,198304000.0,98123000.0,75968000.0,7349000.0,16315000.0,-73550000.0,146584000.0,-16999000.0,14690000.0,29000.0,15868000.0,15262000.0,105811000.0,47057000.0,-6707000.0,-153587000.0,-15292000.0,-642000.0,-10025000.0,23548000.0,-64762000.0
2019-07-08,32.91999816894531,33.0,31.600000381469727,32.25,32.25,332300,GO,1.1658914255541422,1.018604603848716,1.043410900027253,0.9738381931141588,0.1920532324399833,0.0449881769898835,-0.0552692478715952,68824000.0,287457000.0,1076911000.0,299951000.0,3463000.0,1376862000.0,68000.0,12426000.0,747943000.0,15691000.0,21063000.0,150924000.0,,304032000.0,240372000.0,-516816000.0,7125000.0,848000000.0,198304000.0,98123000.0,75968000.0,7349000.0,16315000.0,-73550000.0,146584000.0,-16999000.0,14690000.0,29000.0,15868000.0,15262000.0,105811000.0,47057000.0,-6707000.0,-153587000.0,-15292000.0,-642000.0,-10025000.0,23548000.0,-64762000.0
2019-07-09,32.15999984741211,32.689998626708984,32.15999984741211,32.68000030517578,32.68000030517578,76100,GO,1.1572827215927035,0.9883720604477764,1.0321297193162586,0.9920007326738394,0.1652819889188641,0.0106209889309584,-0.0669950110649661,68824000.0,287457000.0,1076911000.0,299951000.0,3463000.0,1376862000.0,68000.0,12426000.0,747943000.0,15691000.0,21063000.0,150924000.0,,304032000.0,240372000.0,-516816000.0,7125000.0,848000000.0,198304000.0,98123000.0,75968000.0,7349000.0,16315000.0,-73550000.0,146584000.0,-16999000.0,14690000.0,29000.0,15868000.0,15262000.0,105811000.0,47057000.0,-6707000.0,-153587000.0,-15292000.0,-642000.0,-10025000.0,23548000.0,-64762000.0
2019-07-10,32.72999954223633,33.0,32.000999450683594,32.720001220703125,32.720001220703125,266300,GO,1.1564791791219482,1.002139354896476,1.0479828739685628,0.9810388553975538,0.1754403237243944,0.0105323005342901,-0.0613051226144312,68824000.0,287457000.0,1076911000.0,299951000.0,3463000.0,1376862000.0,68000.0,12426000.0,747943000.0,15691000.0,21063000.0,150924000.0,,304032000.0,240372000.0,-516816000.0,7125000.0,848000000.0,198304000.0,98123000.0,75968000.0,7349000.0,16315000.0,-73550000.0,146584000.0,-16999000.0,14690000.0,29000.0,15868000.0,15262000.0,105811000.0,47057000.0,-6707000.0,-153587000.0,-15292000.0,-642000.0,-10025000.0,23548000.0,-64762000.0
2019-07-11,33.0,33.25,32.31999969482422,33.130001068115234,33.130001068115234,177900,GO,1.1331119741996132,1.0129791817480387,1.0395411263615837,0.966091893467101,0.1670200807325121,0.0241303981479887,-0.070370105672247,68824000.0,287457000.0,1076911000.0,299951000.0,3463000.0,1376862000.0,68000.0,12426000.0,747943000.0,15691000.0,21063000.0,150924000.0,,304032000.0,240372000.0,-516816000.0,7125000.0,848000000.0,198304000.0,98123000.0,75968000.0,7349000.0,16315000.0,-73550000.0,146584000.0,-16999000.0,14690000.0,29000.0,15868000.0,15262000.0,105811000.0,47057000.0,-6707000.0,-153587000.0,-15292000.0,-642000.0,-10025000.0,23548000.0,-64762000.0
2019-07-12,33.119998931884766,34.310001373291016,32.5099983215332,33.810001373291016,33.810001373291016,251300,GO,1.112096922416101,0.995859118643624,1.0357881998025744,0.9709027016272972,0.1411942207888039,0.0061721992183519,-0.0618354346698428,68824000.0,287457000.0,1076911000.0,299951000.0,3463000.0,1376862000.0,68000.0,12426000.0,747943000.0,15691000.0,21063000.0,150924000.0,,304032000.0,240372000.0,-516816000.0,7125000.0,848000000.0,198304000.0,98123000.0,75968000.0,7349000.0,16315000.0,-73550000.0,146584000.0,-16999000.0,14690000.0,29000.0,15868000.0,15262000.0,105811000.0,47057000.0,-6707000.0,-153587000.0,-15292000.0,-642000.0,-10025000.0,23548000.0,-64762000.0
2019-07-15,33.849998474121094,35.560001373291016,33.5,35.380001068115234,35.380001068115234,556900,GO,1.11644993803004,0.9471452037838604,1.0062181288684051,0.943868517966083,0.1725814200639569,-0.040944843335585,-0.0922704537235572,68824000.0,287457000.0,1076911000.0,299951000.0,3463000.0,1376862000.0,68000.0,12426000.0,747943000.0,15691000.0,21063000.0,150924000.0,,304032000.0,240372000.0,-516816000.0,7125000.0,848000000.0,198304000.0,98123000.0,75968000.0,7349000.0,16315000.0,-73550000.0,146584000.0,-16999000.0,14690000.0,29000.0,15868000.0,15262000.0,105811000.0,47057000.0,-6707000.0,-153587000.0,-15292000.0,-642000.0,-10025000.0,23548000.0,-64762000.0
2019-07-16,35.41999816894531,36.09000015258789,32.709999084472656,34.810001373291016,34.810001373291016,869300,GO,1.2571099280423854,0.9617925372426108,1.0356218849425542,0.9448764493933882,0.3122334786489972,-0.0328238605803926,-0.0659551692831272,68824000.0,287457000.0,1076911000.0,299951000.0,3463000.0,1376862000.0,68000.0,12426000.0,747943000.0,15691000.0,21063000.0,150924000.0,,304032000.0,240372000.0,-516816000.0,7125000.0,848000000.0,198304000.0,98123000.0,75968000.0,7349000.0,16315000.0,-73550000.0,146584000.0,-16999000.0,14690000.0,29000.0,15868000.0,15262000.0,105811000.0,47057000.0,-6707000.0,-153587000.0,-15292000.0,-642000.0,-10025000.0,23548000.0,-64762000.0
2019-07-17,34.779998779296875,36.59999847412109,34.4900016784668,35.45000076293945,35.45000076293945,401200,GO,1.315655807782305,0.9328631589028522,0.9994358122049865,0.967805381362882,0.347850426419423,-0.0665514786639031,-0.097969705069171,68824000.0,287457000.0,1076911000.0,299951000.0,3463000.0,1376862000.0,68000.0,12426000.0,747943000.0,15691000.0,21063000.0,150924000.0,,304032000.0,240372000.0,-516816000.0,7125000.0,848000000.0,198304000.0,98123000.0,75968000.0,7349000.0,16315000.0,-73550000.0,146584000.0,-16999000.0,14690000.0,29000.0,15868000.0,15262000.0,105811000.0,47057000.0,-6707000.0,-153587000.0,-15292000.0,-642000.0,-10025000.0,23548000.0,-64762000.0
2019-07-18,35.9900016784668,36.04999923706055,35.11000061035156,35.869998931884766,35.869998931884766,176000,GO,1.207973323705308,0.9130192633178084,0.9827153902886334,0.9739839367274228,0.2339893869778853,-0.0891572588086423,-0.0947587468682766,68824000.0,287457000.0,1076911000.0,299951000.0,3463000.0,1376862000.0,68000.0,12426000.0,747943000.0,15691000.0,21063000.0,150924000.0,,304032000.0,240372000.0,-516816000.0,7125000.0,848000000.0,198304000.0,98123000.0,75968000.0,7349000.0,16315000.0,-73550000.0,146584000.0,-16999000.0,14690000.0,29000.0,15868000.0,15262000.0,105811000.0,47057000.0,-6707000.0,-153587000.0,-15292000.0,-642000.0,-10025000.0,23548000.0,-64762000.0
2019-07-19,36.11000061035156,38.45000076293945,35.720001220703125,37.650001525878906,37.650001525878906,442300,GO,1.1410357860130205,0.8435590688369947,0.8897742003270204,0.9718210842213412,0.1692147017916793,-0.1601437954098026,-0.2033682274328303,68824000.0,287457000.0,1076911000.0,299951000.0,3463000.0,1376862000.0,68000.0,12426000.0,747943000.0,15691000.0,21063000.0,150924000.0,,304032000.0,240372000.0,-516816000.0,7125000.0,848000000.0,198304000.0,98123000.0,75968000.0,7349000.0,16315000.0,-73550000.0,146584000.0,-16999000.0,14690000.0,29000.0,15868000.0,15262000.0,105811000.0,47057000.0,-6707000.0,-153587000.0,-15292000.0,-642000.0,-10025000.0,23548000.0,-64762000.0
2019-07-22,37.70000076293945,39.560001373291016,37.11000061035156,39.25,39.25,404000,GO,1.0644585676253984,0.7882802683836335,0.8596178771583898,0.9797792259190852,0.0846793417063133,-0.2175065159996095,-0.230777208822368,68824000.0,287457000.0,1076911000.0,299951000.0,3463000.0,1376862000.0,68000.0,12426000.0,747943000.0,15691000.0,21063000.0,150924000.0,,304032000.0,240372000.0,-516816000.0,7125000.0,848000000.0,198304000.0,98123000.0,75968000.0,7349000.0,16315000.0,-73550000.0,146584000.0,-16999000.0,14690000.0,29000.0,15868000.0,15262000.0,105811000.0,47057000.0,-6707000.0,-153587000.0,-15292000.0,-642000.0,-10025000.0,23548000.0,-64762000.0
2019-07-23,39.25,39.43999862670898,36.08599853515625,36.84999847412109,36.84999847412109,745600,GO,1.182089638453641,0.8453188848951028,0.8849389948619081,0.9721811802165374,0.2099084582371035,-0.1545603795560043,-0.198722541506679,68824000.0,287457000.0,1076911000.0,299951000.0,3463000.0,1376862000.0,68000.0,12426000.0,747943000.0,15691000.0,21063000.0,150924000.0,,304032000.0,240372000.0,-516816000.0,7125000.0,848000000.0,198304000.0,98123000.0,75968000.0,7349000.0,16315000.0,-73550000.0,146584000.0,-16999000.0,14690000.0,29000.0,15868000.0,15262000.0,105811000.0,47057000.0,-6707000.0,-153587000.0,-15292000.0,-642000.0,-10025000.0,23548000.0,-64762000.0
2019-07-24,36.900001525878906,39.20000076293945,36.900001525878906,38.34999847412109,38.34999847412109,429900,GO,1.0886571489220076,0.8216428026756002,0.8537158534845845,0.9381920732304816,0.150465075691526,-0.1727999953828914,-0.1994662839163653,68824000.0,287457000.0,1076911000.0,299951000.0,3463000.0,1376862000.0,68000.0,12426000.0,747943000.0,15691000.0,21063000.0,150924000.0,,304032000.0,240372000.0,-516816000.0,7125000.0,848000000.0,198304000.0,98123000.0,75968000.0,7349000.0,16315000.0,-73550000.0,146584000.0,-16999000.0,14690000.0,29000.0,15868000.0,15262000.0,105811000.0,47057000.0,-6707000.0,-153587000.0,-15292000.0,-642000.0,-10025000.0,23548000.0,-64762000.0
2019-07-25,38.470001220703125,39.0,37.9900016784668,38.15999984741211,38.15999984741211,234000,GO,1.1215932758962814,0.8097484209142579,0.85744238342606,0.9521359277988416,0.1694573480974399,-0.1955501925086799,-0.2122184899625849,68824000.0,287457000.0,1076911000.0,299951000.0,3463000.0,1376862000.0,68000.0,12426000.0,747943000.0,15691000.0,21063000.0,150924000.0,,304032000.0,240372000.0,-516816000.0,7125000.0,848000000.0,198304000.0,98123000.0,75968000.0,7349000.0,16315000.0,-73550000.0,146584000.0,-16999000.0,14690000.0,29000.0,15868000.0,15262000.0,105811000.0,47057000.0,-6707000.0,-153587000.0,-15292000.0,-642000.0,-10025000.0,23548000.0,-64762000.0
2019-07-26,38.29999923706055,39.0,38.130001068115234,38.9900016784668,38.9900016784668,157200,GO,1.1287508701452256,0.8048216929956428,0.824570406305844,0.9388045673908064,0.1899463027544191,-0.1947302914839386,-0.2537222532951871,68824000.0,287457000.0,1076911000.0,299951000.0,3463000.0,1376862000.0,68000.0,12426000.0,747943000.0,15691000.0,21063000.0,150924000.0,,304032000.0,240372000.0,-516816000.0,7125000.0,848000000.0,198304000.0,98123000.0,75968000.0,7349000.0,16315000.0,-73550000.0,146584000.0,-16999000.0,14690000.0,29000.0,15868000.0,15262000.0,105811000.0,47057000.0,-6707000.0,-153587000.0,-15292000.0,-642000.0,-10025000.0,23548000.0,-64762000.0
2019-07-29,39.09999847412109,39.2400016784668,38.40999984741211,39.06999969482422,39.06999969482422,272000,GO,1.0895828008021116,0.8185308367553651,0.8077808987063616,0.9497848525428108,0.1397979482593008,-0.1855690118088219,-0.2852600374855133,68824000.0,287457000.0,1076911000.0,299951000.0,3463000.0,1376862000.0,68000.0,12426000.0,747943000.0,15691000.0,21063000.0,150924000.0,,304032000.0,240372000.0,-516816000.0,7125000.0,848000000.0,198304000.0,98123000.0,75968000.0,7349000.0,16315000.0,-73550000.0,146584000.0,-16999000.0,14690000.0,29000.0,15868000.0,15262000.0,105811000.0,47057000.0,-6707000.0,-153587000.0,-15292000.0,-642000.0,-10025000.0,23548000.0,-64762000.0
2019-07-30,38.95000076293945,39.0099983215332,38.310001373291016,38.540000915527344,38.540000915527344,274800,GO,1.0851063492833335,0.8277114390435345,0.8103269019294211,0.96111848959372,0.1239878596896133,-0.1680594191103828,-0.2795459688153482,68824000.0,287457000.0,1076911000.0,299951000.0,3463000.0,1376862000.0,68000.0,12426000.0,747943000.0,15691000.0,21063000.0,150924000.0,,304032000.0,240372000.0,-516816000.0,7125000.0,848000000.0,198304000.0,98123000.0,75968000.0,7349000.0,16315000.0,-73550000.0,146584000.0,-16999000.0,14690000.0,29000.0,15868000.0,15262000.0,105811000.0,47057000.0,-6707000.0,-153587000.0,-15292000.0,-642000.0,-10025000.0,23548000.0,-64762000.0
2019-07-31,38.68000030517578,39.09999847412109,38.29999923706055,38.93999862670898,38.93999862670898,220800,GO,1.0387776628013223,0.8274268710067031,0.7950693419705764,0.9713406100738472,0.0674370527274751,-0.1909215868331012,-0.2958989724162361,68824000.0,287457000.0,1076911000.0,299951000.0,3463000.0,1376862000.0,68000.0,12426000.0,747943000.0,15691000.0,21063000.0,150924000.0,,304032000.0,240372000.0,-516816000.0,7125000.0,848000000.0,198304000.0,98123000.0,75968000.0,7349000.0,16315000.0,-73550000.0,146584000.0,-16999000.0,14690000.0,29000.0,15868000.0,15262000.0,105811000.0,47057000.0,-6707000.0,-153587000.0,-15292000.0,-642000.0,-10025000.0,23548000.0,-64762000.0
2019-08-01,38.97999954223633,39.150001525878906,38.0,38.93000030517578,38.93000030517578,641200,GO,1.0351913414113851,0.8160801492092415,0.7898792642935519,0.9733290342890444,0.0618623071223407,-0.2201223054052108,-0.3224445135752465,68824000.0,287457000.0,1076911000.0,299951000.0,3463000.0,1376862000.0,68000.0,12426000.0,747943000.0,15691000.0,21063000.0,150924000.0,,304032000.0,240372000.0,-516816000.0,7125000.0,848000000.0,198304000.0,98123000.0,75968000.0,7349000.0,16315000.0,-73550000.0,146584000.0,-16999000.0,14690000.0,29000.0,15868000.0,15262000.0,105811000.0,47057000.0,-6707000.0,-153587000.0,-15292000.0,-642000.0,-10025000.0,23548000.0,-64762000.0
2019-08-02,38.79999923706055,39.09999847412109,37.150001525878906,38.75,38.75,329600,GO,1.0338064870526713,0.8201290499779486,0.7935483870967742,0.9934093547508857,0.0403971323017857,-0.2262295803061615,-0.3365964920278751,68824000.0,287457000.0,1076911000.0,299951000.0,3463000.0,1376862000.0,68000.0,12426000.0,747943000.0,15691000.0,21063000.0,150924000.0,,304032000.0,240372000.0,-516816000.0,7125000.0,848000000.0,198304000.0,98123000.0,75968000.0,7349000.0,16315000.0,-73550000.0,146584000.0,-16999000.0,14690000.0,29000.0,15868000.0,15262000.0,105811000.0,47057000.0,-6707000.0,-153587000.0,-15292000.0,-642000.0,-10025000.0,23548000.0,-64762000.0
2019-08-05,37.810001373291016,38.560001373291016,36.5099983215332,38.43999862670898,38.43999862670898,614000,GO,1.0426639766632613,0.8111342720889488,0.8204995328385012,1.0379157998062003,0.0047481768570609,-0.2647656787756459,-0.352723216750209,68824000.0,287457000.0,1076911000.0,299951000.0,3463000.0,1376862000.0,68000.0,12426000.0,747943000.0,15691000.0,21063000.0,150924000.0,,304032000.0,240372000.0,-516816000.0,7125000.0,848000000.0,198304000.0,98123000.0,75968000.0,7349000.0,16315000.0,-73550000.0,146584000.0,-16999000.0,14690000.0,29000.0,15868000.0,15262000.0,105811000.0,47057000.0,-6707000.0,-153587000.0,-15292000.0,-642000.0,-10025000.0,23548000.0,-64762000.0
2019-08-06,38.400001525878906,38.5,36.74100112915039,37.20000076293945,37.20000076293945,428600,GO,1.0682795931030684,0.829838715218191,0.8655914006060651,1.0255734153445348,0.0427061777585335,-0.2357498557248312,-0.2940894875157783,68824000.0,287457000.0,1076911000.0,299951000.0,3463000.0,1376862000.0,68000.0,12426000.0,747943000.0,15691000.0,21063000.0,150924000.0,,304032000.0,240372000.0,-516816000.0,7125000.0,848000000.0,198304000.0,98123000.0,75968000.0,7349000.0,16315000.0,-73550000.0,146584000.0,-16999000.0,14690000.0,29000.0,15868000.0,15262000.0,105811000.0,47057000.0,-6707000.0,-153587000.0,-15292000.0,-642000.0,-10025000.0,23548000.0,-64762000.0
2019-08-07,37.09000015258789,38.0,36.64099884033203,37.59999847412109,37.59999847412109,134500,GO,0.9848404330330888,0.8273936668312263,0.8752659889085646,1.025769842013649,-0.0409294089805601,-0.2411150451884178,-0.2842375308402207,68824000.0,287457000.0,1076911000.0,299951000.0,3463000.0,1376862000.0,68000.0,12426000.0,747943000.0,15691000.0,21063000.0,150924000.0,,304032000.0,240372000.0,-516816000.0,7125000.0,848000000.0,198304000.0,98123000.0,75968000.0,7349000.0,16315000.0,-73550000.0,146584000.0,-16999000.0,14690000.0,29000.0,15868000.0,15262000.0,105811000.0,47057000.0,-6707000.0,-153587000.0,-15292000.0,-642000.0,-10025000.0,23548000.0,-64762000.0
2019-08-08,37.81999969482422,38.25,37.36000061035156,37.81999969482422,37.81999969482422,134800,GO,0.9309888780694848,0.8196721377616099,0.849021704639144,1.0096805103859732,-0.0786916323164883,-0.2269238553001629,-0.2856655134355481,68824000.0,287457000.0,1076911000.0,299951000.0,3463000.0,1376862000.0,68000.0,12426000.0,747943000.0,15691000.0,21063000.0,150924000.0,,304032000.0,240372000.0,-516816000.0,7125000.0,848000000.0,198304000.0,98123000.0,75968000.0,7349000.0,16315000.0,-73550000.0,146584000.0,-16999000.0,14690000.0,29000.0,15868000.0,15262000.0,105811000.0,47057000.0,-6707000.0,-153587000.0,-15292000.0,-642000.0,-10025000.0,23548000.0,-64762000.0
2019-08-09,37.90999984741211,38.08000183105469,37.060001373291016,37.84000015258789,37.84000015258789,296600,GO,0.9685518334590282,0.861522154932961,0.8461945118563593,1.0311593098765404,-0.0626074764175121,-0.1971882967697618,-0.3075375169632742,68824000.0,287457000.0,1076911000.0,299951000.0,3463000.0,1376862000.0,68000.0,12426000.0,747943000.0,15691000.0,21063000.0,150924000.0,,304032000.0,240372000.0,-516816000.0,7125000.0,848000000.0,198304000.0,98123000.0,75968000.0,7349000.0,16315000.0,-73550000.0,146584000.0,-16999000.0,14690000.0,29000.0,15868000.0,15262000.0,105811000.0,47057000.0,-6707000.0,-153587000.0,-15292000.0,-642000.0,-10025000.0,23548000.0,-64762000.0
2019-08-12,37.970001220703125,38.0,37.16999816894531,37.540000915527344,37.540000915527344,236000,GO,0.9816195411673296,0.8412359923689797,0.8620138471271794,1.0473769330900449,-0.0657573919227152,-0.2334549049458846,-0.3104138510475978,68824000.0,287457000.0,1076911000.0,299951000.0,3463000.0,1376862000.0,68000.0,12426000.0,747943000.0,15691000.0,21063000.0,150924000.0,,304032000.0,240372000.0,-516816000.0,7125000.0,848000000.0,198304000.0,98123000.0,75968000.0,7349000.0,16315000.0,-73550000.0,146584000.0,-16999000.0,14690000.0,29000.0,15868000.0,15262000.0,105811000.0,47057000.0,-6707000.0,-153587000.0,-15292000.0,-642000.0,-10025000.0,23548000.0,-64762000.0
