Unnamed: 0,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,462324000.0,281650000.0,150340000.0,77663000.0
Capital Surplus,11730970000.0,8874367000.0,7286954000.0,5824258000.0
Total Liab,9384100000.0,8224025000.0,6570242000.0,5620784000.0
Total Stockholder Equity,11725712000.0,8865826000.0,7277629000.0,5875280000.0
Minority Interest,1718066000.0,1300652000.0,552749000.0,533503000.0
Deferred Long Term Liab,296797000.0,283107000.0,255130000.0,231955000.0
Other Current Liab,150982000.0,126278000.0,110280000.0,92145000.0
Total Assets,22827878000.0,18390503000.0,14464956000.0,12103953000.0
Common Stock,1367000.0,1208000.0,1110000.0,998000.0
Other Current Assets,110701000.0,95360000.0,64613000.0,44353000.0
Other Liab,1039061000.0,849466000.0,765400000.0,413845000.0
Treasury Stock,-6625000.0,-9749000.0,-10435000.0,50024000.0
Other Assets,1097468000.0,520118000.0,393031000.0,359385000.0
Cash,568532000.0,189681000.0,234181000.0,254381000.0
Total Current Liabilities,458326000.0,325272000.0,325819000.0,442029000.0
Short Long Term Debt,3420000.0,,,
Other Stockholder Equity,-6625000.0,-9749000.0,-10435000.0,50024000.0
Property Plant Equipment,17874042000.0,15123324000.0,11910702000.0,10245050000.0
Total Current Assets,1450581000.0,977927000.0,881112000.0,787983000.0
Long Term Investments,1943463000.0,1487484000.0,1129771000.0,633872000.0
Net Tangible Assets,11263388000.0,8584176000.0,7127289000.0,5797617000.0
Net Receivables,771348000.0,692886000.0,579712000.0,483989000.0
Long Term Debt,7559866000.0,6777479000.0,5479023000.0,4764910000.0
Accounts Payable,285021000.0,198994000.0,215539000.0,349884000.0
Investments,-16725000.0,-145513000.0,-215602000.0,-180989000.0
Change To Liabilities,-1122000.0,39012000.0,21909000.0,25573000.0
Total Cashflows From Investing Activities,-3278161000.0,-3641320000.0,-2161760000.0,-1737126000.0
Net Borrowings,796682000.0,1290970000.0,718217000.0,602427000.0
Total Cash From Financing Activities,2750356000.0,2927482000.0,1588433000.0,1420341000.0
Change To Operating Activities,-72064000.0,-75280000.0,-77937000.0,-80861000.0
Issuance Of Stock,2315862000.0,1216445000.0,1293301000.0,1275397000.0
Net Income,770959000.0,363165000.0,379312000.0,169093000.0
Change In Cash,355016000.0,-29441000.0,-5056000.0,135820000.0
Repurchase Of Stock,-21322000.0,-25477000.0,-25477000.0,-25477000.0
Effect Of Exchange Rate,311000.0,540000.0,-2068000.0,1723000.0
Total Cash From Operating Activities,882510000.0,683857000.0,570339000.0,450882000.0
Depreciation,640860000.0,514799000.0,455723000.0,397728000.0
Other Cashflows From Investing Activities,7408000.0,-18107000.0,-2000000.0,-2300000.0
Dividends Paid,-532980000.0,-451170000.0,-385839000.0,-321750000.0
Change To Account Receivables,2804000.0,-897000.0,435000.0,-502000.0
Other Cashflows From Financing Activities,192114000.0,905954000.0,-23270000.0,12551000.0
Change To Netincome,-469421000.0,-166047000.0,-219374000.0,-71298000.0
