Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Long Term Debt,Inventory,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Other Cashflows From Financing Activities,Change To Netincome
2017-09-29,53.47999954223633,54.04999923706055,53.2599983215332,53.59000015258789,47.09798431396485,7211900,USB,1.0147416416081896,1.0316617224670337,0.9542776411753529,1.0206479989635429,-0.0059063573553532,-0.0585986662554123,-0.13501555781585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,53.290000915527344,53.54999923706055,52.91999816894531,53.43999862670898,46.96616744995117,8323200,USB,1.019460848403646,1.040955095554309,0.9700182725670506,1.012478214064533,0.006982634339113,-0.0477524602070906,-0.1191126059098831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,53.380001068115234,53.63999938964844,52.91999816894531,53.470001220703125,46.99252700805664,6814400,USB,1.0263700817181272,1.0418756391141384,0.9639872653273542,1.0113391723313174,0.0150309093868097,-0.0480877358907636,-0.1178133768932179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,53.22999954223633,53.40999984741211,53.09999847412109,53.150001525878906,46.71129989624024,6523300,USB,1.0282217676362773,1.055337785676819,0.9785467428692012,1.0126829906128405,0.0155387770234367,-0.0331459013447474,-0.1114126237274628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,53.209999084472656,54.0,52.95000076293945,53.7599983215332,47.24739074707031,5721500,USB,1.0202754484636216,1.051219559456854,0.9601046213269904,1.0121464877707815,0.00812896069284,-0.0315809162262585,-0.1378171274442687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,53.970001220703125,54.2400016784668,53.66999816894531,54.18000030517578,47.61651611328125,4492800,USB,0.9865263718853706,1.0519792533221215,0.9336160464219014,1.0081446760609294,-0.0216183041755587,-0.0429639695049146,-0.1669570200138621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,54.25,54.25,53.7400016784668,53.84999847412109,47.32648849487305,2858900,USB,0.9782730705352216,1.0640281533133624,0.9524882207546052,1.0143616235707735,-0.0360885530355519,-0.0396872716392902,-0.1459939254220917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,53.86000061035156,54.27000045776367,53.81999969482422,54.22999954223633,47.66046142578125,3263600,USB,0.9609070951721737,1.0600950671623537,0.9407769581069296,1.008797349947511,-0.0478902547753372,-0.0327556089815919,-0.1485203545870259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,54.11000061035156,54.34999847412109,53.7599983215332,54.2599983215332,47.686824798583984,4969400,USB,0.9511610243012156,1.0441271229115865,0.9423078415287324,1.0091988628593096,-0.0580378385580939,-0.0571050848311198,-0.1457892086642612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,54.119998931884766,54.34000015258789,53.88999938964844,53.9900016784668,47.44953155517578,4233900,USB,0.9572142707263912,1.0458101829706052,0.9447715620957648,1.0112728774332036,-0.0540586067068123,-0.0528747428527474,-0.1312635388693646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
