Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Other Assets,Cash,Total Current Liabilities,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Intangible Assets,Treasury Stock,Other Stockholder Equity,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Total Cash From Operating Activities,Depreciation,Dividends Paid,Other Cashflows From Financing Activities,Change To Netincome,Repurchase Of Stock
2017-09-29,69.86000061035156,71.1500015258789,69.73999786376953,71.12000274658203,63.511817932128906,475100,KRC,1.0015468572082742,1.020159236078135,0.9942379959399954,1.0206479989635429,-0.0191011417552686,-0.0701011526443109,-0.0950552030512075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,71.19999694824219,71.19999694824219,70.52999877929688,70.66000366210938,63.101036071777344,645200,KRC,1.0145767405948098,1.0272275441043703,0.9882516507816254,1.012478214064533,0.0020985265302768,-0.0614800116570293,-0.1008792276953084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,70.7699966430664,71.62000274658203,70.37999725341797,71.62000274658203,63.95832443237305,428000,KRC,1.006981329382867,1.0227269704432542,0.983764984157796,1.0113391723313174,-0.0043578429484503,-0.0672364045616478,-0.0980356580627761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,71.6500015258789,72.04000091552734,71.2699966430664,72.02999877929688,64.324462890625,303300,KRC,1.0084687282947398,1.0069917031346665,0.9854702853802856,1.0126829906128405,-0.0042142623181007,-0.0814919838868999,-0.1044890812163784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,72.1500015258789,72.5199966430664,71.80000305175781,72.37999725341797,64.63702392578125,305400,KRC,1.018237028251778,0.991145292833988,0.9923084041461248,1.0121464877707815,0.0060905404809965,-0.0916551828491246,-0.1056133446251343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,72.1500015258789,72.75,71.5999984741211,72.31999969482422,64.58345031738281,940500,KRC,1.023506564968892,0.998503381302154,0.9861357515497192,1.0081446760609294,0.0153618889079625,-0.0964398415248821,-0.1144373148860443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,72.20999908447266,72.4000015258789,71.29000091552734,71.56999969482422,63.91367721557617,413500,KRC,1.0366075869253,1.0054539691130555,0.9792208545635892,1.0143616235707735,0.0222459633545264,-0.0982614558395971,-0.1192612916131077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,71.94999694824219,72.41999816894531,71.16000366210938,71.69999694824219,64.02974700927734,504100,KRC,1.0351468279978795,1.004613520131708,0.9749056509574552,1.008797349947511,0.0263494780503685,-0.0882371560122377,-0.1143916617365004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,72.37999725341797,73.26000213623047,72.2300033569336,73.0199966430664,65.20856475830078,689900,KRC,1.0250614922141843,0.9892069946742824,0.9556186678931374,1.0091988628593096,0.0158626293548747,-0.1120252130684239,-0.1324783822998562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,73.11000061035156,73.31999969482422,72.69999694824219,73.20999908447266,65.37825775146484,403900,KRC,1.017347124179582,0.9858151095678168,0.9596343744540806,1.0112728774332036,0.0060742467463783,-0.1128698162555358,-0.1164007265110488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,73.05999755859375,73.33000183105469,72.56999969482422,72.75,64.96744537353516,311100,KRC,1.0167699441001865,0.9797452572177064,0.972657110113156,1.0098252549340063,0.0069446891661799,-0.1285042411695686,-0.1042334937304609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,72.80000305175781,73.68000030517578,72.5999984741211,72.83000183105469,65.03887939453125,537300,KRC,0.9989016720204732,0.9858498334736304,0.9924292438886372,1.0047827275420922,-0.0058810555216189,-0.1292119316680772,-0.0931647534715692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,72.62999725341797,73.25,72.52999877929688,72.83000183105469,65.03887939453125,665900,KRC,1.0171633835305467,0.9938593107901016,1.0099353930238166,1.016827126331923,0.0003362571986236,-0.1271364593792147,-0.0770028932909836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,72.7699966430664,73.12999725341797,72.37999725341797,72.94999694824219,65.14605712890625,418100,KRC,1.0161754124455546,0.9771966256711696,0.9941255376618608,1.016900814218988,-0.0007254017734332,-0.1393870984261368,-0.0818698067627944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,72.76000213623047,72.77999877929688,71.93000030517578,72.30000305175781,64.56558990478516,714400,KRC,1.0291839251608903,0.9965541897122928,1.01160049681303,1.0195478153138224,0.0096361098470678,-0.1199967126269087,-0.066233044504794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,72.44000244140625,72.72000122070312,71.73999786376953,72.22000122070312,64.49414825439453,686700,KRC,1.0414010873997457,0.9961264001357092,1.0066963770810171,1.0187296628598663,0.0226714245398793,-0.1207991256418353,-0.058777632143447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,72.2699966430664,72.2699966430664,71.37999725341797,71.5199966430664,63.86902618408203,528100,KRC,1.0527126691808495,0.9895635052555468,1.0198035200869242,1.0231439317955078,0.0295687373853417,-0.1246746477091352,-0.0486536317786643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,71.45999908447266,71.75,70.87000274658203,71.5,63.85117721557617,668300,KRC,1.0443356434379485,0.9839323253517716,1.036363580965053,1.023176662025299,0.0211589814126491,-0.1168605584946229,-0.0430172393328001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,71.38999938964844,71.56999969482422,70.68000030517578,71.13999938964844,63.52968597412109,667200,KRC,1.052993750542665,1.0082794891727034,1.049715364413172,1.028738706809164,0.0242550437335009,-0.0999343323818622,-0.0441058978721324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,71.94999694824219,73.0,69.98999786376953,70.16999816894531,62.6634407043457,1073600,KRC,1.0692604696763133,1.0012921531797494,1.0610540246772888,1.0357335667629224,0.0335269029133908,-0.1030763775076919,-0.0299680096435723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-27,70.29000091552734,70.69999694824219,69.87999725341797,70.58000183105469,63.02959060668945,766500,KRC,1.0691412469377974,0.9817957324378288,1.0607682255865505,1.0327543330408862,0.0363869138969112,-0.0966232211582118,-0.0353605731485191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-30,70.43000030517578,70.72000122070312,69.86000061035156,70.30000305175781,62.779541015625,488400,KRC,1.0722616374030216,0.9539461563514748,1.075932717921795,1.0448229351223306,0.027438702280691,-0.0921647772210039,-0.0344567744730719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
