Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Other Cashflows From Investing Activities,Issuance Of Stock
2020-07-24,28.666667938232425,30.0,28.433332443237305,28.559999465942383,27.60529327392578,25350,BEPC,1.2500000690935833,1.549296337128045,1.9860715627116856,1.0525520783774,0.1974479907161832,0.4781730953015819,0.6392742048039446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-27,27.666667938232425,28.666667938232425,27.58666610717773,28.38666725158692,27.4377555847168,134400,BEPC,1.2693753881570375,1.5310568034587562,1.9624911176600868,1.045546571033957,0.2238288171230802,0.4979855474806793,0.6161263415756455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-28,28.99333381652832,28.99333381652832,26.8933334350586,27.786666870117188,26.857810974121094,1073250,BEPC,1.2994241695397588,1.616359311844109,1.9767790138757788,1.059971727560168,0.2394524419795909,0.5640199011269877,0.6093543769790053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-29,28.18000030517578,29.65333366394043,27.86666679382324,29.18666648864746,28.211009979248047,550350,BEPC,1.2139305971714376,1.5374457750258372,1.9621824371459515,1.0491737417135036,0.1647568554579339,0.5133842080577167,0.6070743345025318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-30,29.933332443237305,30.14666748046875,27.14666748046875,27.14666748046875,26.23920440673828,8435250,BEPC,1.2605927207437722,1.7265068438383648,2.1260641568958123,1.0469317050835845,0.2136610156601877,0.6768711080414893,0.7441042476969282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-31,27.666667938232425,30.15333366394043,27.57333374023437,29.959999084472656,28.95849227905273,3094350,BEPC,1.125171265245258,1.5601210333678248,1.8171417393211569,1.0584584032817186,0.0667128619635393,0.4834623870891648,0.4299482035999367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-03,30.166667938232425,31.96666717529297,30.100000381469727,31.33333206176757,30.28591728210449,5355150,BEPC,1.114677083407464,1.4889527332577053,1.68347297355935,1.0645312650354448,0.0501458183720191,0.4167478653560639,0.3074861526144365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-04,31.0,31.36000061035156,30.07999992370605,30.11333274841309,29.10670280456543,2120550,BEPC,1.1417594482937583,1.6262706585947388,1.69142457599935,1.02982774469698,0.1119317035967784,0.5330273610791463,0.3188773278782433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-05,30.953332901000977,32.15999984741211,30.299999237060547,31.15999984741211,30.11838150024414,1235850,BEPC,1.0975842372089,1.5904080539527492,1.6437176399839246,1.0154342721529666,0.0821499650559334,0.5122151287499737,0.278988821084503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-06,30.799999237060547,31.14666748046875,30.53333282470703,31.02666664123535,29.98950386047364,786900,BEPC,1.0910376218180886,1.5775317609965491,1.5857696845101583,0.9945470827091798,0.0964905391089088,0.4629725482387574,0.2223308246202899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
