,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,-34000000.0,-34000000.0,-34000000.0,-34000000.0
Change To Liabilities,-262000000.0,29000000.0,-3000000.0,26000000.0
Total Cashflows From Investing Activities,-212000000.0,-277000000.0,-43000000.0,-208000000.0
Net Borrowings,565000000.0,52000000.0,-163000000.0,112000000.0
Total Cash From Financing Activities,422000000.0,-57000000.0,-115000000.0,31000000.0
Change To Operating Activities,46000000.0,122000000.0,-57000000.0,-30000000.0
Net Income,611000000.0,-9000000.0,-1516000000.0,-1295000000.0
Change In Cash,98000000.0,-57000000.0,-22000000.0,-29000000.0
Effect Of Exchange Rate,4000000.0,-10000000.0,15000000.0,7000000.0
Total Cash From Operating Activities,-105000000.0,292000000.0,121000000.0,141000000.0
Depreciation,275000000.0,290000000.0,259000000.0,293000000.0
Change To Account Receivables,-154000000.0,-7000000.0,23000000.0,-43000000.0
Other Cashflows From Financing Activities,-143000000.0,-109000000.0,48000000.0,-83000000.0
Change To Netincome,-621000000.0,-133000000.0,1415000000.0,1190000000.0
Capital Expenditures,-166000000.0,-239000000.0,-175000000.0,-91000000.0
Other Cashflows From Investing Activities,,-38000000.0,126000000.0,-117000000.0
Issuance Of Stock,,,,2000000.0
