Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,Intangible Assets,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-11-03,47.133331298828125,47.973331451416016,46.06666564941406,46.36666870117188,45.17875289916992,785250,BEPC,1.054652408412864,1.1647440810399838,0.8600151528213454,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-11-04,45.880001068115234,46.6533317565918,44.880001068115234,46.27999877929688,45.09429931640625,595200,BEPC,1.0302663012215345,1.1306423205765912,0.8719040368152133,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-11-05,46.66666793823242,48.893333435058594,46.66666793823242,48.58000183105469,47.33537673950195,689850,BEPC,0.9790049469383744,1.040063391084551,0.8522907141248245,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-11-06,48.893333435058594,49.65999984741211,48.09333419799805,49.15999984741211,47.900516510009766,434550,BEPC,0.9519097689680192,1.03351943917706,0.8615873922986791,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-11-09,51.540000915527344,52.4466667175293,48.38666534423828,48.5533332824707,47.30939483642578,1038450,BEPC,0.96697902268641,1.005222033379794,0.889654015191575,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-11-10,49.03333282470703,49.040000915527344,46.84733200073242,47.12666702270508,45.919281005859375,1202700,BEPC,1.0019421034197902,1.0307457617318732,0.9120764971758172,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-11-11,47.90666580200195,50.04666519165039,47.75,49.36000061035156,48.09539031982422,710400,BEPC,1.005701813733243,0.982479264221103,0.8697837343168,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-11-12,49.68000030517578,49.96666717529297,48.22666549682617,49.09333419799805,47.8355598449707,1062900,BEPC,1.0457780643319414,1.0074779472248572,0.8728589479660968,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-11-13,49.28666687011719,49.41999816894531,48.36666870117188,48.93999862670898,47.68614959716797,711900,BEPC,1.0161818140802092,0.9496144116804278,0.901650619752368,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-11-16,49.2400016784668,49.62666702270508,47.426666259765625,47.573333740234375,46.35449981689453,723750,BEPC,1.0802482546676746,0.9988755347669936,0.9233538360608036,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-11-17,47.62666702270508,48.400001525878906,47.29333114624024,48.23333358764648,46.997589111328125,588600,BEPC,1.0913164432600422,0.9741588079871846,0.90268971056813,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-11-18,48.47999954223633,48.82666778564453,47.81333160400391,47.84000015258789,46.61433029174805,640950,BEPC,1.1234088457565987,0.963001364930812,0.9120289448149448,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-11-19,48.060001373291016,48.36666870117188,47.26666641235352,47.6533317565918,46.43245315551758,774300,BEPC,1.2164305275004768,0.980790814056766,0.9228730817946024,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-11-20,47.8466682434082,48.79999923706055,47.62666702270508,48.27333450317383,47.03657150268555,596850,BEPC,1.2122631505743346,0.9679842956670752,0.8806175491297695,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-11-23,48.73333358764648,49.95333480834961,48.66666793823242,49.2599983215332,47.997955322265625,763200,BEPC,1.195534452316478,0.9442811914061382,0.8776688917895952,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-11-24,49.77333450317383,51.86000061035156,49.70399856567383,51.36666870117188,50.05065155029297,601800,BEPC,1.1416089413815564,0.8951113671315938,0.8049670141590878,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-11-25,51.459999084472656,53.15666580200195,50.87333297729492,52.913333892822266,51.55768966674805,967200,BEPC,1.1179309977944645,0.8299277594478474,0.7960765012775295,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-11-27,52.67333221435547,53.0,51.76666641235352,51.93999862670898,50.88754653930664,450750,BEPC,1.1178283288474058,0.8040369973759105,0.8206109282215375,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-11-30,52.633331298828125,53.31333160400391,51.63999938964844,52.76666641235352,51.69746398925781,2203650,BEPC,1.1042956926487104,0.7868624088523027,0.8200488039562639,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-12-01,52.30666732788086,52.66666793823242,49.606666564941406,49.66666793823242,48.6602783203125,998400,BEPC,1.1667785355910945,0.8935308874255254,0.8655187362809659,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-12-02,49.606666564941406,49.80666732788086,48.68000030517578,49.29333114624024,48.29450988769531,638850,BEPC,1.2180146690599043,0.8902926323897824,0.8800935157308195,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-12-03,49.36000061035156,49.7400016784668,48.90666580200195,49.00666809082031,48.01365661621094,438150,BEPC,1.2341177351084005,0.933292135727731,0.8614559163903651,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-12-04,49.49333190917969,49.74666595458984,48.41999816894531,48.633331298828125,47.64788055419922,605400,BEPC,1.2608636442459238,0.9398358254195192,0.8478522178987953,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-12-07,48.633331298828125,48.72600173950195,47.11333465576172,47.41999816894531,46.45913696289063,615600,BEPC,1.3159004889077772,0.9821379188937268,0.8505221782046842,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-12-08,47.426666259765625,47.63999938964844,47.06333160400391,47.29999923706055,46.34156799316406,741450,BEPC,1.2541225982790485,0.9903751710958132,0.8505369206408474,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-12-09,47.65999984741211,47.926666259765625,46.073333740234375,46.540000915527344,45.59696960449219,508200,BEPC,1.2776105390358148,0.9944365300947748,0.8774938985885686,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-12-10,46.133331298828125,46.720001220703125,45.4466667175293,46.69333267211914,45.7471923828125,490050,BEPC,1.275771008055801,0.9575427739279164,0.8774343848479432,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-12-11,46.58000183105469,47.606666564941406,46.51333236694336,46.959999084472656,46.00846099853516,309750,BEPC,1.2342418547560774,0.9488900526182168,0.8618752322599035,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-12-14,47.720001220703125,49.86000061035156,47.09999847412109,49.369998931884766,48.36962127685547,679300,BEPC,1.175207649076019,0.924385120718724,0.8017356101505023,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-12-15,50.02000045776367,51.34999847412109,50.02000045776367,51.060001373291016,50.0253791809082,519500,BEPC,1.168429370071481,0.8926066198850942,0.8006093251159672,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-12-16,51.52999877929688,51.709999084472656,48.80799865722656,49.459999084472656,48.45779800415039,485200,BEPC,1.1918722473358687,0.9009276685260028,0.8664711053465577,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-12-17,50.0,51.20000076293945,49.79999923706055,51.11000061035156,50.07436752319336,480300,BEPC,1.1655252902577533,0.880901856864961,0.8452413954921632,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-12-18,51.47999954223633,52.68899917602539,50.810001373291016,52.34999847412109,51.28924179077149,1256100,BEPC,1.12072583404877,0.8744565984193426,0.8120540265509532,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-12-21,52.720001220703125,53.58399963378906,52.22999954223633,53.45000076293945,52.36695098876953,669500,BEPC,1.088119756853342,0.8406417776868668,0.7938249880788323,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-12-22,53.84999847412109,57.77000045776367,53.650001525878906,57.650001525878906,56.48185348510742,634100,BEPC,0.9731134803451946,0.8057621650776331,0.7381018681204905,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-12-23,58.63999938964844,61.4900016784668,57.68000030517578,58.20000076293945,57.02070236206055,642700,BEPC,0.9378007290116462,0.8093891107188529,0.7330425180973444,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-12-24,58.150001525878906,58.790000915527344,57.7400016784668,58.56999969482422,57.383209228515625,289000,BEPC,0.9583404907534996,0.8066819148523161,0.7228737542765031,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
