Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,Intangible Assets,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-08-07,30.71333312988281,32.31999969482422,30.63999938964844,32.01333236694336,30.943187713623047,1095900,BEPC,1.074205724143942,1.4839867640929236,1.529613067554978,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-08-10,32.4466667175293,32.4466667175293,31.64666748046875,32.14666748046875,31.072065353393555,655200,BEPC,1.0561612688359645,1.547865897320258,1.5207461479121445,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-08-11,32.52000045776367,32.586666107177734,31.31333351135254,31.433332443237305,30.382577896118164,602250,BEPC,1.0814122046520669,1.574440457571654,1.5862140402220548,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-08-12,31.559999465942383,32.186668395996094,31.453332901000977,31.546667098999023,30.492122650146484,901950,BEPC,1.068579704045637,1.563884224929119,1.4850869981923671,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-08-13,31.35333251953125,31.57333374023437,30.99333381652832,31.18666648864746,30.14415740966797,561150,BEPC,1.1119457967555502,1.5377606740478176,1.5360315156331663,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-08-14,31.12666702270508,31.413333892822266,30.979999542236328,31.39999961853028,30.350357055664062,733950,BEPC,1.1279343914982145,1.5485020168010617,1.5084868788526733,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-08-17,31.600000381469727,31.65999984741211,31.053333282470703,31.24666786193848,30.202152252197266,931350,BEPC,1.1323939068721929,1.5434108768972503,1.4863067811011137,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-08-18,31.33333206176757,31.606666564941406,30.88666725158692,31.040000915527344,30.00239372253418,357150,BEPC,1.1260766839193777,1.5476249523598218,1.5178963368795533,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-08-19,31.31999969482422,32.61000061035156,31.03333282470703,32.54666519165039,31.45869445800781,1303950,BEPC,1.0673402041153877,1.4951851090156218,1.4473157046423857,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-08-20,32.366668701171875,33.72666549682617,32.19333267211914,33.70000076293945,32.5734748840332,776850,BEPC,1.0202427912313716,1.4735288603118348,1.3914255877865884,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-08-21,33.87333297729492,34.20000076293945,33.400001525878906,34.06666564941406,32.92788314819336,1009650,BEPC,1.004329780173351,1.520008174380292,1.3605765950207411,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-08-24,34.47999954223633,35.54666519165039,34.27333450317383,35.51333236694336,34.3261833190918,1483050,BEPC,0.9681487926246468,1.501993075882465,1.2465457481733146,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-08-25,35.779998779296875,36.459999084472656,35.380001068115234,35.70000076293945,34.50661849975586,1142100,BEPC,1.011466549366036,1.4747184381357643,1.1857281849735726,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-08-26,35.6533317565918,36.11333465576172,35.133331298828125,36.03333282470703,34.82881164550781,454950,BEPC,1.035121493984117,1.4843304019511587,1.1679637956119957,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-08-27,36.28666687011719,36.33333206176758,35.91999816894531,36.106666564941406,34.899688720703125,613650,BEPC,1.0551687750799454,1.394289751686133,1.245840959152426,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-08-28,35.95333480834961,36.0,34.98666763305664,35.14666748046875,34.24620819091797,381000,BEPC,1.111532599835276,1.410214807387141,1.2555038531037477,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-08-31,35.11333465576172,35.206668853759766,33.90666580200195,33.9466667175293,33.07695007324219,517950,BEPC,1.1726235865981527,1.4515744804129294,1.3547430469924544,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-09-01,33.633331298828125,33.91999816894531,32.29999923706055,33.439998626708984,32.5832633972168,709050,BEPC,1.188995220632612,1.4623421838792616,1.374361573431948,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-09-02,33.46666717529297,34.67333221435547,33.37333297729492,34.64666748046875,33.75901794433594,531000,BEPC,1.232634147686414,1.3761993029387134,1.3516175193712257,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-09-03,34.51333236694336,34.51333236694336,33.4466667175293,34.106666564941406,33.232852935791016,566250,BEPC,1.2009381995187445,1.3944504879764703,1.3810291406143371,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-09-04,34.33333206176758,34.46666717529297,33.41999816894531,33.926666259765625,33.05746078491211,517200,BEPC,1.276871707969764,1.379324622092671,1.3716507910681224,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-09-08,33.459999084472656,33.866668701171875,33.08000183105469,33.58000183105469,32.71967697143555,987600,BEPC,1.2592811906170112,1.398155379796385,1.3387935807524702,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-09-09,33.5,34.4466667175293,33.5,34.11333465576172,33.239349365234375,636150,BEPC,1.2454563587336245,1.384156485525443,1.313412320382083,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-09-10,34.16666793823242,34.366668701171875,33.66666793823242,33.68000030517578,32.81711196899414,429750,BEPC,1.3186857920476904,1.473914624862647,1.3624647484327503,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-09-11,33.59333419799805,34.00666809082031,33.5,33.720001220703125,32.8560905456543,482700,BEPC,1.2841044153234398,1.522560303131524,1.359047405749454,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
2020-09-14,34.03333282470703,34.03333282470703,32.78666687011719,33.439998626708984,32.5832633972168,610650,BEPC,1.3048244296937297,1.487199038764471,1.3398587626281873,241000000.0,17883000000.0,7348000000.0,10526000000.0,199000000.0,35757000000.0,1452000000.0,202000000.0,4779000000.0,949000000.0,5896000000.0,197000000.0,304000000.0,1424000000.0,4000000.0,605000000.0,5896000000.0,32647000000.0,1363000000.0,360000000.0,6158000000.0,757000000.0,11353000000.0,37000000.0,319000000.0,-6000000.0,-1102000000.0,706000000.0,-288000000.0,92000000.0,13000000.0,165000000.0,-38000000.0,-4000000.0,1356000000.0,983000000.0,36000000.0,-628000000.0,-44000000.0,-379000000.0,166000000.0,-406000000.0
