,2021-07-30,2021-04-30,2021-01-29,2020-10-30
Investments,-997000000.0,54000000.0,1348000000.0,-644000000.0
Change To Liabilities,-1874000000.0,3500000000.0,-1376000000.0,-160000000.0
Total Cashflows From Investing Activities,-1368000000.0,-477000000.0,758000000.0,-1092000000.0
Net Borrowings,975000000.0,1445000000.0,-36000000.0,-1046000000.0
Total Cash From Financing Activities,-2907000000.0,-2020000000.0,-3887000000.0,-2033000000.0
Change To Operating Activities,-420000000.0,78000000.0,-141000000.0,-611000000.0
Issuance Of Stock,54000000.0,9000000.0,50000000.0,19000000.0
Net Income,3018000000.0,2321000000.0,978000000.0,692000000.0
Change In Cash,-1857000000.0,2002000000.0,-3559000000.0,-3392000000.0
Repurchase Of Stock,-3136000000.0,-3038000000.0,-3443000000.0,-562000000.0
Effect Of Exchange Rate,-3000000.0,7000000.0,6000000.0,6000000.0
Total Cash From Operating Activities,2421000000.0,4492000000.0,-436000000.0,-267000000.0
Depreciation,464000000.0,443000000.0,441000000.0,405000000.0
Dividends Paid,-430000000.0,-440000000.0,-452000000.0,-416000000.0
Change To Inventory,1027000000.0,-2123000000.0,-422000000.0,-1871000000.0
Other Cashflows From Financing Activities,-370000000.0,4000000.0,-6000000.0,-28000000.0
Change To Netincome,205000000.0,273000000.0,84000000.0,1278000000.0
Capital Expenditures,-385000000.0,-461000000.0,-619000000.0,-462000000.0
Other Cashflows From Investing Activities,,-134000000.0,-1000000.0,-1000000.0
