Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Short Long Term Debt,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,48.209999084472656,48.5,48.119998931884766,48.45000076293945,45.89947128295898,1184800,CHD,0.932301391815394,1.0350720159145352,1.0280727553426947,1.0206479989635429,-0.0883466071481489,-0.0551883728079107,-0.0612204436485082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,48.459999084472656,48.630001068115234,47.88999938964844,47.93000030517578,45.40684509277344,957900,CHD,0.963488685162863,1.049025248144774,1.027020199389539,1.012478214064533,-0.0489895289016699,-0.0396823076166257,-0.0621106790873948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,47.93000030517578,48.060001373291016,47.31999969482422,47.36000061035156,44.86685562133789,1383600,CHD,0.9592482368648354,1.0694958677735138,1.0425755831892272,1.0113391723313174,-0.052090935466482,-0.0204675072313882,-0.0392250590313449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,47.33000183105469,47.66999816894531,47.2400016784668,47.63999938964844,45.132102966308594,3754100,CHD,0.9219144273022564,1.0621563826217488,1.0607979302026609,1.0126829906128405,-0.0907685633105841,-0.0263273043998175,-0.0291614363940031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,47.9900016784668,48.25,47.72999954223633,47.93000030517578,45.40684509277344,1926300,CHD,0.9038180035304992,1.04315872494735,1.0590093430871808,1.0121464877707815,-0.1083284842402823,-0.0396417507357627,-0.0389124056840783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,47.84000015258789,48.02999877929688,47.380001068115234,47.45000076293945,44.952110290527344,1290000,CHD,0.9222339821210692,1.044822922343538,1.0686592906303043,1.0081446760609294,-0.0859106939398601,-0.0501203004834982,-0.0319137758054592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,47.45000076293945,47.540000915527344,46.86000061035156,47.02000045776367,44.54476165771485,1799200,CHD,0.9453422763892052,1.046902829476596,1.045180147676546,1.0143616235707735,-0.0690193471815683,-0.0568125954760565,-0.0533019985001508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,47.02000045776367,47.400001525878906,46.41999816894531,47.380001068115234,44.88579940795898,1675400,CHD,0.9286618848033786,1.0438229818222735,0.975924364530857,1.008797349947511,-0.0801354651441322,-0.049027694321672,-0.1133729481630986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,47.47999954223633,48.130001068115234,47.220001220703125,47.400001525878906,44.904747009277344,1190700,CHD,0.9440928139210686,1.0560939080882572,0.9663619195838088,1.0091988628593096,-0.065106048938241,-0.0451382996544491,-0.1217351306091848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,47.34000015258789,47.72999954223633,47.29999923706055,47.720001220703125,45.20790481567383,1159500,CHD,0.9543168620386784,1.0410155074925864,0.960938423578605,1.0112728774332036,-0.0569560153945252,-0.0576694183307662,-0.1150966773865244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
