Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Other Assets,Cash,Total Current Liabilities,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Accounts Payable,Deferred Long Term Asset Charges,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Account Receivables,Change To Netincome,Capital Expenditures,Issuance Of Stock
2017-10-19,56.060001373291016,56.61000061035156,56.060001373291016,56.4900016784668,46.381649017333984,279100,MCY,0.9743317341179804,0.9145367943585282,0.8190722489324697,1.0195478153138224,-0.045216081195842,-0.2020141079806733,-0.2587612923853545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,56.81999969482422,56.900001525878906,56.27999877929688,56.36000061035156,46.2749137878418,124900,MCY,0.9764015916323316,0.9150305617379916,0.8162306664970693,1.0187296628598663,-0.0423280712275346,-0.2018949640395529,-0.2492433427273948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,56.25,56.310001373291016,55.630001068115234,55.77999877929688,45.79870223999024,81700,MCY,0.9831482222632204,0.9111220317086954,0.813503328167798,1.0231439317955078,-0.0399957095322873,-0.2031161212559866,-0.2549538236977905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,55.93000030517578,56.18000030517578,55.63999938964844,55.84000015258789,45.84796524047852,91300,MCY,0.9819126234974646,0.8967346822291035,0.8286064903984758,1.023176662025299,-0.0412640385278347,-0.204058201617291,-0.2507743298993774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,55.91999816894531,56.04999923706055,55.54999923706055,55.93999862670898,45.93006896972656,113800,MCY,0.9810509579003566,0.8853645742146453,0.8386740122249526,1.028738706809164,-0.0476877489088074,-0.2228492473399203,-0.2551472500603519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,56.209999084472656,56.2599983215332,55.77999877929688,56.18000030517578,46.12712478637695,119600,MCY,0.9789961072445806,0.8940090633858943,0.8239567500656843,1.0357335667629224,-0.0567374595183417,-0.2103594673015471,-0.2670652842551769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-27,56.290000915527344,56.290000915527344,55.5099983215332,56.040000915527344,46.01217651367188,189800,MCY,0.9762669236539504,0.8843264563147041,0.8326027357737839,1.0327543330408862,-0.0564874093869357,-0.1940924972813366,-0.2635260629612858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-30,60.0,60.18999862670898,57.90999984741211,58.77000045776367,48.2536735534668,634900,MCY,0.933809487255968,0.7387453060067382,0.7961947002907882,1.0448229351223306,-0.1110134478663625,-0.3073656275657406,-0.3141947921040787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31,58.68999862670898,58.84000015258789,55.81999969482422,55.970001220703125,45.95470428466797,383900,MCY,0.974093095648204,0.7700982422645112,0.8420722601531535,1.0378093145840102,-0.0637162189358061,-0.2835581261499801,-0.2655076909752699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-01,56.20000076293945,56.77000045776367,55.63999938964844,56.040000915527344,46.01217651367188,113500,MCY,0.9755531836997016,0.7763583858351013,0.8463269544154876,1.0388512590749122,-0.0632980753752106,-0.2782256325167485,-0.263115651843581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-02,56.08000183105469,56.61000061035156,55.63999938964844,56.060001373291016,46.028602600097656,155800,MCY,0.9727075526005788,0.7636279493941799,0.8555369322471628,1.0310647944789963,-0.0583572418784175,-0.2544183927258195,-0.2489650790384193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-03,56.08000183105469,56.33000183105469,55.43000030517578,55.459999084472656,45.53595733642578,177200,MCY,0.9799855541327126,0.786666776130441,0.8727439222892092,1.0262436118253355,-0.0462580576926231,-0.2389696294373114,-0.235066396400157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-06,55.45000076293945,55.7599983215332,55.38999938964844,55.650001525878906,45.69195556640625,152400,MCY,0.9741240347200236,0.7885263759706231,0.8749236091352454,1.0311845275729687,-0.0570604928529451,-0.2475845532318212,-0.2308046752008613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-07,55.7400016784668,56.02999877929688,55.38999938964844,55.61000061035156,45.65911102294922,169100,MCY,0.96349599499117,0.7814519391421125,0.8740779506706429,1.0414917955670933,-0.0779958005759232,-0.2644578708855535,-0.2377484084244272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-08,55.7599983215332,56.040000915527344,55.18999862670898,55.470001220703125,45.54417419433594,204500,MCY,0.9614205622318271,0.8113317618064697,0.8894095483658276,1.0390384642435906,-0.0776179020117634,-0.2496730012912689,-0.225243757035524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-09,55.25,55.77999877929688,55.119998931884766,55.619998931884766,45.66732406616211,211000,MCY,0.9640420117421374,0.8238787979532912,0.8918046028811131,1.0401272810196784,-0.076085269277541,-0.251696054780801,-0.2208743899452103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-10,55.66999816894531,55.810001373291016,55.09999847412109,55.619998931884766,45.66732406616211,306800,MCY,0.9572200947005848,0.831337231229558,0.8905143627549459,1.0393664161720684,-0.0821463214714836,-0.2445560174108597,-0.2228235975999821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-13,55.47999954223633,55.970001220703125,55.369998931884766,55.38999938964844,45.47848129272461,150100,MCY,0.9474947430827156,0.8282132788946336,0.8918050134747693,1.0305050740272153,-0.0830103309444996,-0.2384539358716871,-0.2198275473558375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-14,55.13999938964844,55.38999938964844,55.060001373291016,55.22999954223633,45.34711837768555,213700,MCY,0.9614145140158024,0.8223685013007388,0.8938313645244259,1.043144349882203,-0.0817298358664007,-0.2425722811420835,-0.2198208563138249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-15,55.0,55.47999954223633,54.84000015258789,55.0,45.15827560424805,220700,MCY,0.9707698219568202,0.8162413981247293,0.8839584925491032,1.0570826794517585,-0.0863128574949383,-0.2517083201488678,-0.2266696068815447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-16,55.13999938964844,55.13999938964844,54.84999847412109,54.959999084472656,45.12542724609375,217800,MCY,0.9672422683898368,0.8288018117632737,0.8959837218581563,1.0412088647392546,-0.0739665963494177,-0.2416774005743444,-0.2162309889049918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-17,54.7400016784668,55.18000030517578,54.7400016784668,54.77999877929688,44.977638244628906,213600,MCY,0.965987787917478,0.8422378708223776,0.8818926200475666,1.0392013474275237,-0.0732135595100457,-0.2330831768565878,-0.2180467518701091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-20,54.77999877929688,55.04999923706055,54.70000076293945,55.040000915527344,45.19111251831055,123900,MCY,0.9684100363488904,0.8459800082369773,0.8790308155628727,1.0381241126825425,-0.069714076333652,-0.2117295523918814,-0.228137136226259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-21,55.290000915527344,55.290000915527344,54.93000030517578,55.02999877929688,45.182899475097656,128800,MCY,0.9707924216842588,0.8391470384466075,0.8857128239055232,1.03199537924298,-0.0612029575587212,-0.2034545013568391,-0.2198566413138813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-22,55.060001373291016,55.16999816894531,54.79999923706055,54.84000015258789,45.02691268920898,124800,MCY,0.9787681402223996,0.8317223611401162,0.8919601627817431,1.0328322263084138,-0.0540640860860142,-0.2027812851782634,-0.2176638759142672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-24,54.91999816894531,54.970001220703125,54.70000076293945,54.83000183105469,45.01869583129883,35800,MCY,0.980238583941998,0.8388862286540871,0.8958634586918259,1.032019884081241,-0.0517813001392426,-0.2038247933406215,-0.2211616127974103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-27,54.7599983215332,55.09999847412109,54.54999923706055,54.880001068115234,45.05973815917969,66100,MCY,0.984323331758682,0.8466028171017274,0.9021479596415216,1.0369551897736955,-0.0526318580150136,-0.2104284196886409,-0.2149195358442779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-28,54.880001068115234,55.2400016784668,54.5,55.0,45.15827560424805,103900,MCY,0.9830953294276528,0.8500904420191602,0.9072646824358668,1.020376345675996,-0.0372810162483432,-0.2033227377342241,-0.2041345675952679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-29,55.02000045776367,55.20000076293945,54.380001068115234,54.709999084472656,44.920166015625,286400,MCY,0.9631550181256896,0.8581106006750255,0.9028893082889023,1.026253639124301,-0.0630986209986113,-0.1959427539801842,-0.2093949551533148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-30,54.75,55.470001220703125,54.63999938964844,54.880001068115234,45.05973815917969,128900,MCY,0.9555624975660634,0.857296053043733,0.9015875192810108,1.0246409570196735,-0.0690784594536101,-0.1921291294301153,-0.2092141826529243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-01,54.970001220703125,55.02999877929688,53.59000015258789,54.52000045776367,44.76416015625,90500,MCY,0.9681817686006304,0.8690811217644556,0.902872056922674,1.029880242563007,-0.0616984739623764,-0.199159153926886,-0.2062918737457166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-04,54.84000015258789,54.93000030517578,54.29999923706055,54.66999816894531,44.887325286865234,105100,MCY,0.9647852462614972,0.8681770617908152,0.9000147276994545,1.036157586789428,-0.0713723405279307,-0.2024342361627434,-0.2173959947556555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-05,54.630001068115234,54.790000915527344,54.34999847412109,54.52999877929688,44.772369384765625,186800,MCY,0.9639223884381511,0.8692927412632123,0.9032780462967446,1.0465343935592823,-0.0826120051211312,-0.202116913761994,-0.2217471627581192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-06,54.56999969482422,54.77000045776367,54.20000076293945,54.34999847412109,44.62458038330078,101800,MCY,0.9648806905346576,0.8805679502919542,0.9014905540796232,1.048372731047773,-0.0834920405131154,-0.1885713942943691,-0.2264918010014227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-07,54.310001373291016,54.59000015258789,54.11000061035156,54.209999084472656,44.5096321105957,108200,MCY,0.9856634418452692,0.898353975807026,0.9172340979331988,1.0387885930282448,-0.0531251511829755,-0.158664837101748,-0.1973769048498079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-08,54.29999923706055,54.52000045776367,53.369998931884766,53.58000183105469,43.99237060546875,167100,MCY,0.9998968118861608,0.920208793777774,0.9163849371020756,1.0447156071702373,-0.0448187952840765,-0.1367732435135106,-0.1974409306021933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-11,53.52999877929688,53.68000030517578,52.90999984741211,53.33000183105469,43.787105560302734,240900,MCY,1.0186236439571037,0.908178026675374,0.910940053545198,1.0484619827112251,-0.0298383387541214,-0.136445493159277,-0.1935111378957211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-12,53.33000183105469,53.86000061035156,53.02999877929688,53.619998931884766,44.02521896362305,227500,MCY,0.9682045156259708,0.9103421928893703,0.91434481069881,1.0415757419863072,-0.0733712263603364,-0.1384450139592227,-0.1931516612306248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-13,52.7400016784668,53.29999923706055,52.59999847412109,52.619998931884766,43.713680267333984,215600,MCY,0.9961992373167632,0.9231861795144354,0.9116895574320164,1.0495576207370112,-0.053358383420248,-0.1256896126409539,-0.178804654106084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-14,52.52999877929688,53.06999969482422,51.869998931884766,51.869998931884766,43.09062194824219,294600,MCY,0.99363816122383,0.89042123777482,0.9094309747176598,1.0539026313731312,-0.0602644701493012,-0.1403052549600552,-0.1910211895940053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-15,52.119998931884766,52.93000030517578,52.02999877929688,52.47999954223633,43.59737777709961,732100,MCY,0.9902820867054092,0.8644283546702359,0.871859149406092,1.0520989179928428,-0.0618168312874336,-0.1362948429425353,-0.2019754121655074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-18,52.59000015258789,53.369998931884766,52.58000183105469,52.77000045776367,43.83829116821289,183900,MCY,0.9918513358704728,0.8640952423632379,0.8806888651137819,1.049480051520865,-0.0576287156503922,-0.1517982460437469,-0.1907035107996186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-19,53.06999969482422,53.15999984741211,52.47999954223633,52.540000915527344,43.647220611572266,273600,MCY,0.9735439797927906,0.853988823667347,0.8904073001436742,1.0585213557872055,-0.0849773759944151,-0.1506181446250369,-0.1871674133234798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-20,52.84000015258789,52.88999938964844,52.29999923706055,52.29999923706055,43.44784927368164,170300,MCY,0.967877429860751,0.876899025276847,0.8728965995536452,1.0561912314345747,-0.0883138015738237,-0.1252283549666103,-0.2075594563768209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-21,52.34999847412109,52.91999816894531,52.34999847412109,52.68000030517578,43.76352691650391,136000,MCY,0.9692483124201448,0.8825018875825397,0.8642609802737817,1.054691754118366,-0.0854434416982212,-0.1314945008258619,-0.2141294614031261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-22,52.90999984741211,53.08000183105469,52.59999847412109,52.79999923706055,43.86321640014648,111300,MCY,0.9653409811854248,0.85381449146448,0.8547124363144031,1.0628648969920689,-0.0975239158066438,-0.1373234087407953,-0.2334303780445213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-26,52.88999938964844,53.34000015258789,52.88999938964844,53.04999923706055,44.07090759277344,116700,MCY,0.9468424617006052,0.8593433142986141,0.8466196955852908,1.054562443450246,-0.1077199817496409,-0.1420680496930778,-0.2503365420377142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-27,53.040000915527344,53.380001068115234,52.959999084472656,53.119998931884766,44.12906265258789,83800,MCY,0.9316640342996374,0.8709946232631974,0.8652209351367532,1.0427572783556516,-0.1110932440560141,-0.1409530991459721,-0.2390599379549223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-28,53.33000183105469,53.900001525878906,53.13999938964844,53.38999938964844,44.35335159301758,185000,MCY,0.9168384010788714,0.8798781969327335,0.8591143088501599,1.039387058829826,-0.1225486577509545,-0.1358657690252983,-0.242799089727895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-29,53.45000076293945,53.97999954223633,53.400001525878906,53.43999862670898,44.39488983154297,111500,MCY,0.9288922167265544,0.871847936913455,0.8565813766008752,1.0452598484191695,-0.1163676316926151,-0.1281968017271976,-0.2451996167038943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-02,53.45000076293945,53.45000076293945,52.0,52.08000183105469,43.26508331298828,208400,MCY,0.9404762891430036,0.9000640293035901,0.8641626524178689,1.0173995405954512,-0.0769232514524476,-0.0934445894250629,-0.2364331575384581,218879000.0,3339936000.0,1761387000.0,,1102050000.0,5101323000.0,97523000.0,95717000.0,1663864000.0,1757099000.0,42796000.0,32592000.0,291413000.0,1210302000.0,145223000.0,1231816000.0,3430017000.0,1697863000.0,302711000.0,541975000.0,372535000.0,108252000.0,,-129587000.0,23312000.0,-185597000.0,51011000.0,-84713000.0,179997000.0,144877000.0,71095000.0,341405000.0,55343000.0,-42806000.0,-137886000.0,-14908000.0,-44206000.0,-19443000.0,2162000.0
2018-01-03,52.27999877929688,52.72999954223633,51.68000030517578,51.83000183105469,43.057395935058594,168200,MCY,0.8278989953077981,0.9153563520145496,0.8691232522960889,0.9765980219270426,-0.1486990266192445,-0.0885924403093059,-0.2263252085894253,218879000.0,3339936000.0,1761387000.0,,1102050000.0,5101323000.0,97523000.0,95717000.0,1663864000.0,1757099000.0,42796000.0,32592000.0,291413000.0,1210302000.0,145223000.0,1231816000.0,3430017000.0,1697863000.0,302711000.0,541975000.0,372535000.0,108252000.0,,-129587000.0,23312000.0,-185597000.0,51011000.0,-84713000.0,179997000.0,144877000.0,71095000.0,341405000.0,55343000.0,-42806000.0,-137886000.0,-14908000.0,-44206000.0,-19443000.0,2162000.0
2018-01-04,51.9900016784668,52.47999954223633,51.91999816894531,52.16999816894531,43.33984375,247700,MCY,0.8165612501408293,0.918133168093736,0.8689702216651644,0.9849127815791188,-0.1683515314382896,-0.0802237682252561,-0.2206246381180331,218879000.0,3339936000.0,1761387000.0,,1102050000.0,5101323000.0,97523000.0,95717000.0,1663864000.0,1757099000.0,42796000.0,32592000.0,291413000.0,1210302000.0,145223000.0,1231816000.0,3430017000.0,1697863000.0,302711000.0,541975000.0,372535000.0,108252000.0,,-129587000.0,23312000.0,-185597000.0,51011000.0,-84713000.0,179997000.0,144877000.0,71095000.0,341405000.0,55343000.0,-42806000.0,-137886000.0,-14908000.0,-44206000.0,-19443000.0,2162000.0
2018-01-05,52.400001525878906,52.61000061035156,51.91999816894531,52.130001068115234,43.3066291809082,126700,MCY,0.8248607606399008,0.9341964152091335,0.8714095914644195,0.9789917900086822,-0.1541310293687814,-0.0654304038725216,-0.218479779423979,218879000.0,3339936000.0,1761387000.0,,1102050000.0,5101323000.0,97523000.0,95717000.0,1663864000.0,1757099000.0,42796000.0,32592000.0,291413000.0,1210302000.0,145223000.0,1231816000.0,3430017000.0,1697863000.0,302711000.0,541975000.0,372535000.0,108252000.0,,-129587000.0,23312000.0,-185597000.0,51011000.0,-84713000.0,179997000.0,144877000.0,71095000.0,341405000.0,55343000.0,-42806000.0,-137886000.0,-14908000.0,-44206000.0,-19443000.0,2162000.0
2018-01-08,51.959999084472656,52.27999877929688,51.58000183105469,51.95000076293945,43.15708923339844,148500,MCY,0.8144369335685241,0.9376286751642215,0.8775916676301283,0.942840182406444,-0.1284032488379198,-0.0540958093100952,-0.2097583380229262,218879000.0,3339936000.0,1761387000.0,,1102050000.0,5101323000.0,97523000.0,95717000.0,1663864000.0,1757099000.0,42796000.0,32592000.0,291413000.0,1210302000.0,145223000.0,1231816000.0,3430017000.0,1697863000.0,302711000.0,541975000.0,372535000.0,108252000.0,,-129587000.0,23312000.0,-185597000.0,51011000.0,-84713000.0,179997000.0,144877000.0,71095000.0,341405000.0,55343000.0,-42806000.0,-137886000.0,-14908000.0,-44206000.0,-19443000.0,2162000.0
2018-01-09,52.15999984741211,52.77000045776367,51.810001373291016,51.83000183105469,43.057395935058594,188500,MCY,0.8319505622190301,0.9478170833289774,0.8915101285185979,0.9530778204901076,-0.1211272582710776,-0.0534071637184376,-0.1977876898322802,218879000.0,3339936000.0,1761387000.0,,1102050000.0,5101323000.0,97523000.0,95717000.0,1663864000.0,1757099000.0,42796000.0,32592000.0,291413000.0,1210302000.0,145223000.0,1231816000.0,3430017000.0,1697863000.0,302711000.0,541975000.0,372535000.0,108252000.0,,-129587000.0,23312000.0,-185597000.0,51011000.0,-84713000.0,179997000.0,144877000.0,71095000.0,341405000.0,55343000.0,-42806000.0,-137886000.0,-14908000.0,-44206000.0,-19443000.0,2162000.0
2018-01-10,51.959999084472656,53.040000915527344,51.869998931884766,52.810001373291016,43.87151718139648,226900,MCY,0.8212460942441975,0.9308042020215374,0.8782718897314981,0.966664672858564,-0.1454185786143664,-0.0824703759746708,-0.207513149728151,218879000.0,3339936000.0,1761387000.0,,1102050000.0,5101323000.0,97523000.0,95717000.0,1663864000.0,1757099000.0,42796000.0,32592000.0,291413000.0,1210302000.0,145223000.0,1231816000.0,3430017000.0,1697863000.0,302711000.0,541975000.0,372535000.0,108252000.0,,-129587000.0,23312000.0,-185597000.0,51011000.0,-84713000.0,179997000.0,144877000.0,71095000.0,341405000.0,55343000.0,-42806000.0,-137886000.0,-14908000.0,-44206000.0,-19443000.0,2162000.0
2018-01-11,52.93000030517578,53.31999969482422,52.59000015258789,52.95000076293945,43.987831115722656,133600,MCY,0.8111425351825395,0.9252803667562616,0.8778887198202157,0.9609362737659176,-0.149793738583378,-0.0795934030918891,-0.1971928863865053,218879000.0,3339936000.0,1761387000.0,,1102050000.0,5101323000.0,97523000.0,95717000.0,1663864000.0,1757099000.0,42796000.0,32592000.0,291413000.0,1210302000.0,145223000.0,1231816000.0,3430017000.0,1697863000.0,302711000.0,541975000.0,372535000.0,108252000.0,,-129587000.0,23312000.0,-185597000.0,51011000.0,-84713000.0,179997000.0,144877000.0,71095000.0,341405000.0,55343000.0,-42806000.0,-137886000.0,-14908000.0,-44206000.0,-19443000.0,2162000.0
