Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Total Cash From Operating Activities,Depreciation,Change To Account Receivables,Change To Netincome,Capital Expenditures,Repurchase Of Stock
2016-09-30,26.5,39.400001525878906,26.100000381469727,37.0,37.0,30011500,NTNX,0.6529729688489759,0.7227026965167072,0.48864864658665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-03,38.84999847412109,46.77999877929688,37.5,44.459999084472656,44.459999084472656,28809900,NTNX,0.5521817306027444,0.6232568523410109,0.3978857601964217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-04,43.09999847412109,43.400001525878906,38.0,38.09000015258789,38.09000015258789,9879400,NTNX,0.6274612633968834,0.7705434566525106,0.4518246000401599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-05,40.09999847412109,40.86000061035156,36.09999847412109,36.18000030517578,36.18000030517578,8423500,NTNX,0.6669430336437739,0.8065229424832646,0.4751243888629398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-06,35.77000045776367,37.70000076293945,35.18000030517578,36.70000076293945,36.70000076293945,5266600,NTNX,0.6367847507739833,0.8163487319250137,0.4673024322072701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-07,37.43999862670898,39.15999984741211,36.209999084472656,38.150001525878906,38.150001525878906,5268800,NTNX,0.7048492349707434,0.7908256584427197,0.4309305341155912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-10,39.61000061035156,39.900001525878906,33.65999984741211,34.810001373291016,34.810001373291016,3719400,NTNX,0.8307957177641382,0.8750358483997066,0.4717035170499208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-11,34.70000076293945,35.43000030517578,31.25,32.0099983215332,32.0099983215332,4014200,NTNX,0.8512965144915006,0.9387691600360328,0.5085911134113966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-12,32.279998779296875,33.7869987487793,32.08000183105469,32.5,32.5,2269500,NTNX,0.8698461679311899,0.8667692331167368,0.4947692284217247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-13,32.470001220703125,35.900001525878906,31.299999237060547,34.70000076293945,34.70000076293945,3785100,NTNX,0.8126801193923264,0.8149855926472866,0.4697406016909772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-14,34.0,34.79999923706055,33.0,33.150001525878906,33.150001525878906,2540900,NTNX,0.9788838391940046,0.8552035920522656,0.4736047989925057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-17,32.0,33.13100051879883,30.299999237060547,30.64999961853028,30.64999961853028,2614600,NTNX,1.0694942638589415,0.9804241308666448,0.5099510704395371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
