Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Long Term Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Investments
2019-07-12,14.81999969482422,15.050000190734863,14.65999984741211,14.84000015258789,14.84000015258789,314100,CHNG,0.8133422891319432,0.8584905417872576,1.1630727797446774,0.9709027016272972,-0.1575604124953539,-0.1311963776380144,0.06544914527226,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2019-07-15,14.850000381469728,15.06999969482422,14.460000038146973,14.800000190734863,14.800000190734863,364500,CHNG,0.8891891674197794,0.8722972757455816,1.1527026517622838,0.943868517966083,-0.0546793505463035,-0.1157927713738637,0.0542140691703214,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2019-07-16,14.720000267028809,14.720000267028809,13.970000267028809,14.279999732971191,14.279999732971191,1042800,CHNG,0.987395003160549,0.9082633410056924,1.1659663816440398,0.9448764493933882,0.0425185537671607,-0.086353056817311,0.0643893274183582,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2019-07-17,14.350000381469728,14.350000381469728,13.550000190734863,14.010000228881836,14.010000228881836,963700,CHNG,1.0513918131043425,0.9072091242329252,1.1427551725428933,0.967805381362882,0.0835864317414604,-0.09220551333383,0.0453496552687358,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2019-07-18,13.850000381469728,14.0,13.279999732971191,13.619999885559082,13.619999885559082,1926800,CHNG,1.1160058690882433,0.9552129470042058,1.1879589163822974,0.9739839367274228,0.1420219323608205,-0.0469635751222449,0.1104847792253873,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2019-07-19,13.600000381469728,13.6899995803833,13.40999984741211,13.5,13.5,686700,CHNG,1.115555586638274,0.9525925671612776,1.1851851851851851,0.9718210842213412,0.1437345024169328,-0.0511102970855197,0.0920427574253344,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2019-07-22,13.770000457763672,14.020000457763672,13.26099967956543,14.0,14.0,2163800,CHNG,1.0849999700273787,0.9235714503696986,1.1428571428571428,0.9797792259190852,0.1052207441082936,-0.0822153340135445,0.0524620568763849,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2019-07-23,14.06999969482422,14.729999542236328,13.904000282287598,14.609999656677246,14.609999656677246,1464700,CHNG,0.9739904090779876,0.8932238533469498,1.091033535589318,0.9721811802165374,0.0018092288614501,-0.1066554111041573,0.0073719992207308,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2019-07-24,14.600000381469728,14.75,13.850000381469728,14.220000267028809,14.220000267028809,1511600,CHNG,1.012658182005722,0.8902953312009569,1.091420546154919,0.9381920732304816,0.0744661087752405,-0.1041474668575347,0.0382384087539691,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2019-07-25,14.220000267028809,14.479999542236328,14.085000038146973,14.279999732971191,14.279999732971191,521800,CHNG,0.9992997706306372,0.8928571595531221,1.0819327799840588,0.9521359277988416,0.0471638428317957,-0.1124414538698157,0.0122719065954137,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2019-07-26,14.300000190734863,14.70400047302246,14.125,14.479999542236328,14.479999542236328,722200,CHNG,0.9419890037659598,0.8908839797199305,1.093922697054279,0.9388045673908064,0.0031844363751534,-0.1086680047596508,0.0156300374532478,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2019-07-29,14.420000076293944,14.609999656677246,14.149999618530272,14.460000038146973,14.460000038146973,895100,CHNG,0.9536652783868316,0.8955739816806155,1.097510362634328,0.9497848525428108,0.0038804258440208,-0.1085258668835714,0.0044694264424531,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2019-07-30,14.369999885559082,14.369999885559082,14.0,14.039999961853027,14.039999961853027,1458700,CHNG,1.001424534032622,0.941595463172922,1.1887464800145795,0.96111848959372,0.0403060444389018,-0.0541753949809953,0.0988736092698101,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2019-07-31,14.050000190734863,14.29300022125244,13.899999618530272,13.93000030517578,13.93000030517578,1069000,CHNG,1.007178709662932,0.9619525717850428,1.1572146795462674,0.9713406100738472,0.0358380995890849,-0.0563958860547615,0.0662463651594549,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2019-08-01,13.869999885559082,13.9399995803833,12.90999984741211,13.539999961853027,13.539999961853027,2147200,CHNG,1.0199409496694505,0.9564253948116596,1.1595273156202064,0.9733290342890444,0.0466119153804061,-0.0797770598027928,0.0472035377514079,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2019-08-02,13.520000457763672,13.550000190734863,12.789999961853027,13.15999984741211,13.15999984741211,1406600,CHNG,1.0501519646705697,0.9794833201200644,1.1876899920720387,0.9934093547508857,0.0567426099196841,-0.0668753101640456,0.0575451129473894,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2019-08-05,13.029999732971191,13.390000343322754,12.864999771118164,13.140000343322754,13.140000343322754,1417500,CHNG,1.046423108123222,0.9680365247092728,1.2070014644053408,1.0379157998062003,0.0085073083170217,-0.1078634261553219,0.0337787148166306,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2019-08-06,13.18000030517578,13.470000267028809,13.18000030517578,13.329999923706056,13.329999923706056,680600,CHNG,0.9744936118129126,0.9564891277550132,1.2025506960534766,1.0255734153445348,-0.0510798035316222,-0.109099443188009,0.0428698079316332,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2019-08-07,13.210000038146973,13.350000381469728,12.958000183105469,13.149999618530272,13.149999618530272,1443300,CHNG,0.9117870812880102,0.993916355435226,1.2243346652864135,1.025769842013649,-0.1139827607256387,-0.0745923565844181,0.0648311455376282,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2019-08-08,13.229999542236328,13.47700023651123,13.06999969482422,13.350000381469728,13.350000381469728,700100,CHNG,0.8614231963590357,0.9887640024031162,1.1940074250865629,1.0096805103859732,-0.1482573140269374,-0.0578319906586565,0.0593202070118707,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2019-08-09,13.359999656677246,13.40999984741211,13.0,13.199999809265137,13.199999809265137,566700,CHNG,0.9348485099163708,0.997727292923888,1.1931818354228314,1.0311593098765404,-0.0963107999601695,-0.0609831587788348,0.0394498066031978,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2019-08-12,13.149999618530272,13.274999618530272,13.010000228881836,13.09000015258789,13.09000015258789,784400,CHNG,1.0175706294541838,1.0068754890403953,1.211611877142853,1.0473769330900449,-0.0298063036358611,-0.067815408274469,0.0391841789680758,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2019-08-13,13.100000381469728,13.199999809265137,12.039999961853027,12.06999969482422,12.06999969482422,1948700,CHNG,1.132560101236442,1.1516155733202529,1.3264292157146569,1.0342019941112954,0.0983581071251464,0.0883350012455503,0.1808177879720198,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2019-08-14,13.239999771118164,13.4399995803833,12.770000457763672,13.15999984741211,13.15999984741211,5299300,CHNG,1.0402735364070248,1.0281154931496326,1.171732542179798,1.0679784217810349,-0.02770488537401,-0.0756660005172384,0.0276063474496497,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2019-08-15,13.199999809265137,14.40999984741211,13.199999809265137,14.100000381469728,14.100000381469728,2849100,CHNG,0.9624112998364144,0.9198581500801964,1.065957399031256,1.069498933232119,-0.1070876333957046,-0.1843849513449066,-0.0409338220858079,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2019-08-16,14.0,14.789999961853027,13.920000076293944,14.729999542236328,14.729999542236328,2622000,CHNG,0.8676171167776503,0.8988459051308327,1.0115410781790244,1.0482526337704503,-0.1806355169928002,-0.1863701318847569,-0.0620788612194476,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2019-08-19,14.800000190734863,15.380000114440918,14.539999961853027,15.199999809265137,15.199999809265137,1686500,CHNG,0.8453947725471043,0.8684210509804807,0.9210526431366348,1.0347592845115243,-0.18936451196442,-0.2025673490284333,-0.1000695968226268,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
