Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Long Term Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Investments
2019-11-15,14.06999969482422,14.079999923706056,13.329999923706056,13.529999732971191,13.529999732971191,1687300,CHNG,1.0923872893325992,1.1396896068458169,0.9142646067770932,1.0243368944408853,0.0680503948917139,0.0967601278295975,-0.0429648579106406,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2019-11-18,13.479999542236328,13.529999732971191,12.850000381469728,12.970000267028809,12.970000267028809,734800,CHNG,1.1326136683070795,1.158828020318483,0.962220453762201,1.0296677569338806,0.1029459113731989,0.149667622270827,-0.0012251136342604,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2019-11-19,13.0,13.34000015258789,12.84000015258789,13.239999771118164,13.239999771118164,1419800,CHNG,1.1442598097001933,1.1253776341471882,0.9554380541701426,1.0348511569492849,0.1094086527509083,0.1294701922018809,-0.0196329147817573,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2019-11-20,13.1899995803833,13.300000190734863,12.989999771118164,13.199999809265137,13.199999809265137,1043000,CHNG,1.1848485279783845,1.0606060759314058,0.9492424177291526,1.0367429245182895,0.1481056034600949,0.1005189045380103,-0.0350875602835538,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2019-11-21,13.18000030517578,13.350000381469728,12.859999656677246,13.25,13.25,2393000,CHNG,1.1803773844017174,1.0256603888745577,0.9667924844993736,1.0414325601773815,0.1389448242243358,0.0721211156479489,-0.0363877253663349,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2019-11-22,13.420000076293944,13.420000076293944,13.1899995803833,13.220000267028809,13.220000267028809,413900,CHNG,1.184568799629207,1.0839636637107817,0.8986384171315107,1.0399834010172984,0.1445853986119085,0.1013872102578158,-0.1023764926211732,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2019-11-25,13.1899995803833,13.199999809265137,12.93000030517578,13.100000381469728,13.100000381469728,550300,CHNG,1.2209923221211811,1.0603053388433863,0.9229007481319996,1.0272769628028116,0.1937153593183695,0.1104524100829881,-0.091588349420001,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2019-11-26,13.109999656677246,13.739999771118164,13.010000228881836,13.4399995803833,13.4399995803833,2028700,CHNG,1.202380978567801,1.0468750099784565,0.920386924982798,1.019753497826135,0.1826274807416661,0.0666379572359533,-0.1103950691094918,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2019-11-27,13.479999542236328,13.699999809265137,13.25,13.619999885559082,13.619999885559082,624100,CHNG,1.2033773514951576,0.990455204439557,0.8972100124600841,1.0184708296222131,0.1849065218729444,0.0471361983213949,-0.1090809594261779,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2019-11-29,13.579999923706056,13.720000267028809,13.295000076293944,13.380000114440918,13.380000114440918,743200,CHNG,1.1973094410121434,0.979073263783534,0.8893871088750369,1.027957565839464,0.1693518751726794,0.0514557132701845,-0.1045595114909785,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2019-12-02,13.329999923706056,13.664999961853027,13.329999923706056,13.380000114440918,13.380000114440918,790100,CHNG,1.1763826335195706,0.8789237764048574,0.7959640902421085,1.0333786657950568,0.1430039677245138,0.0247574007498674,-0.1455042445546384,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2019-12-03,13.25,13.43000030517578,13.210000038146973,13.300000190734863,13.300000190734863,1112900,CHNG,1.177443580664103,0.9375939915937554,0.7962406015576728,1.0417166514803613,0.1357269291837417,0.0421813993436207,-0.1693305334216794,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2019-12-04,13.289999961853027,13.479999542236328,13.039999961853027,13.15999984741211,13.15999984741211,971100,CHNG,1.1892097112453854,0.8693008900477271,0.8510638251616391,1.0344529937206122,0.1547567175247732,0.0321781139353006,-0.1225678144837986,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2019-12-05,13.199999809265137,13.43000030517578,13.09000015258789,13.199999809265137,13.199999809265137,1303200,CHNG,1.201515142867278,0.7659090759668795,0.903030321858584,1.0367512645970387,0.1647638782702392,0.0144206724127051,-0.0915873215635975,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2019-12-06,13.18000030517578,14.199999809265137,13.06999969482422,14.039999961853027,14.039999961853027,1298100,CHNG,1.111111141300232,0.7692307849058895,0.8497151237599601,1.0330572442281234,0.0780538970721085,-0.0336609592318521,-0.133132571321715,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2019-12-09,13.90999984741211,14.114999771118164,13.829999923706056,14.050000190734863,14.050000190734863,2416700,CHNG,1.1153024813926602,0.635587201704423,0.8562277273778444,1.0340376238600335,0.0812648575326266,-0.0653055545766037,-0.132397397880518,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2019-12-10,13.989999771118164,14.18000030517578,13.6899995803833,13.90999984741211,13.90999984741211,1238300,CHNG,1.1308411009913002,0.5593098702481857,0.8907261307862527,1.0438020196584652,0.087039081332835,-0.1783556725674393,-0.0955931829133431,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2019-12-11,13.850000381469728,14.234999656677246,13.75,14.06999969482422,14.06999969482422,701700,CHNG,1.1727079145616242,0.48756220911916,0.8621180083538347,1.044148768614289,0.1285591459473352,-0.1920874953077728,-0.1270542292823836,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2019-12-12,14.039999961853027,14.220000267028809,13.8100004196167,13.979999542236328,13.979999542236328,809600,CHNG,1.1559370798682482,0.5343347664371026,0.8780400586884917,1.0379600676281349,0.1179770122401133,-0.1579427882721238,-0.1089924941907273,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2019-12-13,13.890000343322754,13.989999771118164,13.600000381469728,13.670000076293944,13.670000076293944,717700,CHNG,1.1960497651951991,0.5720556055608631,0.8339429081862091,1.049983828710455,0.146065936484744,-0.0945283471882604,-0.1262912876902628,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2019-12-16,13.760000228881836,13.899999618530272,13.59000015258789,13.65999984741211,13.65999984741211,1049100,CHNG,1.2276720823639506,0.5973645635843856,0.858345571921147,1.044141152852935,0.1835309295110156,-0.0463103034380829,-0.107556455841334,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2019-12-17,13.699999809265137,14.460000038146973,13.619999885559082,14.199999809265137,14.199999809265137,1365300,CHNG,1.2154929901914595,0.6514084594539651,0.7697183416892889,1.0401829423118685,0.1753100478795912,-0.0594731132463782,-0.1766386768332977,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2019-12-18,14.170000076293944,15.09000015258789,14.140000343322754,14.779999732971191,14.779999732971191,2322400,CHNG,1.1542625016348933,0.6792963561058677,0.7489851079042504,1.0376155592547895,0.1166469423801037,-0.0495228015766338,-0.2118691634434687,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2019-12-19,14.75,15.125,14.630000114440918,14.6899995803833,14.6899995803833,932100,CHNG,1.1334241044338975,0.6650783347067153,0.7624234260851421,1.034943648284932,0.0984804561489656,-0.102380310460975,-0.2076509606138411,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2019-12-20,14.979999542236328,15.260000228881836,14.75,15.149999618530272,15.149999618530272,1668700,CHNG,1.0567657182842225,0.6660066275016012,0.7188119219490259,1.0184381935354383,0.0383275247487842,-0.0729506547160766,-0.2468519565284909,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2019-12-23,15.210000038146973,15.729999542236328,15.210000038146973,15.640000343322754,15.640000343322754,1092300,CHNG,1.034526851022965,0.7109974195305301,0.6937340245073563,1.004497558926818,0.0300292920961471,-0.0453415150734086,-0.2772817157065934,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2019-12-24,15.720000267028809,15.729999542236328,15.449999809265137,15.640000343322754,15.640000343322754,184300,CHNG,1.0230178803564376,0.6387467744131625,0.7014066512928354,1.013647133004122,0.0093707473523156,-0.1044765785394968,-0.2787618387379394,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2019-12-26,15.640000343322754,15.880000114440918,15.510000228881836,15.65999984741211,15.65999984741211,416100,CHNG,1.0217113764943029,0.5779055095093388,0.6762452270609657,1.009368571505801,0.0123428049885019,-0.1258956676653714,-0.2955783571209665,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2019-12-27,15.869999885559082,16.381000518798828,15.760000228881836,15.994999885559082,15.994999885559082,1333600,CHNG,0.9965614063414008,0.5783057246753259,0.6545795774891839,1.013204306983852,-0.0166429006424511,-0.1337517455395369,-0.3262650668671637,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2019-12-30,16.020000457763672,16.280000686645508,15.800000190734863,16.15999984741211,16.15999984741211,546100,CHNG,0.9603960769992872,0.5445544723903021,0.6188118870311387,0.9989207364455844,-0.0385246594462971,-0.1564062811080055,-0.3574256462379976,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2019-12-31,16.149999618530273,16.729999542236328,16.010000228881836,16.389999389648438,16.389999389648438,1329000,CHNG,0.9426479795370228,0.5832825366457661,0.6131788020127824,1.003635286357499,-0.0609873068204762,-0.169147704570207,-0.3680647973684932,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2020-01-02,16.479999542236328,16.68000030517578,15.890000343322754,16.020000457763672,16.020000457763672,791100,CHNG,0.9887640262152084,0.6310861028582369,0.6242197075065478,1.01505070885822,-0.0262866826430117,-0.1228119650098651,-0.3370868274035201,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2020-01-03,15.65999984741211,15.960000038146973,15.520000457763672,15.739999771118164,15.739999771118164,935500,CHNG,1.008259219589028,0.6658195485788011,0.6772554004081047,1.029111122076935,-0.0208519024879068,-0.1258520404094376,-0.3048636930576034,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2020-01-06,15.59000015258789,15.739999771118164,15.3100004196167,15.65999984741211,15.65999984741211,1304100,CHNG,1.065772713708916,0.6698595065983789,0.7037037397918481,1.0266874067249352,0.0390853069839807,-0.1413041914768997,-0.2962776200118295,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2020-01-07,15.649999618530272,15.920000076293944,15.550000190734863,15.649999618530272,15.649999618530272,783700,CHNG,1.0300320276140216,0.6728434498172907,0.68658147907151,1.0199620823962716,0.0100699452177499,-0.1227584778840201,-0.313601274372196,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2020-01-08,15.729999542236328,16.010000228881836,15.640000343322754,15.859999656677246,15.859999656677246,787200,CHNG,0.9899117370191904,0.6803278811743423,0.6815889441123387,1.0232695215769656,-0.0333577845577751,-0.1340287670970827,-0.3276817360130369,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2020-01-09,15.989999771118164,15.989999771118164,15.449999809265137,15.600000381469728,15.600000381469728,1237800,CHNG,1.0019230597588205,0.6435897254066044,0.7006410280706691,1.0249701162824836,-0.0230470565236631,-0.1425335897406813,-0.3070906847655342,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2020-01-10,15.729999542236328,16.059999465942383,15.510000228881836,15.670000076293944,15.670000076293944,1706400,CHNG,1.0121250529328802,0.6285896830575713,0.6943203612934575,1.03459025933606,-0.0224652064031796,-0.1591885983470485,-0.322139749609233,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
2020-01-13,15.5600004196167,15.899999618530272,15.40999984741211,15.729999542236328,15.729999542236328,1457200,CHNG,1.0190719105619586,0.6592498529777314,0.7171010846302617,1.0265771375432875,-0.0075052269813291,-0.1512948762930049,-0.2992968626573904,,1153509000.0,166336000.0,1132487000.0,,6343000.0,1298823000.0,75000.0,,-17841000.0,159993000.0,,-3256000.0,81264000.0,3409000.0,6343000.0,,-3256000.0,,5563000.0,1132487000.0,2154000.0,,,1211996000.0,0.0,6503000.0,286273000.0,-6502000.0,4189000.0,848812000.0,-52012000.0,3409000.0,-6502000.0,16000.0,3408000.0,20548000.0,6503000.0,-21211000.0,-6502000.0,51231000.0,-13002000.0,6503000.0
