Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Inventory,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Inventory,Change To Account Receivables,Change To Netincome,Capital Expenditures
1985-12-09,0.0,0.227864995598793,0.1627600044012069,0.1627600044012069,0.133166491985321,390144,MNST,1.400006176809839,1.8000060872908563,2.0000060425313646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-12-10,0.0,0.227864995598793,0.1627600044012069,0.1627600044012069,0.133166491985321,58944,MNST,1.400006176809839,2.0000060425313646,2.0000060425313646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-12-11,0.0,0.227864995598793,0.1627600044012069,0.1627600044012069,0.133166491985321,816192,MNST,1.400006176809839,2.2000062215693315,2.0000060425313646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-12-12,0.0,0.227864995598793,0.1627600044012069,0.1627600044012069,0.133166491985321,678624,MNST,1.400006176809839,2.0000060425313646,2.0000060425313646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-12-13,0.0,0.227864995598793,0.1627600044012069,0.1627600044012069,0.133166491985321,331968,MNST,1.400006176809839,2.0000060425313646,2.0000060425313646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-12-16,0.0,0.227864995598793,0.1627600044012069,0.1627600044012069,0.133166491985321,710976,MNST,1.400006176809839,2.0000060425313646,2.0000060425313646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-12-17,0.0,0.227864995598793,0.1627600044012069,0.1627600044012069,0.133166491985321,779520,MNST,1.400006176809839,2.0000060425313646,2.0000060425313646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-12-18,0.0,0.227864995598793,0.1627600044012069,0.1627600044012069,0.133166491985321,654336,MNST,1.400006176809839,2.0000060425313646,2.0000060425313646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-12-19,0.0,0.227864995598793,0.1627600044012069,0.1627600044012069,0.133166491985321,654528,MNST,1.400006176809839,2.0000060425313646,2.0000060425313646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-12-20,0.0,0.227864995598793,0.1627600044012069,0.1627600044012069,0.133166491985321,676320,MNST,1.2000062215693308,2.0000060425313646,2.0000060425313646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-12-23,0.0,0.2604170143604278,0.1627600044012069,0.1627600044012069,0.133166491985321,356736,MNST,1.2000062215693308,2.0000060425313646,2.0000060425313646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-12-24,0.0,0.227864995598793,0.1627600044012069,0.1627600044012069,0.133166491985321,780480,MNST,1.400006176809839,2.0000060425313646,2.0000060425313646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-12-26,0.0,0.227864995598793,0.1627600044012069,0.1627600044012069,0.133166491985321,326016,MNST,1.400006176809839,2.0000060425313646,2.0000060425313646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-12-27,0.0,0.227864995598793,0.1627600044012069,0.1627600044012069,0.133166491985321,439296,MNST,1.400006176809839,2.0000060425313646,2.0000060425313646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-12-30,0.0,0.227864995598793,0.1627600044012069,0.1627600044012069,0.133166491985321,446976,MNST,1.400006176809839,2.0000060425313646,2.0000060425313646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-12-31,0.0,0.227864995598793,0.1627600044012069,0.1627600044012069,0.133166491985321,80352,MNST,1.400006176809839,2.0000060425313646,2.0000060425313646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-01-02,0.0,0.227864995598793,0.1627600044012069,0.1627600044012069,0.133166491985321,568992,MNST,1.2000062215693308,2.0000060425313646,2.0000060425313646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-01-03,0.0,0.2604170143604278,0.1953130066394806,0.1953130066394806,0.1598006188869476,419712,MNST,1.1666657652649122,1.6666630610596491,1.6666630610596491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-01-06,0.0,0.2604170143604278,0.1953130066394806,0.1953130066394806,0.1598006188869476,772320,MNST,1.1666657652649122,1.6666630610596491,1.6666630610596491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
