Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Accounts Payable,Short Long Term Debt,Capital Surplus,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,142.17999267578125,142.9199981689453,140.3699951171875,142.13999938964844,137.78211975097656,2566400,INTU,1.0653817645325323,1.142911677246027,1.2162051206857734,1.0206479989635429,0.0447337655689894,0.052651288523581,0.1269119216945704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,142.25999450683594,143.2899932861328,141.17999267578125,141.74000549316406,137.39434814453125,1583900,INTU,1.0707941426939822,1.1609936212528358,1.2341376474910364,1.012478214064533,0.0583159286294492,0.0722860654914361,0.1450067690141026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,141.77000427246094,142.3000030517578,141.30999755859375,141.85000610351562,137.50103759765625,1244900,INTU,1.0755477475533963,1.1607999007464875,1.2215323082167793,1.0113391723313174,0.0642085752220789,0.0708365257415855,0.1397316659962071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,141.75,142.88999938964844,140.2100067138672,142.6699981689453,138.29586791992188,1612200,INTU,1.0798383998513574,1.1613848862640097,1.2378853400693208,1.0126829906128405,0.0671554092385169,0.0729011992424433,0.1479259734726568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,142.99000549316406,143.1300048828125,142.02000427246094,142.86000061035156,138.48004150390625,1068900,INTU,1.0716642785331998,1.150412410301751,1.276435998390379,1.0121464877707815,0.0595177907624182,0.0676119346186383,0.1785142496191198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,142.35000610351562,144.24000549316406,142.0399932861328,144.17999267578125,140.1421356201172,992700,INTU,1.0577749880095009,1.1332226378444648,1.2626213816865746,1.0081446760609294,0.0496303119485714,0.0382794150174286,0.1620483152508109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,144.33999633789062,144.33999633789062,143.41000366210938,143.9600067138672,139.92828369140625,786900,INTU,1.0625174202919412,1.1454686521982826,1.2521283834623362,1.0143616235707735,0.0481557967211676,0.04175322724563,0.1536462372856393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,143.9499969482422,144.72000122070312,143.4600067138672,144.17999267578125,140.1421356201172,778200,INTU,1.0570816350195522,1.1282866352618122,1.2412979463446263,1.008797349947511,0.0482842850720413,0.0354359591178665,0.1520006336506707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,144.1699981689453,144.67999267578125,143.17999267578125,143.66000366210938,139.63671875,1217000,INTU,1.0671027682392928,1.1463251068271465,1.2609671572089969,1.0091988628593096,0.0579039053799832,0.0450928990844401,0.1728701070160032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,143.64999389648438,145.92999267578125,143.4600067138672,145.86000061035156,141.77508544921875,1094500,INTU,1.061908618016801,1.1297915959020908,1.23003179724157,1.0112728774332036,0.0506357405835973,0.0311066700787381,0.1539966962764405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,146.80999755859375,146.99000549316406,145.25,145.64999389648438,141.5709686279297,1029700,INTU,1.0656367027574385,1.1544068519114312,1.21662902383543,1.0098252549340063,0.0558114478234319,0.0461573535241561,0.139738419991813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,146.0,146.0,144.63999938964844,144.74000549316406,140.68646240234375,743100,INTU,1.063009353116932,1.16810523785828,1.2854330811142876,1.0047827275420922,0.0582266255748398,0.0530434727165722,0.1998390837540811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
