Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Long Term Investments,Short Long Term Debt,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Issuance Of Stock,Other Cashflows From Investing Activities
2017-09-29,34.189998626708984,34.459999084472656,33.65999984741211,33.7400016784668,30.168312072753903,5224000,CAG,1.018889877424656,1.1316357886926405,1.1019399269792964,1.0206479989635429,-0.0017581215388868,0.0413753999701944,0.0126467279880935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,33.75,33.84000015258789,33.220001220703125,33.34000015258789,29.810651779174805,4201600,CAG,1.0302087730104488,1.1488351383648487,1.1163745787017478,1.012478214064533,0.0177305589459157,0.060127582603449,0.027243700224814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,33.5,33.5099983215332,33.209999084472656,33.40999984741211,29.873241424560547,3899600,CAG,1.0199174035903809,1.1301624511833663,1.114641625285672,1.0113391723313174,0.0085782312590634,0.0401990761784643,0.0328409830650997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,33.369998931884766,34.029998779296875,33.150001525878906,33.959999084472656,30.365026473999023,4381800,CAG,1.00488089869742,1.1080060896912247,1.1088067168764058,1.0126829906128405,-0.0078020919154204,0.0195224026696583,0.0188473502797417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,34.0099983215332,34.31999969482422,33.84000015258789,34.099998474121094,30.49020004272461,2723900,CAG,0.9833432443080498,1.0869307377380932,1.1131571411002097,1.0121464877707815,-0.0288032434627317,0.0041302620549805,0.0152353923289505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,34.150001525878906,34.380001068115234,34.0099983215332,34.08000183105469,30.47231674194336,3426400,CAG,0.996913046662331,1.085501309129102,1.1037146968597802,1.0081446760609294,-0.0112316293985983,-0.0094419136979342,0.0031416304240166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,34.15999984741211,34.15999984741211,33.41999816894531,33.459999084472656,29.91795539855957,2445000,CAG,1.0319275132485954,1.104111312109017,1.1087416663346217,1.0143616235707735,0.0175658896778219,0.0003958871563642,0.0102595201579247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,33.619998931884766,33.88999938964844,33.41999816894531,33.720001220703125,30.150428771972656,2639500,CAG,1.0135253450448989,1.0973889116488191,1.0932902263911557,1.008797349947511,0.0047279950973879,0.0045382355048735,0.0039929136972001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,33.709999084472656,33.959999084472656,33.630001068115234,33.790000915527344,30.21302032470703,2269900,CAG,1.0364430045749065,1.1097088670661028,1.0931214538288485,1.0091988628593096,0.0272441417155968,0.0084766593233964,0.0050244036358548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,33.790000915527344,34.63999938964844,33.790000915527344,34.59000015258789,30.92833137512207,3692900,CAG,1.0136359658651897,1.0811341572397468,1.0772019579222234,1.0112728774332036,0.002363088431986,-0.0175507685836058,0.0011668569570939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
