,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Change To Liabilities,-83700000.0,137100000.0,246900000.0,445400000.0
Total Cashflows From Investing Activities,-169300000.0,-186700000.0,-130900000.0,-1333800000.0
Net Borrowings,24100000.0,586200000.0,-472500000.0,1293500000.0
Total Cash From Financing Activities,-250300000.0,-124200000.0,-363300000.0,1213100000.0
Change To Operating Activities,-36300000.0,-388300000.0,-40900000.0,-192300000.0
Issuance Of Stock,24700000.0,50700000.0,374300000.0,22500000.0
Net Income,551500000.0,477400000.0,502100000.0,535800000.0
Change In Cash,229800000.0,177400000.0,-148600000.0,217600000.0
Repurchase Of Stock,-58400000.0,-416200000.0,-206800000.0,-2600000.0
Effect Of Exchange Rate,1600000.0,-200000.0,4500000.0,4000000.0
Total Cash From Operating Activities,647800000.0,488500000.0,368400000.0,335500000.0
Depreciation,162700000.0,150100000.0,132800000.0,97800000.0
Other Cashflows From Investing Activities,28100000.0,6900000.0,-93900000.0,-69900000.0
Dividends Paid,-228500000.0,-210300000.0,-89200000.0,-88800000.0
Change To Inventory,-59700000.0,6400000.0,-200700000.0,-102800000.0
Change To Account Receivables,-71800000.0,-123500000.0,-281500000.0,-191100000.0
Other Cashflows From Financing Activities,-12200000.0,-134600000.0,30900000.0,-11500000.0
Change To Netincome,148900000.0,254300000.0,104400000.0,-366600000.0
Capital Expenditures,-132800000.0,-93900000.0,-83000000.0,-38300000.0
