Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,76.57415771484375,77.83174133300781,76.0017318725586,77.45880126953125,72.60565185546875,1442057,FMC,1.0397492037045288,1.0930456231700336,0.8816407343487694,1.0206479989635429,0.0191012047409859,0.0027852344475876,-0.2076524646424334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,77.45880126953125,77.87510681152344,76.3486557006836,77.05984497070312,72.23170471191406,1211918,FMC,1.034327134548163,1.105807265530252,0.903944989381629,1.012478214064533,0.02184892048363,0.0170997097688523,-0.1851858890953047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,77.26799774169922,78.56895446777344,77.04249572753906,78.32610321044922,73.4186019897461,1587450,FMC,0.9982284337423516,1.0889288227948453,0.8929999128141665,1.0113391723313174,-0.0131107385889658,-0.0010345522100567,-0.1888007294064057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,78.49089050292969,78.9765853881836,77.99652862548828,78.88985443115234,73.9470443725586,1501552,FMC,1.0016489230155583,1.0807068475495252,0.88981929838336,1.0126829906128405,-0.0110340675972822,-0.0077768394720412,-0.200140068213304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,79.28013610839844,79.6444091796875,78.82913970947266,79.54900360107422,74.56489562988281,1217453,FMC,0.9917139123966452,1.0650897285173897,0.895690636904159,1.0121464877707815,-0.0204325753741363,-0.0177107471657229,-0.2022311118671002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,78.95923614501953,79.31483459472656,77.8924560546875,79.06331634521484,74.1096420288086,1216646,FMC,1.0257784392948557,1.0755884035525498,0.9112146670387872,1.0081446760609294,0.0176337632339262,-0.0193548192744863,-0.1893583993969764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,79.21942901611328,79.41023254394531,78.40415954589844,78.71639251708984,73.78446197509766,529112,FMC,1.027324567884218,1.080328695552729,0.908372356046798,1.0143616235707735,0.0129629443134444,-0.0233867293999237,-0.1901097901298989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,78.81179809570312,78.9505615234375,78.19600677490234,78.64701080322266,73.71941375732422,779082,FMC,1.01632115576932,1.0492454839306928,0.9112773635036958,1.008797349947511,0.007523805821809,-0.0436051922132527,-0.1780199491902597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,79.19340515136719,80.29488372802734,79.1587142944336,80.16478729248047,75.14209747314453,924591,FMC,1.0085469373872034,1.0172415036006102,0.8950014849185579,1.0091988628593096,-0.0006519254721062,-0.0839907041420962,-0.1930955652744357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,79.95663452148438,80.89332580566406,79.6791000366211,80.59844207763672,75.54857635498047,1077824,FMC,1.0209835025246148,0.9719918689622,0.8716044136399381,1.0112728774332036,0.0097106250914111,-0.1266930568611526,-0.2044306873251913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
