Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2021-05-05,22.850000381469727,25.280000686645508,22.31999969482422,24.11000061035156,24.11000061035156,5885200,HAYW,0.9900456339675446,0.9141435237485864,0.0,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-05-06,24.6299991607666,24.790000915527344,22.790000915527344,23.729999542236328,23.729999542236328,1390000,HAYW,1.0286557234847589,0.9262536858930306,0.0,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-05-07,23.76000022888184,24.489999771118164,22.799999237060547,23.43000030517578,23.43000030517578,1072200,HAYW,1.0285958202120014,0.9206145716549272,0.0,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-05-10,23.3799991607666,24.670000076293945,23.36000061035156,23.6200008392334,23.6200008392334,983900,HAYW,1.0021168177512296,0.92929720503989,0.0,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-05-11,22.780000686645508,23.91900062561035,22.17099952697754,23.75,23.75,792900,HAYW,0.97473682604338,0.9490526701274672,0.0,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-05-12,23.670000076293945,23.979999542236328,22.61000061035156,22.81999969482422,22.81999969482422,547500,HAYW,1.044697654312196,0.968886980983015,0.0,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-05-13,22.81999969482422,23.18000030517578,22.0,22.8700008392334,22.8700008392334,510000,HAYW,1.0240489382106637,0.9208569607839294,0.0,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-05-14,22.8700008392334,24.75,22.520000457763672,24.540000915527344,24.540000915527344,985000,HAYW,0.986552493123752,0.8577831479925273,0.0,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-05-17,24.209999084472656,25.670000076293945,24.01000022888184,24.13999938964844,24.13999938964844,824900,HAYW,1.004556777677415,0.8454846877984675,0.0,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-05-18,24.190000534057617,24.459999084472656,23.64999961853028,23.739999771118164,23.739999771118164,350400,HAYW,0.9974726425222894,0.8588879353931039,0.0,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-05-19,23.63999938964844,24.190000534057617,23.06999969482422,23.75,23.75,381000,HAYW,1.0395789698550577,0.8715789794921875,0.0,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-05-20,23.81999969482422,24.65999984741211,23.059999465942383,24.3700008392334,24.3700008392334,461800,HAYW,1.0049240429935309,0.8855149438060047,0.0,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-05-21,24.6200008392334,24.82999992370605,23.75,24.13999938964844,24.13999938964844,256100,HAYW,1.0215410302780146,0.889395188740606,0.0,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-05-24,24.5,24.75,24.0,24.600000381469727,24.600000381469727,358000,HAYW,1.0170731735683352,0.8609756088105549,0.0,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-05-25,24.940000534057617,26.81999969482422,24.350000381469727,24.63999938964844,24.63999938964844,1260700,HAYW,1.0036526036857654,0.868100646083402,0.0,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-05-26,24.65999984741211,25.459999084472656,24.540000915527344,25.100000381469727,25.100000381469727,388600,HAYW,0.9760956026951824,0.8569721076483237,0.0,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-05-27,25.25,25.729999542236328,24.780000686645508,25.299999237060547,25.299999237060547,292100,HAYW,1.0102766891985109,0.8280632962332652,0.0,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-05-28,25.39999961853028,25.690000534057617,24.89999961853028,25.46999931335449,25.46999931335449,278100,HAYW,1.0215940777085455,0.8315665832810067,0.0,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-06-01,25.8799991607666,26.489999771118164,25.520999908447266,26.0,26.0,400100,HAYW,1.0157692249004655,0.8165384439321665,0.0,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-06-02,26.06999969482422,26.13999938964844,25.0,25.100000381469727,25.100000381469727,308200,HAYW,1.0199203184223506,0.8581673541100588,0.0,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-06-03,25.0,25.18000030517578,23.850000381469727,24.600000381469727,24.600000381469727,374100,HAYW,1.0130081174740655,0.888211383847316,0.0,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-06-04,24.600000381469727,24.84000015258789,23.920000076293945,24.43000030517578,24.43000030517578,497500,HAYW,1.0024559748339288,0.8636921865694551,0.0,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-06-07,24.700000762939453,24.700000762939453,23.76000022888184,23.8700008392334,23.8700008392334,401700,HAYW,1.0108922627730228,0.9044825887522367,0.0,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-06-08,23.809999465942383,24.709999084472656,23.34000015258789,24.40999984741211,24.40999984741211,553000,HAYW,0.9954936251110535,0.855796784933743,0.0,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-06-09,24.5,24.799999237060547,23.770000457763672,24.100000381469727,24.100000381469727,385800,HAYW,1.0041493933563013,0.8439833954619824,0.0,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-06-10,24.040000915527344,24.25,23.575000762939453,23.670000076293945,23.670000076293945,598500,HAYW,0.9932403951459068,0.8331220637850578,0.0,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-06-11,23.850000381469727,24.02499961853028,22.989999771118164,23.14999961853028,23.14999961853028,549900,HAYW,0.9874730447966578,0.8639308997651611,0.0,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-06-14,23.15999984741211,24.34000015258789,22.75,23.84000015258789,23.84000015258789,1012100,HAYW,0.9517617612764386,0.9043623879172664,0.0,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-06-15,23.81999969482422,24.040000915527344,23.18000030517578,23.420000076293945,23.420000076293945,509500,HAYW,0.9649872035801472,0.9133219180174,0.0,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-06-16,23.38999938964844,24.43000030517578,23.295000076293945,24.209999084472656,24.209999084472656,828500,HAYW,0.9504337504762465,0.9025196698781977,0.0,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-06-17,24.270000457763672,25.25,23.56999969482422,24.25,24.25,820900,HAYW,0.974020653164264,0.9232989439030284,0.0,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-06-18,24.25,24.86000061035156,23.559999465942383,23.68000030517578,23.68000030517578,2826800,HAYW,1.0122465795794489,0.9543918957015386,0.0,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-06-21,23.799999237060547,24.799999237060547,23.459999084472656,24.690000534057617,24.690000534057617,762900,HAYW,0.9671931407140436,0.923855770455657,0.0,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-06-22,24.81999969482422,25.0,24.14999961853028,24.489999771118164,24.489999771118164,254400,HAYW,0.9877501331210976,0.9244589465594244,0.0,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-06-23,24.479999542236328,24.790000915527344,24.239999771118164,24.65999984741211,24.65999984741211,304400,HAYW,0.9699918987957404,0.9306569710035052,0.0,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-06-24,24.670000076293945,25.68000030517578,24.61000061035156,25.020000457763672,25.020000457763672,609000,HAYW,0.972821730905893,0.891286923623572,0.0,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-06-25,25.06999969482422,25.18000030517578,24.39999961853028,24.729999542236328,24.729999542236328,2548600,HAYW,0.9607764119971848,0.9365143661995295,0.0,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-06-28,24.770000457763672,24.989999771118164,23.96999931335449,24.5,24.5,547300,HAYW,0.9902040909747688,0.9077550926987006,0.0,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-06-29,24.920000076293945,25.600000381469727,24.11000061035156,25.559999465942383,25.559999465942383,1027300,HAYW,0.942488288573198,0.8470266068423822,0.0,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
