Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2021-03-29,15.699999809265137,16.350000381469727,15.609999656677246,16.0,16.0,1062200,HAYW,1.2531249523162842,1.6506249904632568,1.3862500190734863,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-03-30,16.049999237060547,16.540000915527344,15.779999732971191,16.489999771118164,16.489999771118164,1180000,HAYW,1.21164340931228,1.5524560786415236,1.3159491245686057,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-03-31,16.5,16.959999084472656,16.40999984741211,16.8799991607666,16.8799991607666,1166700,HAYW,1.1836493208290504,1.476303395453617,1.3151659873620067,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-04-01,16.75,16.969999313354492,16.700000762939453,16.950000762939453,16.950000762939453,723600,HAYW,1.1439527148602822,1.4448376795748965,1.3061945954631888,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-04-05,17.010000228881836,17.3799991607666,16.8700008392334,17.040000915527344,17.040000915527344,777800,HAYW,1.4149060630848809,1.4160796868724723,1.2992956690204065,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-04-06,17.0,17.190000534057617,16.75,16.989999771118164,16.989999771118164,932300,HAYW,1.396703935368834,1.4302530644155087,1.2742789823537133,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-04-07,17.049999237060547,17.121999740600586,16.450000762939453,16.739999771118164,16.739999771118164,567400,HAYW,1.399641614428215,1.445639252916369,1.29390681861194,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-04-08,16.610000610351562,17.030000686645508,16.299999237060547,17.010000228881836,17.010000228881836,946600,HAYW,1.3885949748035995,1.3821281547641275,1.3251029166511086,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-04-09,17.0,17.059999465942383,16.719999313354492,16.889999389648438,16.889999389648438,1094500,HAYW,1.4061575404529574,1.3534636729686338,1.3546477198092337,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-04-12,16.75,16.989999771118164,16.299999237060547,16.360000610351562,16.360000610351562,796000,HAYW,1.3948654549795787,1.3869192963049668,1.4040341354767762,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-04-13,16.360000610351562,16.405000686645508,15.84000015258789,16.18000030517578,16.18000030517578,738700,HAYW,1.4134734491888463,1.3967861529792596,1.3912237209093976,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-04-14,16.15999984741211,16.760000228881836,16.05500030517578,16.190000534057617,16.190000534057617,911100,HAYW,1.5157504697979778,1.4212476510101115,1.4070413795679024,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-04-15,16.170000076293945,16.55500030517578,16.1299991607666,16.34000015258789,16.34000015258789,733600,HAYW,1.4773561300013334,1.4455324736023651,1.407588726145594,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-04-16,16.219999313354492,16.540000915527344,16.190000534057617,16.3700008392334,16.3700008392334,406000,HAYW,1.4502137174129737,1.4642637803601355,1.4636528928604926,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-04-19,16.260000228881836,16.600000381469727,16.165000915527344,16.399999618530273,16.399999618530273,501800,HAYW,1.4481707653922749,1.4560975436721788,0.0,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-04-20,16.31999969482422,16.780000686645508,16.049999237060547,16.229999542236328,16.229999542236328,583500,HAYW,1.5015404514223083,1.4904498592933717,0.0,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-04-21,16.200000762939453,16.75,16.1200008392334,16.639999389648438,16.639999389648438,683900,HAYW,1.450721170378508,1.4375000573121606,0.0,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-04-22,16.989999771118164,17.75,16.850000381469727,17.079999923706055,17.079999923706055,1750700,HAYW,1.44028105921279,1.42505856330862,0.0,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-04-23,17.459999084472656,17.75,17.25,17.479999542236328,17.479999542236328,3079500,HAYW,1.4096109859792416,1.3592677832440074,0.0,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-04-26,17.670000076293945,18.420000076293945,17.25,18.100000381469727,18.100000381469727,1139300,HAYW,1.3867403233408993,1.3403314761097214,0.0,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-04-27,18.049999237060547,19.299999237060547,17.700000762939453,19.15999984741211,19.15999984741211,1246800,HAYW,1.32045926088448,1.2573069073297338,0.0,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-04-28,19.299999237060547,19.84000015258789,18.940000534057617,19.200000762939453,19.200000762939453,1102600,HAYW,1.3265624115243588,1.1796874332552183,0.0,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-04-29,19.32999992370605,20.13999938964844,19.229999542236328,20.049999237060547,20.049999237060547,960600,HAYW,1.2967581540821924,1.195511233189884,0.0,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-04-30,20.049999237060547,20.5,19.88999938964844,19.979999542236328,19.979999542236328,586900,HAYW,1.2562563041310424,1.1656657381945332,0.0,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-05-03,20.32999992370605,20.350000381469727,19.28499984741211,19.979999542236328,19.979999542236328,970500,HAYW,1.2312312785326665,1.136136200351418,0.0,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
2021-05-04,19.979999542236328,20.194000244140625,19.290000915527344,19.38999938964844,19.38999938964844,855900,HAYW,1.2599278532323213,1.175348201800049,0.0,1114200000.0,10300000.0,2397900000.0,209200000.0,1000000.0,37000000.0,2607100000.0,13700000.0,203000000.0,879000000.0,920300000.0,-4100000.0,5900000.0,114900000.0,218600000.0,7300000.0,-400000.0,142300000.0,424400000.0,-1825300000.0,140200000.0,1292600000.0,145300000.0,83300000.0,69300000.0,-13000000.0,146500000.0,-135100000.0,-13000000.0,100000.0,43300000.0,68100000.0,-2500000.0,2400000.0,213800000.0,62800000.0,2100000.0,-275200000.0,-4700000.0,47100000.0,-4000000.0,3600000.0,-14200000.0
