,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Change To Liabilities,7017000.0,-58932000.0,36547000.0,124399000.0
Total Cashflows From Investing Activities,61630000.0,-1150925000.0,-1210044000.0,-625817000.0
Net Borrowings,-430950000.0,130705000.0,513399000.0,-279616000.0
Total Cash From Financing Activities,-539436000.0,72913000.0,13040000.0,-329171000.0
Change To Operating Activities,20430000.0,-16845000.0,42814000.0,2787000.0
Issuance Of Stock,64903000.0,90388000.0,30021000.0,40047000.0
Net Income,872439000.0,861297000.0,777933000.0,681470000.0
Change In Cash,819792000.0,39055000.0,-292325000.0,-70959000.0
Repurchase Of Stock,-4685000.0,-11924000.0,-367678000.0,-6867000.0
Effect Of Exchange Rate,16618000.0,2645000.0,-20839000.0,50770000.0
Total Cash From Operating Activities,1280980000.0,1114422000.0,925518000.0,833259000.0
Depreciation,255275000.0,234042000.0,199490000.0,183227000.0
Other Cashflows From Investing Activities,-2481000.0,2060000.0,-1233000.0,-399000.0
Dividends Paid,-165035000.0,-127496000.0,-128911000.0,-82735000.0
Change To Inventory,77448000.0,16410000.0,-59472000.0,-6087000.0
Change To Account Receivables,163471000.0,14398000.0,-13383000.0,-24581000.0
Other Cashflows From Financing Activities,-3669000.0,-8760000.0,-33791000.0,-33791000.0
Change To Netincome,-115100000.0,64052000.0,-58411000.0,-127956000.0
Capital Expenditures,-74199000.0,-102346000.0,-82076000.0,-75074000.0
