Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Issuance Of Stock
2017-09-29,37.52000045776367,37.68000030517578,37.2400016784668,37.36000061035156,32.73501205444336,450925,CUZ,0.9657387638940406,0.976266205756782,0.9304334536299742,1.0206479989635429,-0.0549092350695022,-0.1139941829656639,-0.1588597453612287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,37.52000045776367,37.720001220703125,37.20000076293945,37.47999954223633,32.84015655517578,850825,CUZ,0.9626467530506396,0.980659089193098,0.913385701923021,1.012478214064533,-0.0498314610138933,-0.1080484665683017,-0.1757451765539127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,37.63999938964844,38.20000076293945,37.52000045776367,38.119998931884766,33.40092086791992,719600,CUZ,0.9464849847262132,0.9631390483917556,0.8991149461086078,1.0113391723313174,-0.0648541876051042,-0.1268243266131464,-0.1826856961119644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,38.15999984741211,38.27999877929688,37.79999923706055,38.040000915527344,33.330833435058594,408375,CUZ,0.9474235586058128,0.9641058895942284,0.9138010419024803,1.0126829906128405,-0.0652594320070276,-0.124377797427338,-0.1761583246941837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,38.15999984741211,38.27999877929688,37.880001068115234,38.0,33.2957878112793,529825,CUZ,0.9536841175437438,0.9545268369260376,0.9307738479388464,1.0121464877707815,-0.0584623702270377,-0.1282736387570751,-0.1671479008324127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,37.880001068115234,37.91999816894531,37.59999847412109,37.84000015258789,33.15559387207031,1479250,CUZ,0.9556024594030516,0.9660100511531904,0.9272061682969877,1.0081446760609294,-0.0525422166578778,-0.1289331716738457,-0.1733668981387759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,38.0,38.119998931884766,37.79999923706055,38.08000183105469,33.36588287353516,573850,CUZ,0.955882275600783,0.9514640206908548,0.9053849775445864,1.0143616235707735,-0.0584793479699905,-0.1522514042617978,-0.1930971686321105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,38.119998931884766,38.36000061035156,37.79999923706055,38.08000183105469,33.36588287353516,713025,CUZ,0.955882275600783,0.9588644404622284,0.8947332617936935,1.008797349947511,-0.0529150743467279,-0.1339862356817172,-0.194564050900262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,38.15999984741211,38.31999969482422,37.68000030517578,37.84000015258789,33.15559387207031,1175450,CUZ,0.9661735434687064,0.9681378673974924,0.91005546773069,1.0091988628593096,-0.0430253193906031,-0.1330943403452139,-0.1780415824623036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,37.84000015258789,38.0,37.31999969482422,37.59999847412109,32.94529342651367,758975,CUZ,0.9787234535271654,0.9550455044346546,0.9201797482773804,1.0112728774332036,-0.0325494239060382,-0.143639421388698,-0.155855352687749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
