Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome
2000-04-05,12.923351287841797,14.037432670593262,12.75623893737793,13.814617156982422,8.663656234741211,77084766,MET,1.161290404251108,1.342742508064834,1.560484107989629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-06,13.703208923339844,14.14884090423584,13.59179973602295,13.870321273803713,8.698593139648438,17167722,MET,1.1004013096614282,1.313253195654576,1.6064255592724417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-07,13.703208923339844,13.870321273803713,13.480392456054688,13.647503852844238,8.558856010437012,15131516,MET,1.146938402121273,1.2938774727951996,1.657142799838344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-10,13.758913040161133,13.814617156982422,13.59179973602295,13.758913040161133,8.628725051879883,6324938,MET,1.1659915909527476,1.3522260588509525,1.668015381292887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-11,13.647503852844238,13.703208923339844,13.424688339233398,13.480392456054688,8.454052925109863,6087860,MET,1.219008232298899,1.3429750774897833,1.7024788270172642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-12,13.59179973602295,14.928698539733888,13.480392456054688,14.427362442016602,9.047932624816896,12169885,MET,1.1698844103971089,1.258686822426902,1.5366797910290912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-13,14.483065605163574,15.374332427978516,14.204545021057127,15.151515007019045,9.5020751953125,11922484,MET,1.1213234349507328,1.2022063605619144,1.419117676577896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-14,15.095810890197754,15.151515007019045,14.09313678741455,14.14884090423584,8.873260498046875,10659337,MET,1.200787421885479,1.295276006073759,1.496063642913891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-17,14.260250091552734,14.65017795562744,14.260250091552734,14.371658325195312,9.012998580932615,3951908,MET,1.1734495039263286,1.2868215372771068,1.5193801295846054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-18,14.427362442016602,14.538769721984863,13.814617156982422,14.371658325195312,9.012998580932615,6083933,MET,1.1279067602007615,1.2713181107997684,1.53488397930591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-19,14.427362442016602,14.427362442016602,14.037432670593262,14.260250091552734,8.943131446838379,6001354,MET,1.1406249583446768,1.3124998600381144,1.5156247050803129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-20,14.037432670593262,14.204545021057127,13.703208923339844,13.758913040161133,8.628725051879883,7755264,MET,1.2226717569232284,1.3481782571242702,1.6072871925493215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-24,13.814617156982422,14.260250091552734,13.758913040161133,14.204545021057127,8.908194541931152,3494806,MET,1.2156867006340597,1.2823535885494777,1.6705887290104968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-25,14.204545021057127,14.427362442016602,14.14884090423584,14.260250091552734,8.943131446838379,8311103,MET,1.19921870876123,1.2695309746583143,1.726561289496311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-26,14.204545021057127,14.315954208374023,14.14884090423584,14.315954208374023,8.978067398071289,6666587,MET,1.229571733551897,1.3073925881642874,1.7743190967333768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-27,14.204545021057127,14.260250091552734,13.814617156982422,14.204545021057127,8.908194541931152,2788058,MET,1.2470588814655177,1.3254900294071703,1.733332662450022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-28,14.204545021057127,15.040106773376465,13.703208923339844,14.76158618927002,9.25753402709961,6977494,MET,1.2377365608389954,1.2603774218551371,1.6040669900820297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-01,15.26292324066162,16.042781829833984,15.040106773376465,16.042781829833984,10.061020851135254,6605326,MET,1.1111111216432246,1.1180551757412145,1.458475820979559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-02,15.708556175231934,15.98707675933838,15.485739707946776,15.875667572021484,9.956219673156738,3514777,MET,1.1789473472471308,1.1403507309920935,1.5339123070027902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-03,15.819964408874512,15.875667572021484,15.374332427978516,15.597147941589355,9.78154754638672,2223580,MET,1.175000311991308,1.2785714814985252,1.6044732143762472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-04,15.485739707946776,15.597147941589355,14.427362442016602,15.597147941589355,9.78154754638672,3848236,MET,1.1678576609855646,1.332143021495421,1.7088003778214735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-05,15.374332427978516,15.875667572021484,15.207219123840332,15.652852058410645,9.81648063659668,2043723,MET,1.177935975213454,1.295373817947668,1.713473370997868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-08,15.93137264251709,16.544118881225586,15.875667572021484,16.042781829833984,10.061020851135254,3250995,MET,1.135417111977588,1.2777780884751242,1.594880255399538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-09,16.20989227294922,16.377004623413086,14.928698539733888,15.26292324066162,9.571943283081056,4750885,MET,1.226277509711654,1.4014601107312905,1.6579895605320758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-10,15.151515007019045,15.875667572021484,15.151515007019045,15.652852058410645,9.81648063659668,3684087,MET,1.163701703414426,1.309609061249979,1.713473370997868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-11,15.708556175231934,16.321300506591797,15.485739707946776,16.042781829833984,10.061020851135254,3363083,MET,1.1562504117398098,1.3229169994156258,1.7172940199028508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-12,16.15418815612793,16.544118881225586,16.098485946655273,16.432708740234375,10.305560111999512,2162318,MET,1.0847457140892656,1.274576183979457,1.6355699983426124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-15,16.934045791625977,17.156862258911133,16.599821090698242,16.878341674804688,10.58503532409668,3025810,MET,1.0561053242148497,1.2640264436742998,1.5458451382233012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
