Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Accounts Payable,Deferred Long Term Liab,Deferred Long Term Asset Charges,Property Plant Equipment,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Other Cashflows From Financing Activities,Change To Netincome,Effect Of Exchange Rate,Change To Operating Activities,Change To Account Receivables
2017-09-29,51.25,51.970001220703125,51.15999984741211,51.95000076293945,44.58826446533203,4403200,MET,1.0313763576752832,0.995790152171194,0.9002793846214918,1.0206479989635429,0.0107283587117403,-0.0944702365512519,-0.1890138143697111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,51.93999862670898,52.29999923706055,51.5,52.13999938964844,44.75133895874024,4593900,MET,1.0331797981382276,1.001434198014797,0.916087865832374,1.012478214064533,0.0207015840736946,-0.0872733577466027,-0.1730430126445598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,52.119998931884766,52.41999816894531,51.900001525878906,52.400001525878906,44.9744873046875,3337000,MET,1.063549891295792,0.9991562192106528,0.9094105307370988,1.0113391723313174,0.0522107189644744,-0.0908071557942492,-0.1723901114834733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,52.41999816894531,52.72999954223633,52.38999938964844,52.52000045776367,45.077484130859375,2972000,MET,1.0476951781837236,1.004160943173071,0.9164213942328848,1.0126829906128405,0.035012187570883,-0.0843227438484954,-0.1735379723637792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,52.5,53.0099983215332,52.31999969482422,52.58000183105469,45.12897872924805,3601100,MET,1.0407527591671244,1.0158496523880942,0.9059110211236562,1.0121464877707815,0.0286062713963428,-0.0669508232950184,-0.1920107276476029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,52.83000183105469,53.27000045776367,52.61000061035156,53.02000045776367,45.50663375854492,5112100,MET,1.0144483859099422,1.01615804325672,0.9003084927679272,1.0081446760609294,0.0063037098490128,-0.078785179570316,-0.2002645736678363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,53.0,53.130001068115234,52.79999923706055,52.9900016784668,45.48089218139648,2812400,MET,1.0077994266827135,1.0136919615219675,0.9092513233124848,1.0143616235707735,-0.00656219688806,-0.0900234634306851,-0.1892308228642121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,52.9900016784668,53.29999923706055,52.75,53.13999938964844,45.609622955322266,4003600,MET,1.000974633517139,0.9827784356835132,0.907640740366848,1.008797349947511,-0.0078227164303719,-0.1100722404604324,-0.1816565723271075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,53.02000045776367,53.08000183105469,52.560001373291016,52.84999847412109,45.360721588134766,3214000,MET,0.9948415786305,1.0015119786400537,0.9108914854469008,1.0091988628593096,-0.0143572842288095,-0.0997202291026526,-0.1772055647460928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,52.970001220703125,52.970001220703125,52.63999938964844,52.72999954223633,45.25773620605469,3533300,MET,0.9963414667039336,1.0114315152573607,0.9170091580914568,1.0112728774332036,-0.0149314107292699,-0.0872534105659919,-0.1590259428736726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,52.630001068115234,53.0,52.54999923706055,52.720001220703125,45.2491455078125,3837300,MET,0.993473667385164,1.0202210593475252,0.9214212321376062,1.0098252549340063,-0.0163515875488425,-0.0880284390397498,-0.1554693717060108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,52.84000015258789,53.380001068115234,52.75,52.869998931884766,45.37788772583008,3240200,MET,0.9876070369561166,1.0258994525763898,0.9253382422875932,1.0047827275420922,-0.0171756905859755,-0.0891623125653178,-0.1602557550726132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,53.22999954223633,53.22999954223633,52.20000076293945,52.380001068115234,44.95732879638672,4853700,MET,0.9910768454312636,1.0308814527664731,0.938260258929476,1.016827126331923,-0.0257502809006594,-0.0901143174028431,-0.1486780273853243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,52.72999954223633,52.91999816894531,52.43000030517578,52.79999923706055,45.31780624389648,3368400,MET,0.9852918287872238,1.032028677945597,0.9169476129672656,1.016900814218988,-0.0316089854317641,-0.0845550461517095,-0.1590477314573897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,52.38999938964844,53.06999969482422,52.38999938964844,52.9900016784668,45.48089218139648,2504000,MET,0.9878411006779344,1.0264269124464471,0.9065680870264003,1.0195478153138224,-0.031706714635888,-0.0901239898927543,-0.1712654542914238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,53.560001373291016,53.58000183105469,53.08000183105469,53.290000915527344,45.738380432128906,4300300,MET,0.9773656339152106,1.0352025455790732,0.8585829807768813,1.0187296628598663,-0.0413640289446557,-0.0817229801984713,-0.2068910284475827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,53.20000076293945,53.650001525878906,53.20000076293945,53.43999862670898,45.86711120605469,4035100,MET,0.9746225565520616,1.0253234671136915,0.8487612223369208,1.0231439317955078,-0.0485213752434461,-0.0889146858509906,-0.2196959295286678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,53.84999847412109,54.33000183105469,53.84000015258789,54.13999938964844,46.46792602539063,4186200,MET,0.9642536979669144,0.9251850871599128,0.8754722817488593,1.023176662025299,-0.0589229640583849,-0.1756077966864817,-0.2039085385489939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
