Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Short Long Term Debt,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Change To Netincome,Capital Expenditures,Net Borrowings,Repurchase Of Stock,Other Cashflows From Financing Activities,Investments
2017-09-29,34.720001220703125,35.20000076293945,34.11000061035156,35.15999984741211,31.20111846923828,4052800,CF,1.0802046805146626,1.250080998280269,1.0807793098237404,1.0206479989635429,0.0595566815511197,0.1598206095578229,-0.0085138891674625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,35.11000061035156,35.529998779296875,34.689998626708984,35.400001525878906,31.41410446166992,3315700,CF,1.0745759056536484,1.2435989522307114,1.0961202396740068,1.012478214064533,0.0620976915891153,0.1548913964693117,0.006989361197073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,35.529998779296875,35.720001220703125,35.029998779296875,35.38999938964844,31.40522193908692,3332800,CF,1.0892909189286295,1.2168895454043849,1.10303138445445,1.0113391723313174,0.077951746597312,0.1269261703994828,0.0212307422338777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,35.41999816894531,35.86000061035156,34.90999984741211,35.099998474121094,31.147872924804688,2334400,CF,1.099715157984566,1.2197637347052648,1.1127239802734228,1.0126829906128405,0.0870321673717255,0.1312800476836984,0.0227646136767587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,35.16999816894531,35.25,34.83000183105469,35.029998779296875,31.08575439453125,2199000,CF,1.1193262587152395,1.2207619784845745,1.1332159111659132,1.0121464877707815,0.1071797709444579,0.1379615028014618,0.0352941623946541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,34.869998931884766,34.900001525878906,33.97999954223633,34.20000076293945,30.34920692443848,3331500,CF,1.078655142669949,1.2887081696044895,1.188636681440887,1.0081446760609294,0.0705104666090197,0.1937649467774533,0.0880636150051235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,34.36000061035156,34.68000030517578,33.93000030517578,34.439998626708984,30.56219291687012,2712400,CF,1.096980033751907,1.2738729273972031,1.1691455323033682,1.0143616235707735,0.0826184101811333,0.1701575024445505,0.0706633861266712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,34.439998626708984,34.560001373291016,34.04999923706055,34.47999954223633,30.597686767578125,2979800,CF,1.0771458670988654,1.1902392469766865,1.140686074055604,1.008797349947511,0.0683485171513544,0.0973885708327408,0.0513887613616483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,34.5,34.959999084472656,33.95000076293945,34.90999984741211,30.979267120361328,5852100,CF,1.0678886875049949,1.1423705050185142,1.1347831660248966,1.0091988628593096,0.0586898246456852,0.0411382972758078,0.0466861158319029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,34.91999816894531,35.869998931884766,34.90999984741211,35.84000015258789,31.80455207824707,4026600,CF,1.042689888211184,1.127353611704407,1.1036364274236277,1.0112728774332036,0.0314170107779803,0.0286686858810543,0.0276013264584982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,36.06999969482422,37.0,35.93000030517578,36.79999923706055,32.656463623046875,6124100,CF,0.973028653277724,1.1064365560931029,1.0933397237794684,1.0098252549340063,-0.0367966016562825,-0.0018129422941721,0.0164491199358514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,36.7599983215332,37.290000915527344,36.470001220703125,36.88999938964844,32.736328125,4278200,CF,0.9651893719050176,1.1160344559170097,1.0964548468170157,1.0047827275420922,-0.0395933556370745,0.000972690775302,0.0108608494568092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,36.900001525878906,37.38999938964844,36.470001220703125,37.0,32.83394241333008,4643600,CF,0.985478936813636,1.1252494852868309,1.0852335498298464,1.016827126331923,-0.0313481895182871,0.0042537151175146,-0.0017047364849538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,37.02000045776367,37.310001373291016,36.2599983215332,36.83000183105469,32.683082580566406,3160900,CF,0.9711412922573852,1.139750065186887,1.070109343562792,1.016900814218988,-0.0457595219616027,0.0231663410895806,-0.0058860008618633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,36.540000915527344,36.77000045776367,36.0099983215332,36.33000183105469,32.2393798828125,3192800,CF,0.992831331288692,1.1213055650214876,1.0812021970428427,1.0195478153138224,-0.0267164840251303,0.004754662682286,0.0033686557250185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,36.75,37.02000045776367,36.36000061035156,36.9900016784668,32.825069427490234,3194000,CF,0.9933762120281536,1.1481738010748532,1.072894904586285,1.0187296628598663,-0.0253534508317127,0.0312482752973086,0.0074208953618208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,36.900001525878906,37.18999862670898,36.27999877929688,36.310001373291016,32.22163391113281,2501000,CF,1.0080928570041725,1.168843293742367,1.0706075076822827,1.0231439317955078,-0.0150510747913352,0.0546051407776848,0.0021503558166942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,36.7400016784668,37.68000030517578,36.560001373291016,37.61000061035156,33.37526321411133,3257400,CF,0.9633301615875872,1.1257614904347577,1.0400834369151202,1.023176662025299,-0.0598465004377121,0.0249686065883631,-0.039297383382733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,37.470001220703125,38.0099983215332,37.16999816894531,37.68000030517578,33.43737030029297,3350300,CF,0.9610059134739452,1.135442328626877,1.017124477748093,1.028738706809164,-0.0677327933352188,0.0272285070723115,-0.0766967845372115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,37.310001373291016,37.52999877929688,36.619998931884766,37.45000076293945,33.233272552490234,2317400,CF,0.9811746067420632,1.1189963891930386,1.024998556572542,1.0357335667629224,-0.0545589600208591,0.0146278585055972,-0.0660234777483192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-27,37.150001525878906,37.52999877929688,36.66999816894531,37.11000061035156,32.93155288696289,2659100,CF,1.0010299081098633,1.0841549952049212,1.060666811926454,1.0327543330408862,-0.0317244249310229,0.0057360416088805,-0.0354619868086156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-30,37.5099983215332,38.060001373291016,37.33000183105469,37.369998931884766,33.16228485107422,3952100,CF,1.0107903862448455,1.0304828066323306,1.0712267409798863,1.0448229351223306,-0.034032548877485,-0.0156281269401481,-0.0391627514149806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31,37.619998931884766,38.09999847412109,37.41999816894531,37.97999954223633,33.70359420776367,4838600,CF,0.9977410798516616,1.0362284024291484,1.0564289752518197,1.0378093145840102,-0.0400682347323485,-0.0174279659853429,-0.0511509758766037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-01,38.25,38.5,37.58000183105469,38.040000915527344,33.756839752197266,4439000,CF,0.9778821769721916,1.0462540313180255,1.0889348393004392,1.0388512590749122,-0.0609690821027205,-0.0083299870338242,-0.0205077669586293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-02,38.7400016784668,39.040000915527344,36.709999084472656,38.54999923706055,34.20942306518555,5965800,CF,0.9769740499197406,0.9795888509940291,1.108248460184471,1.0310647944789963,-0.0540907445592557,-0.0384574911259703,0.0037464488988889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-03,38.75,38.84999847412109,37.810001373291016,38.59999847412109,34.253787994384766,3506300,CF,0.95455410563594,0.9824988793825884,1.0752580482603284,1.0262436118253355,-0.0716895061893957,-0.043137526185164,-0.0325522704290377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
