Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2012-11-02,32.04999923706055,33.150001525878906,30.31999969482422,31.100000381469727,31.100000381469727,6838100,RH,1.1575562558979848,1.2565916833345017,1.7057877358956324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-05,31.190000534057617,33.34000015258789,30.86000061035156,33.29999923706055,33.29999923706055,570300,RH,1.1027027646245815,1.1762762482394256,1.5615615973386472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-06,33.400001525878906,33.900001525878906,32.20000076293945,33.29999923706055,33.29999923706055,462100,RH,1.1033033789855995,1.1870870776268003,1.6261262092046471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-07,32.54999923706055,33.08000183105469,32.029998779296875,32.45000076293945,32.45000076293945,111700,RH,1.1248073695482306,1.2154082495971057,1.724191046147491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-08,32.029998779296875,33.5099983215332,32.0,33.08000183105469,33.08000183105469,200200,RH,1.090084624464524,1.174123276986214,1.6732163062385286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-09,32.52000045776367,32.52000045776367,31.5,32.130001068115234,32.130001068115234,335700,RH,1.1419233553377917,1.1932772760046764,1.668845227182252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-12,32.130001068115234,32.650001525878906,31.63999938964844,32.2400016784668,32.2400016784668,237400,RH,1.0825061944456638,1.2044044605924873,1.6960296978426257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-13,31.89999961853028,32.5,31.739999771118164,32.40999984741211,32.40999984741211,161800,RH,1.0647947696392468,1.174328958731237,1.6892934359076126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-14,32.75,33.79999923706055,32.54999923706055,33.38999938964844,33.38999938964844,215600,RH,1.00988325358152,1.1015273869905913,1.613357290104819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-15,32.70000076293945,33.959999084472656,32.70000076293945,33.630001068115234,33.630001068115234,242600,RH,0.9723461113399274,1.1005054161780137,1.5747843414338838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-16,33.81999969482422,35.18000030517578,33.720001220703125,34.45000076293945,34.45000076293945,183400,RH,0.9570392014670585,1.034833112811724,1.6058054708183416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-19,34.79999923706055,35.279998779296875,34.31999969482422,34.56999969482422,34.56999969482422,141700,RH,0.9256580932163272,1.0474399596218098,1.616141146227709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-20,34.70000076293945,35.630001068115234,34.529998779296875,35.08000183105469,35.08000183105469,70300,RH,0.8976624323674218,1.0390535593037504,1.5949258221933595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-21,35.45000076293945,35.45000076293945,34.93000030517578,35.119998931884766,35.119998931884766,61200,RH,0.921127547209324,1.09937362712441,1.628416866914745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
