,Unnamed: 0,2020-12-31,2019-12-31,2018-12-31,2017-12-31
0,Total Liab,94449000000.0,90404000000.0,86587000000.0,84583000000.0
1,Total Stockholder Equity,32585000000.0,32224000000.0,30741000000.0,29896000000.0
2,Minority Interest,2283000000.0,2349000000.0,2306000000.0,2291000000.0
3,Deferred Long Term Liab,8759000000.0,8335000000.0,8237000000.0,8021000000.0
4,Other Current Liab,3506000000.0,2681000000.0,3782000000.0,2721000000.0
5,Total Assets,129317000000.0,124977000000.0,119634000000.0,116770000000.0
6,Common Stock,19373000000.0,19274000000.0,19116000000.0,18964000000.0
7,Other Current Assets,4915000000.0,3159000000.0,4431000000.0,3770000000.0
8,Retained Earnings,16735000000.0,16267000000.0,14743000000.0,14081000000.0
9,Other Liab,45106000000.0,43193000000.0,40718000000.0,41220000000.0
10,Good Will,6677000000.0,6677000000.0,6677000000.0,6677000000.0
11,Treasury Stock,-3523000000.0,-3317000000.0,-3118000000.0,-3149000000.0
12,Other Assets,28898000000.0,27312000000.0,25529000000.0,26860000000.0
13,Cash,663000000.0,587000000.0,1349000000.0,898000000.0
14,Total Current Liabilities,12771000000.0,14185000000.0,11404000000.0,10798000000.0
15,Short Long Term Debt,1819000000.0,4710000000.0,1349000000.0,2088000000.0
16,Other Stockholder Equity,-3400000000.0,-3194000000.0,-2995000000.0,-3026000000.0
17,Property Plant Equipment,81023000000.0,78749000000.0,73719000000.0,70941000000.0
18,Total Current Assets,12562000000.0,12037000000.0,13328000000.0,11896000000.0
19,Long Term Investments,157000000.0,202000000.0,381000000.0,396000000.0
20,Net Tangible Assets,25908000000.0,25547000000.0,24064000000.0,23219000000.0
21,Net Receivables,5262000000.0,6523000000.0,5863000000.0,5577000000.0
22,Long Term Debt,35483000000.0,31719000000.0,34465000000.0,32565000000.0
23,Inventory,1722000000.0,1768000000.0,1685000000.0,1651000000.0
24,Accounts Payable,3562000000.0,3560000000.0,3800000000.0,3532000000.0
0,Change To Liabilities,-129000000.0,-425000000.0,551000000.0,-388000000.0
1,Total Cashflows From Investing Activities,-4336000000.0,-7260000000.0,-7834000000.0,-7971000000.0
2,Net Borrowings,1728000000.0,1320000000.0,1116000000.0,390000000.0
3,Total Cash From Financing Activities,145000000.0,-58000000.0,-219000000.0,767000000.0
4,Change To Operating Activities,-5422000000.0,-2357000000.0,-1309000000.0,-1210000000.0
5,Issuance Of Stock,45000000.0,112000000.0,105000000.0,1300000000.0
6,Net Income,1963000000.0,2936000000.0,2005000000.0,3779000000.0
7,Change In Cash,44000000.0,-659000000.0,591000000.0,276000000.0
8,Total Cash From Operating Activities,4235000000.0,6659000000.0,8644000000.0,7480000000.0
9,Depreciation,4984000000.0,5023000000.0,4820000000.0,4687000000.0
10,Other Cashflows From Investing Activities,3666000000.0,-24000000.0,-177000000.0,-311000000.0
11,Dividends Paid,-1492000000.0,-1408000000.0,-1332000000.0,-1236000000.0
12,Change To Inventory,-85000000.0,-87000000.0,-37000000.0,-72000000.0
13,Change To Account Receivables,697000000.0,-243000000.0,-565000000.0,-470000000.0
14,Other Cashflows From Financing Activities,-136000000.0,-82000000.0,-108000000.0,313000000.0
15,Change To Netincome,1499000000.0,1348000000.0,2284000000.0,377000000.0
16,Capital Expenditures,-8048000000.0,-7289000000.0,-7748000000.0,-7584000000.0
