Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2021-04-15,40.47999954223633,41.5,32.130001068115234,40.0,40.0,23695500,TSP,0.9,1.1947500228881835,0.90649995803833,1.005262083611982,-0.105262083611982,0.1861612652241302,-0.1624489171763943,,,,,,,,,,,,,,,,,,,,-414000.0,-829000.0,8787000.0,8958000.0,76000.0,253000.0,-28084000.0,-18026000.0,-173000.0,-25982000.0,1949000.0,-80000.0,171000.0,571000.0,-760000.0
2021-04-16,37.948001861572266,40.66999816894531,36.11000061035156,39.95000076293945,39.95000076293945,6225800,TSP,0.899624479107634,1.237296604785817,0.8853566522255631,0.9951551066507538,-0.0955306275431198,0.2214325405620056,-0.181162428605524,2176000.0,52989000.0,-787546000.0,15646000.0,548359000.0,6000.0,785000.0,-790338000.0,3673000.0,610000.0,5054000.0,508706000.0,45760000.0,610000.0,23030000.0,520275000.0,-787546000.0,5144000.0,13779000.0,9237000.0,-1197000.0,-804000.0,243970000.0,-5824000.0,253000.0,-385160000.0,197140000.0,1100000.0,-46733000.0,2110000.0,-285000.0,-117000.0,333189000.0,-1210000.0
