Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Accounts Payable,Minority Interest,Short Term Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Investments
2021-04-29,40.34000015258789,40.34999847412109,39.21900177001953,39.70000076293945,39.70000076293945,866400,TSP,0.960453408950817,0.9483627406129864,0.0,87267000.0,-405473000.0,50001000.0,346585000.0,6000.0,1536000.0,-405178000.0,2402000.0,-301000.0,4986000.0,310815000.0,81098000.0,-301000.0,22116000.0,319483000.0,-405473000.0,4852000.0,4542000.0,,,4196000.0,-4412000.0,50406000.0,356495000.0,14150000.0,-177870000.0,248241000.0,6000.0,-103848000.0,7718000.0,8000.0,-1004000.0,11943000.0,48962000.0,-4303000.0,
2021-04-30,38.5,39.20000076293945,37.45000076293945,38.43000030517578,38.43000030517578,705900,TSP,1.0171740786409316,0.9789226810601424,0.0,87267000.0,-405473000.0,50001000.0,346585000.0,6000.0,1536000.0,-405178000.0,2402000.0,-301000.0,4986000.0,310815000.0,81098000.0,-301000.0,22116000.0,319483000.0,-405473000.0,4852000.0,4542000.0,,,4196000.0,-4412000.0,50406000.0,356495000.0,14150000.0,-177870000.0,248241000.0,6000.0,-103848000.0,7718000.0,8000.0,-1004000.0,11943000.0,48962000.0,-4303000.0,
2021-05-03,38.93000030517578,38.98500061035156,36.459999084472656,37.08000183105469,37.08000183105469,572600,TSP,1.0382955258582554,1.0151024145345309,0.0,87267000.0,-405473000.0,50001000.0,346585000.0,6000.0,1536000.0,-405178000.0,2402000.0,-301000.0,4986000.0,310815000.0,81098000.0,-301000.0,22116000.0,319483000.0,-405473000.0,4852000.0,4542000.0,,,4196000.0,-4412000.0,50406000.0,356495000.0,14150000.0,-177870000.0,248241000.0,6000.0,-103848000.0,7718000.0,8000.0,-1004000.0,11943000.0,48962000.0,-4303000.0,
2021-05-04,36.68000030517578,36.97999954223633,34.099998474121094,35.290000915527344,35.290000915527344,744100,TSP,1.1116463169309645,0.96089540854877,0.0,87267000.0,-405473000.0,50001000.0,346585000.0,6000.0,1536000.0,-405178000.0,2402000.0,-301000.0,4986000.0,310815000.0,81098000.0,-301000.0,22116000.0,319483000.0,-405473000.0,4852000.0,4542000.0,,,4196000.0,-4412000.0,50406000.0,356495000.0,14150000.0,-177870000.0,248241000.0,6000.0,-103848000.0,7718000.0,8000.0,-1004000.0,11943000.0,48962000.0,-4303000.0,
2021-05-05,35.59000015258789,36.09000015258789,34.459999084472656,35.439998626708984,35.439998626708984,596800,TSP,1.0956547216621748,0.9692437868277336,0.0,87267000.0,-405473000.0,50001000.0,346585000.0,6000.0,1536000.0,-405178000.0,2402000.0,-301000.0,4986000.0,310815000.0,81098000.0,-301000.0,22116000.0,319483000.0,-405473000.0,4852000.0,4542000.0,,,4196000.0,-4412000.0,50406000.0,356495000.0,14150000.0,-177870000.0,248241000.0,6000.0,-103848000.0,7718000.0,8000.0,-1004000.0,11943000.0,48962000.0,-4303000.0,
2021-05-06,35.04999923706055,35.93000030517578,34.17499923706055,35.84000015258789,35.84000015258789,1064100,TSP,1.2678570991420015,0.921037895675055,0.0,87267000.0,-405473000.0,50001000.0,346585000.0,6000.0,1536000.0,-405178000.0,2402000.0,-301000.0,4986000.0,310815000.0,81098000.0,-301000.0,22116000.0,319483000.0,-405473000.0,4852000.0,4542000.0,,,4196000.0,-4412000.0,50406000.0,356495000.0,14150000.0,-177870000.0,248241000.0,6000.0,-103848000.0,7718000.0,8000.0,-1004000.0,11943000.0,48962000.0,-4303000.0,
2021-05-07,36.97999954223633,38.84000015258789,36.27399826049805,37.290000915527344,37.290000915527344,727000,TSP,1.285062938922903,0.8769106988496576,0.0,87267000.0,-405473000.0,50001000.0,346585000.0,6000.0,1536000.0,-405178000.0,2402000.0,-301000.0,4986000.0,310815000.0,81098000.0,-301000.0,22116000.0,319483000.0,-405473000.0,4852000.0,4542000.0,,,4196000.0,-4412000.0,50406000.0,356495000.0,14150000.0,-177870000.0,248241000.0,6000.0,-103848000.0,7718000.0,8000.0,-1004000.0,11943000.0,48962000.0,-4303000.0,
2021-05-10,37.630001068115234,38.959999084472656,36.20000076293945,37.09000015258789,37.09000015258789,929900,TSP,1.2138042672567226,0.8751684807477095,0.0,87267000.0,-405473000.0,50001000.0,346585000.0,6000.0,1536000.0,-405178000.0,2402000.0,-301000.0,4986000.0,310815000.0,81098000.0,-301000.0,22116000.0,319483000.0,-405473000.0,4852000.0,4542000.0,,,4196000.0,-4412000.0,50406000.0,356495000.0,14150000.0,-177870000.0,248241000.0,6000.0,-103848000.0,7718000.0,8000.0,-1004000.0,11943000.0,48962000.0,-4303000.0,
2021-05-11,35.779998779296875,39.36000061035156,35.5,38.06999969482422,38.06999969482422,1055300,TSP,1.3099553278605571,0.8056212325229849,0.0,87267000.0,-405473000.0,50001000.0,346585000.0,6000.0,1536000.0,-405178000.0,2402000.0,-301000.0,4986000.0,310815000.0,81098000.0,-301000.0,22116000.0,319483000.0,-405473000.0,4852000.0,4542000.0,,,4196000.0,-4412000.0,50406000.0,356495000.0,14150000.0,-177870000.0,248241000.0,6000.0,-103848000.0,7718000.0,8000.0,-1004000.0,11943000.0,48962000.0,-4303000.0,
2021-05-12,38.16999816894531,38.16999816894531,35.13999938964844,36.08000183105469,36.08000183105469,1624200,TSP,1.645232749385821,0.8411862206544278,0.0,87267000.0,-405473000.0,50001000.0,346585000.0,6000.0,1536000.0,-405178000.0,2402000.0,-301000.0,4986000.0,310815000.0,81098000.0,-301000.0,22116000.0,319483000.0,-405473000.0,4852000.0,4542000.0,,,4196000.0,-4412000.0,50406000.0,356495000.0,14150000.0,-177870000.0,248241000.0,6000.0,-103848000.0,7718000.0,8000.0,-1004000.0,11943000.0,48962000.0,-4303000.0,
2021-05-13,36.619998931884766,37.38999938964844,34.59000015258789,34.72999954223633,34.72999954223633,1235200,TSP,1.5989058310169273,0.9023898809579384,0.0,87267000.0,-405473000.0,50001000.0,346585000.0,6000.0,1536000.0,-405178000.0,2402000.0,-301000.0,4986000.0,310815000.0,81098000.0,-301000.0,22116000.0,319483000.0,-405473000.0,4852000.0,4542000.0,,,4196000.0,-4412000.0,50406000.0,356495000.0,14150000.0,-177870000.0,248241000.0,6000.0,-103848000.0,7718000.0,8000.0,-1004000.0,11943000.0,48962000.0,-4303000.0,
2021-05-14,34.959999084472656,36.81999969482422,34.959999084472656,36.77000045776367,36.77000045776367,1009700,TSP,1.36741904142894,0.8748979539964322,0.0,87267000.0,-405473000.0,50001000.0,346585000.0,6000.0,1536000.0,-405178000.0,2402000.0,-301000.0,4986000.0,310815000.0,81098000.0,-301000.0,22116000.0,319483000.0,-405473000.0,4852000.0,4542000.0,,,4196000.0,-4412000.0,50406000.0,356495000.0,14150000.0,-177870000.0,248241000.0,6000.0,-103848000.0,7718000.0,8000.0,-1004000.0,11943000.0,48962000.0,-4303000.0,
2021-05-17,36.79999923706055,36.88999938964844,34.52000045776367,36.0,36.0,648500,TSP,1.4597222010294597,0.9583333333333334,0.0,87267000.0,-405473000.0,50001000.0,346585000.0,6000.0,1536000.0,-405178000.0,2402000.0,-301000.0,4986000.0,310815000.0,81098000.0,-301000.0,22116000.0,319483000.0,-405473000.0,4852000.0,4542000.0,,,4196000.0,-4412000.0,50406000.0,356495000.0,14150000.0,-177870000.0,248241000.0,6000.0,-103848000.0,7718000.0,8000.0,-1004000.0,11943000.0,48962000.0,-4303000.0,
2021-05-18,36.08000183105469,36.757999420166016,35.619998931884766,35.939998626708984,35.939998626708984,607900,TSP,1.479966629358204,0.9460211825031272,0.0,87267000.0,-405473000.0,50001000.0,346585000.0,6000.0,1536000.0,-405178000.0,2402000.0,-301000.0,4986000.0,310815000.0,81098000.0,-301000.0,22116000.0,319483000.0,-405473000.0,4852000.0,4542000.0,,,4196000.0,-4412000.0,50406000.0,356495000.0,14150000.0,-177870000.0,248241000.0,6000.0,-103848000.0,7718000.0,8000.0,-1004000.0,11943000.0,48962000.0,-4303000.0,
2021-05-19,34.9900016784668,36.119998931884766,34.41999816894531,35.22999954223633,35.22999954223633,297800,TSP,1.4501845250192928,1.1081465064659823,0.0,87267000.0,-405473000.0,50001000.0,346585000.0,6000.0,1536000.0,-405178000.0,2402000.0,-301000.0,4986000.0,310815000.0,81098000.0,-301000.0,22116000.0,319483000.0,-405473000.0,4852000.0,4542000.0,,,4196000.0,-4412000.0,50406000.0,356495000.0,14150000.0,-177870000.0,248241000.0,6000.0,-103848000.0,7718000.0,8000.0,-1004000.0,11943000.0,48962000.0,-4303000.0,
2021-05-20,35.529998779296875,37.0099983215332,35.529998779296875,36.34000015258789,36.34000015258789,411900,TSP,1.4009355980640148,1.2757292354345275,0.0,87267000.0,-405473000.0,50001000.0,346585000.0,6000.0,1536000.0,-405178000.0,2402000.0,-301000.0,4986000.0,310815000.0,81098000.0,-301000.0,22116000.0,319483000.0,-405473000.0,4852000.0,4542000.0,,,4196000.0,-4412000.0,50406000.0,356495000.0,14150000.0,-177870000.0,248241000.0,6000.0,-103848000.0,7718000.0,8000.0,-1004000.0,11943000.0,48962000.0,-4303000.0,
2021-05-21,36.68999862670898,37.790000915527344,36.43999862670898,36.900001525878906,36.900001525878906,274700,TSP,1.5390243514136193,1.218699169677934,0.0,87267000.0,-405473000.0,50001000.0,346585000.0,6000.0,1536000.0,-405178000.0,2402000.0,-301000.0,4986000.0,310815000.0,81098000.0,-301000.0,22116000.0,319483000.0,-405473000.0,4852000.0,4542000.0,,,4196000.0,-4412000.0,50406000.0,356495000.0,14150000.0,-177870000.0,248241000.0,6000.0,-103848000.0,7718000.0,8000.0,-1004000.0,11943000.0,48962000.0,-4303000.0,
2021-05-24,36.900001525878906,37.060001373291016,35.67499923706055,36.59000015258789,36.59000015258789,262200,TSP,1.476906277402824,1.3104673561896147,0.0,87267000.0,-405473000.0,50001000.0,346585000.0,6000.0,1536000.0,-405178000.0,2402000.0,-301000.0,4986000.0,310815000.0,81098000.0,-301000.0,22116000.0,319483000.0,-405473000.0,4852000.0,4542000.0,,,4196000.0,-4412000.0,50406000.0,356495000.0,14150000.0,-177870000.0,248241000.0,6000.0,-103848000.0,7718000.0,8000.0,-1004000.0,11943000.0,48962000.0,-4303000.0,
2021-05-25,36.900001525878906,37.6870002746582,36.540000915527344,36.77999877929688,36.77999877929688,385500,TSP,1.5309951941865585,1.3594345203769973,0.0,87267000.0,-405473000.0,50001000.0,346585000.0,6000.0,1536000.0,-405178000.0,2402000.0,-301000.0,4986000.0,310815000.0,81098000.0,-301000.0,22116000.0,319483000.0,-405473000.0,4852000.0,4542000.0,,,4196000.0,-4412000.0,50406000.0,356495000.0,14150000.0,-177870000.0,248241000.0,6000.0,-103848000.0,7718000.0,8000.0,-1004000.0,11943000.0,48962000.0,-4303000.0,
2021-05-26,37.02999877929688,38.15999984741211,36.86000061035156,38.08000183105469,38.08000183105469,333800,TSP,1.7148109220547594,1.190913768211472,0.0,87267000.0,-405473000.0,50001000.0,346585000.0,6000.0,1536000.0,-405178000.0,2402000.0,-301000.0,4986000.0,310815000.0,81098000.0,-301000.0,22116000.0,319483000.0,-405473000.0,4852000.0,4542000.0,,,4196000.0,-4412000.0,50406000.0,356495000.0,14150000.0,-177870000.0,248241000.0,6000.0,-103848000.0,7718000.0,8000.0,-1004000.0,11943000.0,48962000.0,-4303000.0,
2021-05-27,38.5,38.58000183105469,37.09999847412109,37.86000061035156,37.86000061035156,334500,TSP,1.8634443189223893,1.10565240188893,0.0,87267000.0,-405473000.0,50001000.0,346585000.0,6000.0,1536000.0,-405178000.0,2402000.0,-301000.0,4986000.0,310815000.0,81098000.0,-301000.0,22116000.0,319483000.0,-405473000.0,4852000.0,4542000.0,,,4196000.0,-4412000.0,50406000.0,356495000.0,14150000.0,-177870000.0,248241000.0,6000.0,-103848000.0,7718000.0,8000.0,-1004000.0,11943000.0,48962000.0,-4303000.0,
2021-05-28,37.93000030517578,38.5,37.542999267578125,38.34000015258789,38.34000015258789,274800,TSP,1.858111569646432,1.1577986231868125,0.0,87267000.0,-405473000.0,50001000.0,346585000.0,6000.0,1536000.0,-405178000.0,2402000.0,-301000.0,4986000.0,310815000.0,81098000.0,-301000.0,22116000.0,319483000.0,-405473000.0,4852000.0,4542000.0,,,4196000.0,-4412000.0,50406000.0,356495000.0,14150000.0,-177870000.0,248241000.0,6000.0,-103848000.0,7718000.0,8000.0,-1004000.0,11943000.0,48962000.0,-4303000.0,
2021-06-01,38.79999923706055,39.880001068115234,36.75,38.130001068115234,38.130001068115234,437600,TSP,1.654340416051101,1.1935483096429602,0.0,87267000.0,-405473000.0,50001000.0,346585000.0,6000.0,1536000.0,-405178000.0,2402000.0,-301000.0,4986000.0,310815000.0,81098000.0,-301000.0,22116000.0,319483000.0,-405473000.0,4852000.0,4542000.0,,,4196000.0,-4412000.0,50406000.0,356495000.0,14150000.0,-177870000.0,248241000.0,6000.0,-103848000.0,7718000.0,8000.0,-1004000.0,11943000.0,48962000.0,-4303000.0,
2021-06-02,38.27999877929688,39.470001220703125,38.150001525878906,39.09000015258789,39.09000015258789,443500,TSP,1.600920992242863,1.1204911503220047,0.0,87267000.0,-405473000.0,50001000.0,346585000.0,6000.0,1536000.0,-405178000.0,2402000.0,-301000.0,4986000.0,310815000.0,81098000.0,-301000.0,22116000.0,319483000.0,-405473000.0,4852000.0,4542000.0,,,4196000.0,-4412000.0,50406000.0,356495000.0,14150000.0,-177870000.0,248241000.0,6000.0,-103848000.0,7718000.0,8000.0,-1004000.0,11943000.0,48962000.0,-4303000.0,
2021-06-03,39.02000045776367,39.02000045776367,37.94100189208984,38.5,38.5,569800,TSP,1.6397402874835123,1.115324639654779,0.0,87267000.0,-405473000.0,50001000.0,346585000.0,6000.0,1536000.0,-405178000.0,2402000.0,-301000.0,4986000.0,310815000.0,81098000.0,-301000.0,22116000.0,319483000.0,-405473000.0,4852000.0,4542000.0,,,4196000.0,-4412000.0,50406000.0,356495000.0,14150000.0,-177870000.0,248241000.0,6000.0,-103848000.0,7718000.0,8000.0,-1004000.0,11943000.0,48962000.0,-4303000.0,
2021-06-04,38.810001373291016,39.459999084472656,38.650001525878906,39.22999954223633,39.22999954223633,384100,TSP,1.407086449325835,1.0168238555981,0.0,87267000.0,-405473000.0,50001000.0,346585000.0,6000.0,1536000.0,-405178000.0,2402000.0,-301000.0,4986000.0,310815000.0,81098000.0,-301000.0,22116000.0,319483000.0,-405473000.0,4852000.0,4542000.0,,,4196000.0,-4412000.0,50406000.0,356495000.0,14150000.0,-177870000.0,248241000.0,6000.0,-103848000.0,7718000.0,8000.0,-1004000.0,11943000.0,48962000.0,-4303000.0,
2021-06-07,39.22999954223633,39.22999954223633,38.18000030517578,38.83000183105469,38.83000183105469,240100,TSP,1.3937676121509155,1.0777748261822415,0.0,87267000.0,-405473000.0,50001000.0,346585000.0,6000.0,1536000.0,-405178000.0,2402000.0,-301000.0,4986000.0,310815000.0,81098000.0,-301000.0,22116000.0,319483000.0,-405473000.0,4852000.0,4542000.0,,,4196000.0,-4412000.0,50406000.0,356495000.0,14150000.0,-177870000.0,248241000.0,6000.0,-103848000.0,7718000.0,8000.0,-1004000.0,11943000.0,48962000.0,-4303000.0,
2021-06-08,38.77999877929688,45.75,38.5099983215332,45.43999862670898,45.43999862670898,1684800,TSP,1.2106073940151731,0.8842429911861519,0.0,87267000.0,-405473000.0,50001000.0,346585000.0,6000.0,1536000.0,-405178000.0,2402000.0,-301000.0,4986000.0,310815000.0,81098000.0,-301000.0,22116000.0,319483000.0,-405473000.0,4852000.0,4542000.0,,,4196000.0,-4412000.0,50406000.0,356495000.0,14150000.0,-177870000.0,248241000.0,6000.0,-103848000.0,7718000.0,8000.0,-1004000.0,11943000.0,48962000.0,-4303000.0,
2021-06-09,45.93999862670898,48.130001068115234,43.68000030517578,47.91999816894531,47.91999816894531,1109600,TSP,1.130634440221813,0.8647746287595705,0.0,87267000.0,-405473000.0,50001000.0,346585000.0,6000.0,1536000.0,-405178000.0,2402000.0,-301000.0,4986000.0,310815000.0,81098000.0,-301000.0,22116000.0,319483000.0,-405473000.0,4852000.0,4542000.0,,,4196000.0,-4412000.0,50406000.0,356495000.0,14150000.0,-177870000.0,248241000.0,6000.0,-103848000.0,7718000.0,8000.0,-1004000.0,11943000.0,48962000.0,-4303000.0,
2021-06-10,47.91999816894531,48.5,43.845001220703125,45.02000045776367,45.02000045776367,772100,TSP,1.1550421917206497,0.8700577025913928,0.0,87267000.0,-405473000.0,50001000.0,346585000.0,6000.0,1536000.0,-405178000.0,2402000.0,-301000.0,4986000.0,310815000.0,81098000.0,-301000.0,22116000.0,319483000.0,-405473000.0,4852000.0,4542000.0,,,4196000.0,-4412000.0,50406000.0,356495000.0,14150000.0,-177870000.0,248241000.0,6000.0,-103848000.0,7718000.0,8000.0,-1004000.0,11943000.0,48962000.0,-4303000.0,
2021-06-11,45.209999084472656,50.0,45.09999847412109,49.869998931884766,49.869998931884766,990400,TSP,0.9705234121217114,0.8024864911752901,0.0,87267000.0,-405473000.0,50001000.0,346585000.0,6000.0,1536000.0,-405178000.0,2402000.0,-301000.0,4986000.0,310815000.0,81098000.0,-301000.0,22116000.0,319483000.0,-405473000.0,4852000.0,4542000.0,,,4196000.0,-4412000.0,50406000.0,356495000.0,14150000.0,-177870000.0,248241000.0,6000.0,-103848000.0,7718000.0,8000.0,-1004000.0,11943000.0,48962000.0,-4303000.0,
2021-06-14,50.0,65.9800033569336,49.9900016784668,59.36000061035156,59.36000061035156,3751200,TSP,0.808625328612774,0.6359501282319212,0.0,87267000.0,-405473000.0,50001000.0,346585000.0,6000.0,1536000.0,-405178000.0,2402000.0,-301000.0,4986000.0,310815000.0,81098000.0,-301000.0,22116000.0,319483000.0,-405473000.0,4852000.0,4542000.0,,,4196000.0,-4412000.0,50406000.0,356495000.0,14150000.0,-177870000.0,248241000.0,6000.0,-103848000.0,7718000.0,8000.0,-1004000.0,11943000.0,48962000.0,-4303000.0,
2021-06-15,58.900001525878906,59.22999954223633,51.6150016784668,55.52999877929688,55.52999877929688,2206200,TSP,0.8395461904686011,0.7278948146495369,0.0,87267000.0,-405473000.0,50001000.0,346585000.0,6000.0,1536000.0,-405178000.0,2402000.0,-301000.0,4986000.0,310815000.0,81098000.0,-301000.0,22116000.0,319483000.0,-405473000.0,4852000.0,4542000.0,,,4196000.0,-4412000.0,50406000.0,356495000.0,14150000.0,-177870000.0,248241000.0,6000.0,-103848000.0,7718000.0,8000.0,-1004000.0,11943000.0,48962000.0,-4303000.0,
2021-06-16,54.58000183105469,54.70000076293945,49.900001525878906,50.27999877929688,50.27999877929688,1421200,TSP,0.8995624630138233,0.7563643536713048,0.0,87267000.0,-405473000.0,50001000.0,346585000.0,6000.0,1536000.0,-405178000.0,2402000.0,-301000.0,4986000.0,310815000.0,81098000.0,-301000.0,22116000.0,319483000.0,-405473000.0,4852000.0,4542000.0,,,4196000.0,-4412000.0,50406000.0,356495000.0,14150000.0,-177870000.0,248241000.0,6000.0,-103848000.0,7718000.0,8000.0,-1004000.0,11943000.0,48962000.0,-4303000.0,
2021-06-17,50.18000030517578,56.209999084472656,50.1349983215332,52.54999923706055,52.54999923706055,1738500,TSP,0.9094196310058889,0.7520456904192008,0.0,87267000.0,-405473000.0,50001000.0,346585000.0,6000.0,1536000.0,-405178000.0,2402000.0,-301000.0,4986000.0,310815000.0,81098000.0,-301000.0,22116000.0,319483000.0,-405473000.0,4852000.0,4542000.0,,,4196000.0,-4412000.0,50406000.0,356495000.0,14150000.0,-177870000.0,248241000.0,6000.0,-103848000.0,7718000.0,8000.0,-1004000.0,11943000.0,48962000.0,-4303000.0,
2021-06-18,52.36000061035156,54.25,51.96699905395508,53.18999862670898,53.18999862670898,3746700,TSP,0.9293100504115234,0.6999436078861178,0.0,87267000.0,-405473000.0,50001000.0,346585000.0,6000.0,1536000.0,-405178000.0,2402000.0,-301000.0,4986000.0,310815000.0,81098000.0,-301000.0,22116000.0,319483000.0,-405473000.0,4852000.0,4542000.0,,,4196000.0,-4412000.0,50406000.0,356495000.0,14150000.0,-177870000.0,248241000.0,6000.0,-103848000.0,7718000.0,8000.0,-1004000.0,11943000.0,48962000.0,-4303000.0,
2021-06-21,53.13999938964844,53.13999938964844,49.540000915527344,51.09000015258789,51.09000015258789,903300,TSP,0.8956742647262509,0.7735369023239638,0.0,87267000.0,-405473000.0,50001000.0,346585000.0,6000.0,1536000.0,-405178000.0,2402000.0,-301000.0,4986000.0,310815000.0,81098000.0,-301000.0,22116000.0,319483000.0,-405473000.0,4852000.0,4542000.0,,,4196000.0,-4412000.0,50406000.0,356495000.0,14150000.0,-177870000.0,248241000.0,6000.0,-103848000.0,7718000.0,8000.0,-1004000.0,11943000.0,48962000.0,-4303000.0,
