Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Long Term Investments,Other Current Assets,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Investments
2017-09-29,50.18999862670898,50.470001220703125,49.790000915527344,50.45000076293945,44.69962692260742,1037000,SON,1.0265610114715815,1.0731382564503271,0.9862660364768324,1.0206479989635429,0.0059130125080386,-0.0171221322721188,-0.1030271625143705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,50.4900016784668,51.0099983215332,50.38999938964844,50.97999954223633,45.169212341308594,708600,SON,1.0178500879751922,1.0677137885004422,0.9825873810620498,1.012478214064533,0.0053718739106591,-0.0209937672609574,-0.106543497414884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,51.040000915527344,51.68000030517578,51.02000045776367,51.59999847412109,45.71854019165039,822400,SON,1.000968974056477,1.0646485839903923,0.9881023870070532,1.0113391723313174,-0.0103701982748405,-0.0253147910145097,-0.0936982552135189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,51.56999969482422,51.619998931884766,50.869998931884766,51.22999954223633,45.39070892333984,662800,SON,1.0132735776796886,1.059356485161404,0.9884982664787056,1.0126829906128405,0.0005905870668481,-0.0291272018601624,-0.1014611001179583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,51.290000915527344,51.290000915527344,50.619998931884766,50.9900016784668,45.178070068359375,560900,SON,1.0137281772770106,1.0516953245586482,0.9951425126402076,1.0121464877707815,0.001581689506229,-0.0311051511244644,-0.1027792361310515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,50.900001525878906,51.36000061035156,50.560001373291016,51.36000061035156,45.50589370727539,768800,SON,1.0019470878642365,1.0641302522730764,0.987380436255988,1.0081446760609294,-0.0061975881966929,-0.0308129705539597,-0.1131926301797755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,51.369998931884766,51.369998931884766,50.90999984741211,51.209999084472656,45.37299728393555,440200,SON,1.0060534245975306,1.0662633964839676,1.0126839343249543,1.0143616235707735,-0.0083081989732429,-0.037452028468685,-0.0857982118517426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,51.36000061035156,51.650001525878906,51.130001068115234,51.2400016784668,45.39957809448242,429000,SON,1.0013348203508765,1.0620991432227955,1.025767847298434,1.008797349947511,-0.0074625295966344,-0.03075153292115,-0.0635294653955216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,51.33000183105469,51.400001525878906,50.93999862670898,51.130001068115234,45.30212020874024,268500,SON,0.9999417296476268,1.0726612768836206,1.0295637832582036,1.0091988628593096,-0.0092571332116827,-0.0285709308590857,-0.0585332669347899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,51.36000061035156,51.790000915527344,51.290000915527344,51.7400016784668,45.84259414672852,510100,SON,0.9914635168237018,1.0535879716020846,1.0156587623522335,1.0112728774332036,-0.0198093606095017,-0.045096954221268,-0.0603763386128959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,51.810001373291016,51.869998931884766,51.540000915527344,51.63999938964844,45.75397872924805,281200,SON,0.9980667211321936,1.0671409208387002,1.025099692507944,1.0098252549340063,-0.0117585338018129,-0.0411085775485748,-0.0517909113356729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,51.83000183105469,51.91999816894531,51.45000076293945,51.52000045776367,45.64765930175781,505700,SON,0.9943282195105236,1.062781186435862,1.0466098012244427,1.0047827275420922,-0.0104545080315685,-0.0522805787058455,-0.0389841961357637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,51.38999938964844,51.52000045776367,51.2400016784668,51.400001525878906,45.54134368896485,880200,SON,1.0052751669194924,1.0627137327562592,1.028305324252265,1.016827126331923,-0.0115519594124307,-0.058282037413057,-0.0586329620625352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,51.41999816894531,51.70000076293945,50.959999084472656,51.06999969482422,45.24895095825195,453100,SON,1.015717085712797,1.069778374017777,1.0214265342667657,1.016900814218988,-0.0011837285061908,-0.0468053500795293,-0.0545688101578896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,51.380001068115234,53.0,51.380001068115234,52.02999877929688,46.09953308105469,761500,SON,0.99135974730395,1.0709553290288327,1.0101930405315276,1.0195478153138224,-0.0281880680098723,-0.0455955733103687,-0.0676405007862965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,52.43000030517578,53.119998931884766,52.20000076293945,53.11000061035156,47.056434631347656,818000,SON,0.9725283696032656,1.0474696653464188,0.9804712586260764,1.0187296628598663,-0.0462012932566007,-0.0694558604311257,-0.0850027505983876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,53.34000015258789,53.34000015258789,52.34999847412109,52.380001068115234,46.40964126586914,442200,SON,0.9847355036479096,1.0480247877508555,0.993166452531804,1.0231439317955078,-0.0384084281475981,-0.0662133652138265,-0.0752906993337845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,52.540000915527344,52.66999816894531,52.16999816894531,52.29999923706055,46.33875274658203,463900,SON,0.9906732504482842,1.0581053138335643,1.0086678445293678,1.023176662025299,-0.032503411577015,-0.0426875700128301,-0.0707129757684854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
