Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Deferred Long Term Liab,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,39.5,39.93999862670898,39.16999816894531,39.91999816894531,39.91999816894531,909500,CTLT,1.0668838202933495,1.0465932037992554,1.0020040539760575,1.0206479989635429,0.0462358213298066,-0.0436671849231906,-0.0872891450151454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,40.0,41.52999877929688,39.810001373291016,41.290000915527344,41.290000915527344,1735500,CTLT,1.0171954242850514,1.0089609814405605,0.9811091650109212,1.012478214064533,0.0047172102205184,-0.0797465743208392,-0.1080217134660126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,41.380001068115234,41.82500076293945,40.84999847412109,41.810001373291016,41.810001373291016,1083900,CTLT,0.9947380719091852,0.9925854732573854,0.9622099550548204,1.0113391723313174,-0.0166011004221322,-0.0973779017475166,-0.1195906871657517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,41.61000061035156,42.630001068115234,41.54999923706055,42.22999954223633,42.22999954223633,1411600,CTLT,1.0111295577977228,0.9952640121925784,0.9725313791146992,1.0126829906128405,-0.0015534328151176,-0.0932196748289879,-0.1174279874819648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,42.25,42.38999938964844,41.709999084472656,41.93999862670898,41.93999862670898,1262700,CTLT,0.9544587527431216,1.012398676079892,0.9988078388484092,1.0121464877707815,-0.0576877350276598,-0.0704017996032206,-0.0991139099228499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,41.93000030517578,42.29999923706055,41.560001373291016,42.290000915527344,42.290000915527344,1359800,CTLT,0.9489241002447216,1.0026011021038113,1.0007093586816609,1.0081446760609294,-0.0592205758162077,-0.0923421207232249,-0.0998637077541026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,42.2400016784668,42.31999969482422,41.290000915527344,41.47999954223633,41.47999954223633,703200,CTLT,0.9628736515785332,1.0366441773032316,1.009884278011976,1.0143616235707735,-0.0514879719922403,-0.067071247649421,-0.0885978681647208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,41.5,42.220001220703125,41.07099914550781,42.209999084472656,42.209999084472656,545200,CTLT,0.9031035242525642,1.010187166891789,0.992181994230869,1.008797349947511,-0.1056938256949466,-0.0826635092521566,-0.0971153184630866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,42.27999877929688,42.83000183105469,42.119998931884766,42.75,42.75,767000,CTLT,0.8888888888888888,1.0070175260131122,0.9866666738052814,1.0091988628593096,-0.1203099739704207,-0.0942146817295941,-0.1014303763877122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,42.7599983215332,42.959999084472656,42.18999862670898,42.2599983215332,42.2599983215332,555600,CTLT,0.8991954924105484,1.0037860826731406,0.9761003700509244,1.0112728774332036,-0.1120773850226551,-0.094898843150212,-0.099934730914205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,42.31999969482422,42.31999969482422,41.43999862670898,41.5,41.5,817500,CTLT,0.8980723001870764,1.0346987620893728,0.9975903982139496,1.0098252549340063,-0.1117529547469301,-0.0735507362979022,-0.0793002056296674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
