,Unnamed: 0,2021-03-31,2020-12-31,2020-09-30,2020-06-30
0,Intangible Assets,275000000.0,580000000.0,531000000.0,855000000.0
1,Capital Surplus,1279000000.0,1281000000.0,1283000000.0,1299000000.0
2,Total Liab,67512000000.0,66777000000.0,66770000000.0,64741000000.0
3,Total Stockholder Equity,6685000000.0,6789000000.0,6340000000.0,6126000000.0
4,Other Current Liab,47724000000.0,7097000000.0,7029000000.0,6747000000.0
5,Total Assets,74197000000.0,73566000000.0,73110000000.0,70867000000.0
6,Common Stock,85000000.0,86000000.0,87000000.0,89000000.0
7,Other Current Assets,51437000000.0,11444000000.0,5030000000.0,4536000000.0
8,Retained Earnings,4354000000.0,4149000000.0,3737000000.0,3685000000.0
9,Other Liab,16919000000.0,52793000000.0,55225000000.0,53892000000.0
10,Good Will,176000000.0,207000000.0,207000000.0,207000000.0
11,Treasury Stock,967000000.0,1273000000.0,1233000000.0,1053000000.0
12,Other Assets,6429000000.0,8683000000.0,8336000000.0,7950000000.0
13,Cash,1691000000.0,2810000000.0,3747000000.0,2698000000.0
14,Total Current Liabilities,48477000000.0,11705000000.0,8331000000.0,7618000000.0
15,Other Stockholder Equity,967000000.0,1273000000.0,1233000000.0,1053000000.0
16,Property Plant Equipment,133000000.0,139000000.0,154000000.0,163000000.0
17,Total Current Assets,55694000000.0,17380000000.0,12414000000.0,10434000000.0
18,Long Term Investments,11490000000.0,46577000000.0,51468000000.0,51258000000.0
19,Net Tangible Assets,6478000000.0,6548000000.0,6099000000.0,5882000000.0
20,Net Receivables,1785000000.0,2190000000.0,2569000000.0,2246000000.0
21,Long Term Debt,1963000000.0,2163000000.0,3039000000.0,3047000000.0
22,Accounts Payable,753000000.0,3634000000.0,977000000.0,746000000.0
23,Deferred Long Term Asset Charges,,43000000.0,,
24,Short Long Term Debt,,931000000.0,325000000.0,125000000.0
0,Investments,-1010000000.0,-313000000.0,473000000.0,587000000.0
1,Change To Liabilities,0.0,0.0,0.0,0.0
2,Total Cashflows From Investing Activities,-938000000.0,-792000000.0,524000000.0,357000000.0
3,Total Cash From Financing Activities,-172000000.0,-632000000.0,-84000000.0,113000000.0
4,Change To Operating Activities,327000000.0,117000000.0,165000000.0,172000000.0
5,Issuance Of Stock,20000000.0,7000000.0,3000000.0,2000000.0
6,Net Income,419000000.0,692000000.0,164000000.0,177000000.0
7,Change In Cash,-483000000.0,-937000000.0,1049000000.0,1025000000.0
8,Repurchase Of Stock,-192000000.0,-80000000.0,-96000000.0,-76000000.0
9,Total Cash From Operating Activities,627000000.0,487000000.0,609000000.0,555000000.0
10,Depreciation,99000000.0,51000000.0,169000000.0,-34000000.0
11,Other Cashflows From Investing Activities,108000000.0,106000000.0,73000000.0,-94000000.0
12,Dividends Paid,-43000000.0,-42000000.0,-38000000.0,-41000000.0
13,Other Cashflows From Financing Activities,43000000.0,-193000000.0,-149000000.0,-211000000.0
14,Change To Netincome,-218000000.0,-373000000.0,111000000.0,240000000.0
15,Net Borrowings,,-151000000.0,196000000.0,439000000.0
