Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Deferred Long Term Asset Charges,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,106.0,107.5999984741211,105.72000122070312,105.98999786376952,101.3927230834961,3735900,EFX,1.023964715054395,1.1517125194332145,1.114308195633822,1.0206479989635429,0.003316716090852,0.0614521307107684,0.0250149966426191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,106.08999633789062,108.61000061035156,106.0,107.80999755859376,103.1337890625,3667000,EFX,1.0184582694183262,1.1433467140584608,1.0917613851565682,1.012478214064533,0.0059800553537932,0.0546391582970611,0.0026305066796343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,108.0,112.45999908447266,107.08000183105467,110.4499969482422,105.65927124023438,6579300,EFX,0.9861477082919944,1.1083860953722775,1.0573709730946097,1.0113391723313174,-0.025191464039323,0.0184227203673754,-0.0244296691259624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,110.5500030517578,112.08999633789062,108.7699966430664,111.93000030517578,107.07508087158205,3979300,EFX,0.9711427053744884,1.0960615395796585,1.049326287385875,1.0126829906128405,-0.041540285238352,0.007577852558092,-0.0406330792107889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,111.8499984741211,113.63999938964844,110.77999877929688,112.97000122070312,108.06998443603516,3275700,EFX,0.9562714274509566,1.0764660712862433,1.0596290180783567,1.0121464877707815,-0.0558750603198249,-0.0063344043968693,-0.0382927306929024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,113.16999816894533,113.43000030517578,110.9000015258789,111.33999633789062,106.51066589355467,2929600,EFX,0.964792688204762,1.0950196431863866,1.0706208473209469,1.0081446760609294,-0.0433519878561673,7.642035935040425e-05,-0.0299522191148167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,111.3499984741211,113.5500030517578,110.68000030517578,112.25,107.3812026977539,1708500,EFX,0.9550110912022158,1.0983009262953185,1.0653493876125966,1.0143616235707735,-0.0593505323685576,-0.0054144986573341,-0.0331327585641003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,112.86000061035156,113.66000366210938,112.19000244140624,113.54000091552734,108.6152572631836,1921500,EFX,0.959573682117673,1.0797238406652685,1.0541320117088433,1.008797349947511,-0.0492236678298378,-0.0131268354786771,-0.0351653009851122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,113.55999755859376,114.45999908447266,109.69000244140624,110.5,105.70710754394533,2555200,EFX,0.9840725264849216,1.1190553005136972,1.0898750090398996,1.0091988628593096,-0.0251263363743879,0.0178230927709908,0.001777958846906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,109.8499984741211,110.8499984741211,106.58000183105467,108.80999755859376,104.09042358398438,5976200,EFX,0.9998159541578528,1.1329312323815135,1.1022685793947815,1.0112728774332036,-0.0114569232753507,0.0342463065581608,0.026233478429652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,109.5500030517578,110.3499984741211,108.05999755859376,109.5,104.75048065185548,2157900,EFX,0.9982648760675183,1.1412806617404188,1.1018508207115076,1.0098252549340063,-0.0115603788664881,0.0330311633531437,0.0249602168678906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,109.68000030517578,110.26000213623048,108.62999725341795,108.6999969482422,103.98518371582033,3078400,EFX,1.0138914384969242,1.154019363520986,1.0741161150929015,1.0047827275420922,0.009108710954832,0.0389575983792784,-0.0114778822673049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,109.0,110.08000183105467,108.4800033569336,108.58000183105467,103.8703842163086,1532100,EFX,1.0092097402923164,1.1552024059056452,1.0596330426848612,1.016827126331923,-0.0076173860396067,0.0342066357363288,-0.027305243629939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,108.75,110.75,108.5199966430664,110.62000274658205,105.82191467285156,2230800,EFX,1.00677988708239,1.1406116959342596,1.0197959090977908,1.016900814218988,-0.0101209271365978,0.0240279718369531,-0.0561994353268644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,110.5500030517578,111.81999969482422,110.01000213623048,110.51000213623048,105.7166976928711,2238300,EFX,1.003619312497334,1.1510093566924806,1.0297391137544916,1.0195478153138224,-0.0159285028164883,0.0344584543532791,-0.0480944275633326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
