Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Short Term Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Investments,Repurchase Of Stock,Other Cashflows From Investing Activities
2017-09-29,41.84000015258789,42.040000915527344,41.59000015258789,41.63999938964844,41.63999938964844,284200,CFX,1.0016810685843005,0.9740634478341056,0.7533621829742839,1.0206479989635429,-0.0189669303792423,-0.1161969408883404,-0.335931016016919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,41.61000061035156,42.11000061035156,41.43000030517578,42.04999923706055,42.04999923706055,628500,CFX,0.9883472562982196,0.9690844408882938,0.7469679052866444,1.012478214064533,-0.0241309577663133,-0.1196231148731058,-0.3421629731902894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,42.25,42.380001068115234,42.0099983215332,42.34999847412109,42.34999847412109,473800,CFX,0.9872491825198046,0.964817050355267,0.7461629638730592,1.0113391723313174,-0.0240899898115127,-0.125146324649635,-0.3356376783475129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,42.31999969482422,42.720001220703125,42.150001525878906,42.27999877929688,42.27999877929688,450400,CFX,1.0011826644560426,0.9794229196546056,0.758751247806639,1.0126829906128405,-0.0115003261567978,-0.1090607673669608,-0.331208118790025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,42.34999847412109,42.47999954223633,42.150001525878906,42.29999923706055,42.29999923706055,388100,CFX,0.8728132112257434,0.9713948201821117,0.762411361268882,1.0121464877707815,-0.1393332765450381,-0.111405655501001,-0.3355103875023771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,42.06999969482422,42.5,42.02000045776367,42.15999984741211,42.15999984741211,388200,CFX,0.8764231711734112,0.982210626121574,0.7720588082274045,1.0081446760609294,-0.1317215048875182,-0.1127325967054622,-0.3285142582083591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,42.29999923706055,42.45000076293945,42.11000061035156,42.34999847412109,42.34999847412109,421000,CFX,0.8675325384230556,0.9860684728725924,0.7716647339466995,1.0143616235707735,-0.1468290851477179,-0.1176469520800602,-0.3268174122299974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,42.650001525878906,42.75,41.72999954223633,41.81999969482422,41.81999969482422,374900,CFX,0.8651363120323872,0.9868484160431829,0.777379209917994,1.008797349947511,-0.1436610379151237,-0.1060022601007627,-0.3119181027759615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,41.900001525878906,42.040000915527344,41.72999954223633,42.02999877929688,42.02999877929688,288500,CFX,0.8691410858972191,0.9847727954262112,0.7642160329470773,1.0091988628593096,-0.1400577769620905,-0.1164594123164951,-0.3238810172459163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,41.77000045776367,42.18999862670898,41.77000045776367,42.02999877929688,42.02999877929688,388300,CFX,0.8622413212231136,0.9819177172589504,0.7516060211771521,1.0112728774332036,-0.14903155621009,-0.1167672085644022,-0.3244290797879773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,42.2599983215332,42.79999923706055,41.959999084472656,42.2599983215332,42.2599983215332,547900,CFX,0.8353052683173854,0.981306267576742,0.7565073493404391,1.0098252549340063,-0.1745199866166211,-0.126943230810533,-0.3203832545031779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,42.619998931884766,43.0099983215332,42.27999877929688,42.790000915527344,42.790000915527344,740100,CFX,0.8151437326905552,0.95419492772758,0.7415283679211693,1.0047827275420922,-0.189638994851537,-0.1608668374141276,-0.3440656294390372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
