Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Long Term Investments,Short Term Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Change To Netincome,Capital Expenditures,Investments,Other Cashflows From Financing Activities
2017-09-29,91.77999877929688,92.1999969482422,91.5999984741211,91.68000030517578,84.6133804321289,283700,LECO,0.9998909872417202,1.0335090251112558,0.9864361619393992,1.0206479989635429,-0.0207570117218226,-0.0567513636111902,-0.1028570370518037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,91.5999984741211,93.02999877929688,91.54000091552734,92.9800033569336,85.81317901611328,278600,LECO,0.9790277216552176,1.0259717871334642,0.984251720684353,1.012478214064533,-0.0334504924093154,-0.0627357686279355,-0.1048791577925808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,92.97000122070312,94.11000061035156,92.54000091552734,94.0,86.75454711914062,440600,LECO,0.9718086882069022,1.0294753573359534,0.9690649763452798,1.0113391723313174,-0.0395304841244151,-0.0604880176689486,-0.1127356658752923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,93.80999755859376,94.31999969482422,93.76000213623048,94.11000061035156,86.85609436035156,441500,LECO,0.9544148212615824,1.0277382158500727,0.9805790413936544,1.0126829906128405,-0.0582681693512581,-0.0607454711714936,-0.1093803252030096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,94.29000091552734,94.66999816894533,93.87999725341795,94.13999938964844,86.88377380371094,269900,LECO,0.9506055042004632,1.021116821785682,0.994088354175393,1.0121464877707815,-0.0615409835703183,-0.0616836538974305,-0.1038333945958661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,94.05999755859376,94.8000030517578,93.87000274658205,94.12000274658205,86.86531066894531,398900,LECO,0.937633029763008,1.0400063764699476,0.9965502067961224,1.0081446760609294,-0.0705116462979214,-0.0549368463570885,-0.1040228596396412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,94.12000274658205,95.0,93.68000030517578,93.98999786376952,86.74534606933594,222400,LECO,0.9279708697167236,1.0457184882944297,0.9976063964053816,1.0143616235707735,-0.0863907538540499,-0.0579969366582229,-0.1008757497713153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,94.30999755859376,94.62999725341795,93.3499984741211,93.83999633789062,86.60688781738281,154000,LECO,0.92178184521172,1.0598044105669104,0.9955468493018426,1.008797349947511,-0.0870155047357909,-0.0330462655770351,-0.093750463392113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,93.83000183105467,94.26000213623048,93.77999877929688,93.97000122070312,86.72687530517578,241300,LECO,0.9227412620140022,1.0531017249668242,0.9321275235947504,1.0091988628593096,-0.0864576008453074,-0.0481304827758821,-0.1559695265982432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,94.0500030517578,94.62000274658205,93.8499984741211,94.18000030517578,86.92070770263672,262000,LECO,0.9167548724110016,1.0548053251897611,0.9161261459029948,1.0112728774332036,-0.0945180050222019,-0.0438796006335915,-0.1599089550621346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,94.81999969482422,95.26000213623048,94.30999755859376,94.43000030517578,87.15142059326172,183400,LECO,0.914751681919225,1.0636049146331503,0.9084669666608336,1.0098252549340063,-0.0950735730147815,-0.0446445837541247,-0.1684236371827834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
