,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Change To Liabilities,-17919000.0,-8339000.0,3636000.0,17871000.0
Total Cashflows From Investing Activities,-49213000.0,-192823000.0,20841000.0,-272027000.0
Net Borrowings,-31760000.0,24322000.0,-942000.0,-496000.0
Total Cash From Financing Activities,-246141000.0,-371944000.0,-302130000.0,-135037000.0
Change To Operating Activities,32441000.0,-17377000.0,-9355000.0,-1998000.0
Issuance Of Stock,17192000.0,14347000.0,4690000.0,16627000.0
Net Income,206115000.0,293109000.0,287066000.0,247503000.0
Change In Cash,57716000.0,-159286000.0,32148000.0,-52478000.0
Repurchase Of Stock,-113455000.0,-292693000.0,-201650000.0,-43164000.0
Effect Of Exchange Rate,1708000.0,2296000.0,-15715000.0,19741000.0
Total Cash From Operating Activities,351362000.0,403185000.0,329152000.0,334845000.0
Depreciation,80492000.0,81487000.0,72346000.0,68115000.0
Other Cashflows From Investing Activities,2321000.0,2000000.0,-2000000.0,-2000000.0
Dividends Paid,-118118000.0,-117920000.0,-102058000.0,-92452000.0
Change To Inventory,22751000.0,-12023000.0,-23904000.0,19448000.0
Change To Account Receivables,3582000.0,50394000.0,-4061000.0,-16811000.0
Change To Netincome,23900000.0,15934000.0,3424000.0,717000.0
Capital Expenditures,-59201000.0,-69615000.0,-71246000.0,-61656000.0
Investments,,,179124000.0,-140204000.0
Other Cashflows From Financing Activities,,,-2170000.0,-15552000.0
