,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,-24198000.0,-864000.0,1940000.0,-7985000.0
Change To Liabilities,-9800000.0,15387000.0,-36488000.0,43041000.0
Total Cashflows From Investing Activities,38042000.0,-83924000.0,-76653000.0,-53217000.0
Net Borrowings,-126300000.0,-14933000.0,-2657000.0,17369000.0
Total Cash From Financing Activities,-207132000.0,-103783000.0,-79107000.0,-51988000.0
Change To Operating Activities,5590000.0,-34936000.0,6862000.0,-8269000.0
Issuance Of Stock,1810000.0,160000.0,160000.0,160000.0
Net Income,116697000.0,137942000.0,201234000.0,-38394000.0
Change In Cash,-23790000.0,-39336000.0,-31789000.0,123290000.0
Repurchase Of Stock,-143000.0,-9082000.0,-9082000.0,-9082000.0
Total Cash From Operating Activities,145300000.0,148371000.0,123971000.0,228495000.0
Depreciation,72573000.0,74876000.0,48595000.0,71704000.0
Dividends Paid,-80053000.0,-80039000.0,-75554000.0,-49604000.0
Change To Account Receivables,534000.0,18593000.0,20616000.0,10286000.0
Other Cashflows From Financing Activities,-2446000.0,111000.0,-896000.0,-19753000.0
Change To Netincome,-40294000.0,-63491000.0,-120048000.0,150127000.0
