,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,1097712000.0,-249421000.0,89062000.0,-7415698000.0
Change To Liabilities,0.0,0.0,1379099000.0,0.0
Total Cashflows From Investing Activities,863736000.0,-625865000.0,-122164000.0,-7623866000.0
Net Borrowings,2541299000.0,154864000.0,129692000.0,862689000.0
Total Cash From Financing Activities,1783312000.0,153916000.0,115802000.0,8708039000.0
Change To Operating Activities,2043108000.0,-1290303000.0,357331000.0,1438506000.0
Net Income,529176000.0,158336000.0,313770000.0,254901000.0
Change In Cash,4009183000.0,-583516000.0,254671000.0,-584459000.0
Repurchase Of Stock,-756744000.0,-232080000.0,-91000.0,-91000.0
Effect Of Exchange Rate,39928000.0,-22406000.0,18395000.0,1272000.0
Total Cash From Operating Activities,1322207000.0,-89161000.0,242638000.0,-1669904000.0
Depreciation,81264000.0,74251000.0,62185000.0,51160000.0
Other Cashflows From Investing Activities,5000.0,95000.0,95000.0,-4849000.0
Change To Account Receivables,-1334082000.0,646071000.0,-704515000.0,-3493884000.0
Other Cashflows From Financing Activities,-1243000.0,231132000.0,-13799000.0,-27204000.0
Change To Netincome,-4597000.0,251614000.0,153519000.0,-32690000.0
Capital Expenditures,-190279000.0,-334431000.0,-37443000.0,-153732000.0
Issuance Of Stock,,,,7872554000.0
