,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,797423000.0,284758000.0,25056000.0,26645000.0
Capital Surplus,4687823000.0,2582087000.0,1356133000.0,394082000.0
Total Liab,4038330000.0,2337665000.0,1825673000.0,2209027000.0
Total Stockholder Equity,3790440000.0,1833018000.0,706755000.0,-186924000.0
Minority Interest,2381000.0,,,
Deferred Long Term Liab,5811000.0,3679000.0,5437000.0,9591000.0
Other Current Liab,126655000.0,48224000.0,28830000.0,785000.0
Total Assets,7831151000.0,4170683000.0,2532428000.0,2394897000.0
Common Stock,2517000.0,1918000.0,1482000.0,694000.0
Other Current Assets,40468000.0,28763000.0,22560000.0,39832000.0
Other Liab,257384000.0,54984000.0,61872000.0,66678000.0
Good Will,794335000.0,318483000.0,186095000.0,188169000.0
Treasury Stock,-899900000.0,-750987000.0,-650860000.0,-581700000.0
Other Assets,13216000.0,8992000.0,8900000.0,12627000.0
Cash,609537000.0,234303000.0,208078000.0,48873000.0
Total Current Liabilities,662223000.0,350963000.0,253080000.0,241259000.0
Deferred Long Term Asset Charges,826000.0,418000.0,391000.0,553000.0
Other Stockholder Equity,-899900000.0,-750987000.0,-650860000.0,-581700000.0
Property Plant Equipment,5162820000.0,3050615000.0,1839701000.0,1834885000.0
Total Current Assets,1018450000.0,507835000.0,458135000.0,316629000.0
Long Term Investments,44907000.0,,14541000.0,15942000.0
Net Tangible Assets,2198682000.0,1229777000.0,495604000.0,-401738000.0
Net Receivables,346931000.0,235398000.0,219622000.0,217528000.0
Long Term Debt,2648266000.0,1695447000.0,1351014000.0,1741450000.0
Inventory,21514000.0,9371000.0,7875000.0,10396000.0
Accounts Payable,179028000.0,109222000.0,85038000.0,93501000.0
Short Long Term Debt,,3505000.0,,
