Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Accounts Payable,Short Long Term Debt,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,139.92999267578125,140.5,139.1199951171875,139.52999877929688,128.85446166992188,213800,RGA,1.070594175737743,1.1263738059537651,1.089485524842722,1.0206479989635429,0.0499461767742002,0.0361134172313191,0.000192325851519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,139.67999267578125,140.60000610351562,138.77999877929688,140.60000610351562,129.8425750732422,313700,RGA,1.0704127911807264,1.121298856330374,1.0878531095688362,1.012478214064533,0.0579345771161934,0.0325913005689744,-0.0012777689080976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,140.88999938964844,141.47000122070312,140.42999267578125,141.17999267578125,130.37818908691406,193900,RGA,1.0558862374648383,1.128844813572295,1.078392620251824,1.0113391723313174,0.0445470651335209,0.038881438567393,-0.0034080219687482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,141.0,141.30999755859375,140.07000732421875,140.8300018310547,130.05499267578125,270500,RGA,1.0670310880172478,1.1393442949923998,1.0901505804570164,1.0126829906128405,0.0543480974044072,0.0508606079708333,0.0001912138603523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,140.9199981689453,142.39999389648438,140.49000549316406,142.10000610351562,131.22784423828125,183700,RGA,1.0653322477706195,1.1430713750507548,1.0843747107607915,1.0121464877707815,0.0531857599998379,0.0602708993676421,-0.0135470380104676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,142.5500030517578,142.97999572753906,140.8000030517578,141.5,130.6737060546875,202300,RGA,1.0709841108513103,1.1604691684750472,1.0906093206872811,1.0081446760609294,0.0628394347903809,0.065525945648011,-0.0099637457484824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,141.91000366210938,142.08999633789062,140.7899932861328,141.05999755859375,130.2673797607422,301300,RGA,1.0719064546081427,1.166364908975457,1.0902288489567369,1.0143616235707735,0.0575448310373691,0.0626494840228044,-0.00825329721996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,141.88999938964844,142.10000610351562,140.8000030517578,141.38999938964844,130.57211303710938,214300,RGA,1.0716756489934645,1.1534955348576528,1.106765387731978,1.008797349947511,0.0628782990459535,0.0606448587137071,0.0174680750380225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,141.2100067138672,142.2100067138672,140.86000061035156,142.0399932861328,131.1724090576172,223500,RGA,1.0568817712759182,1.151818731195141,1.1087873399860293,1.0091988628593096,0.0476829084166086,0.0505865234524347,0.0206902897930356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,142.63999938964844,143.10000610351562,141.63999938964844,142.58999633789062,131.68035888671875,244300,RGA,1.05723803228903,1.1389320081892935,1.107546243228699,1.0112728774332036,0.0459651548558264,0.0402470823659408,0.0315111422635696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,142.63999938964844,143.7100067138672,141.8300018310547,142.85000610351562,131.9204559326172,330400,RGA,1.0516613249908422,1.1410031231135502,1.1047551806775726,1.0098252549340063,0.0418360700568356,0.0327536247262751,0.0278645768339556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,143.1199951171875,144.32000732421875,142.63999938964844,143.14999389648438,132.1974639892578,188800,RGA,1.0517005854200974,1.1447102292290363,1.1203724554875156,1.0047827275420922,0.0469178578780051,0.0296484640873286,0.0347784581273091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,143.6199951171875,143.7899932861328,142.74000549316406,143.22999572753906,132.27137756347656,269200,RGA,1.0459992268591574,1.138326225059661,1.0963419778908483,1.016827126331923,0.0291721005272342,0.0173304548903447,0.009403691576048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,144.3300018310547,144.94000244140625,143.44000244140625,144.5399932861328,133.48110961914062,245800,RGA,1.0438080673374777,1.127454297746021,1.0405095304909178,1.016900814218988,0.0269072531184897,0.0108705736487144,-0.0354858139337375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,144.27000427246094,145.5500030517578,144.0800018310547,145.44000244140625,134.31228637695312,203200,RGA,1.0386595988089462,1.1177180029287832,1.0591264318717062,1.0195478153138224,0.0191117834951237,0.0011671005895816,-0.0187071094461179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,146.60000610351562,147.1300048828125,144.97999572753906,145.0,133.90591430664062,319700,RGA,1.052467518674953,1.1164042627914623,1.0524124800670218,1.0187296628598663,0.0337378558150867,-0.0005212629860822,-0.0130615291574422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,145.42999267578125,145.57000732421875,144.0500030517578,144.7100067138672,133.6381378173828,220800,RGA,1.0562405651722306,1.107409259236212,1.0403301671627974,1.0231439317955078,0.0330966333767228,-0.0068288937284701,-0.0281269847027911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,145.16000366210938,145.41000366210938,143.97000122070312,144.4600067138672,133.4072723388672,307300,RGA,1.1014773111087193,1.1112011134877482,1.062966295584148,1.023176662025299,0.0783006490834199,0.0104082296413536,-0.0164145247137053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,144.4600067138672,144.6999969482422,142.88999938964844,143.60000610351562,132.61306762695312,442400,RGA,1.115200789788895,1.094519113604643,1.078053672046605,1.028738706809164,0.0864620829797309,-0.0136947079499225,-0.0157675902386995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,144.66000366210938,145.27000427246094,143.9199981689453,144.86000061035156,133.7766571044922,370300,RGA,1.1200458026046438,1.1068168159296703,1.0718836041708704,1.0357335667629224,0.0843122358417214,0.0024482852422289,-0.0191384301499908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-27,148.0,152.19000244140625,145.5500030517578,152.19000244140625,140.54580688476562,528500,RGA,1.0823186017299238,1.0249627340049354,0.9994205721320926,1.0327543330408862,0.0495642686890376,-0.0534562195911052,-0.096708226602977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-30,151.75999450683594,152.19000244140625,150.0800018310547,150.61000061035156,139.08668518066406,348900,RGA,1.0795500036477592,1.0176615175665662,1.0095697454302903,1.0448229351223306,0.0347270685254286,-0.0284494160059125,-0.1008197469645766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31,150.25,150.33999633789062,148.4499969482422,149.3800048828125,137.95083618164062,340600,RGA,1.0794385773032449,1.0173762209445991,1.0253193707687396,1.0378093145840102,0.0416292627192347,-0.0362801474698921,-0.0822605803596838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-01,149.85000610351562,151.14999389648438,149.6699981689453,150.5,138.9851531982422,329500,RGA,1.0780718647167145,1.0241858978138187,1.007690153329884,1.0388512590749122,0.0392206056418023,-0.030398120538031,-0.1017524529291844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-02,150.39999389648438,150.97999572753906,148.16000366210938,149.07000732421875,137.66453552246094,416100,RGA,1.082423564752893,0.988968722286442,1.019863593181233,1.0310647944789963,0.0513587702738966,-0.0290776198335575,-0.0846384181043491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-03,148.89999389648438,150.88999938964844,148.3699951171875,150.27000427246094,138.77272033691406,304900,RGA,1.066902711265542,0.99527313378728,1.0117193603375365,1.0262436118253355,0.0406590994402062,-0.0303632717804724,-0.0960909583518296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-06,149.6300048828125,151.02999877929688,149.47999572753906,150.8800048828125,139.80125427246094,207600,RGA,1.0662778875607604,0.9869531975225974,1.003075415178866,1.0311845275729687,0.0350933599877916,-0.049157731679847,-0.1026528691572408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-07,151.22000122070312,151.86000061035156,149.83999633789062,151.0399932861328,139.949462890625,362400,RGA,1.0716366643232331,0.997931360371786,0.9908830702349656,1.0414917955670933,0.0301448687561398,-0.04797844965588,-0.1209432888601045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-08,150.77999877929688,151.75,150.16000366210938,150.6999969482422,139.6344451904297,313400,RGA,1.063901616890591,1.0251489359237589,1.0104187668279263,1.0390384642435906,0.0248631526470004,-0.0358558271739797,-0.1042345385734253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-09,150.05999755859375,152.00999450683594,149.58999633789062,151.02000427246094,139.9309539794922,423200,RGA,1.0618459268645215,1.024371695591796,1.0106105273258916,1.0401272810196784,0.021718645844843,-0.0512031571422961,-0.1020684655004318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-10,150.92999267578125,150.92999267578125,149.38999938964844,149.6199951171875,138.63372802734375,310700,RGA,1.0540702217819602,1.0428085410819437,1.013877497110781,1.0393664161720684,0.0147038056098918,-0.0330847075584741,-0.0994604632441471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-13,149.47000122070312,151.0399932861328,148.99000549316406,150.25,139.2174835205078,633000,RGA,1.0417970360236468,1.037634715611124,1.007013338912906,1.0305050740272153,0.0112919619964315,-0.0290324991551966,-0.1046192219177009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-14,149.55999755859375,150.67999267578125,149.55999755859375,149.72999572753906,138.7356414794922,326600,RGA,1.0456823386341163,1.0407694349176364,1.008359492262526,1.043144349882203,0.0025379887519132,-0.0241713475251859,-0.1052927285757248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-15,149.1300048828125,150.94000244140625,148.3300018310547,150.0500030517578,139.0321502685547,550500,RGA,1.0407201317088712,1.023572011579511,0.996146345580381,1.0570826794517585,-0.0163625477428872,-0.044377706694086,-0.1144817538502669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-16,150.52999877929688,150.8000030517578,149.24000549316406,149.32000732421875,138.3557586669922,360300,RGA,1.0373027951151408,1.0504134479975975,1.0145661054143782,1.0412088647392546,-0.0039060696241137,-0.0200657643400206,-0.0976486053487699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-17,148.99000549316406,150.4499969482422,148.33999633789062,150.3699951171875,139.3286590576172,334300,RGA,1.0270000918843554,1.04481350049496,1.0003858266793837,1.0392013474275237,-0.0122012555431683,-0.0305075471840055,-0.099553545238292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-20,150.7100067138672,151.33999633789062,150.1999969482422,150.55999755859375,139.50474548339844,273500,RGA,1.0304859141010807,1.0367644461089387,1.003669313147061,1.0381241126825425,-0.0076381985814617,-0.0209451145199199,-0.1034986386420706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-21,151.80999755859375,152.35000610351562,151.1699981689453,152.10000610351562,140.93162536621094,318800,RGA,1.0195267588737449,1.0144597906366273,0.999132966908634,1.03199537924298,-0.0124686203692352,-0.0281417491668194,-0.1064364983107706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-22,151.88999938964844,152.5399932861328,150.9199981689453,152.33999633789062,141.15402221679688,220200,RGA,1.0244847129991663,0.9982404517726824,0.9898939211970592,1.0328322263084138,-0.0083475133092474,-0.0362631945456972,-0.1197301174989511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-24,153.00999450683594,159.3000030517578,152.58999633789062,158.58999633789062,146.94508361816406,556300,RGA,0.9847407004200228,0.9544716289694298,0.9606574863037532,1.032019884081241,-0.0472791836612178,-0.0882393930252788,-0.156367585185483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-27,158.4499969482422,160.22999572753906,158.07000732421875,159.61000061035156,147.89019775390625,1061300,RGA,0.9814547511321554,0.976533646054346,0.9528784791622732,1.0369551897736955,-0.0555004386415403,-0.0804975907360222,-0.1641890163235263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-28,160.3300018310547,162.02000427246094,159.1699981689453,161.7100067138672,149.8359832763672,642900,RGA,0.964256876339088,0.9696839531262365,0.9441769366345096,1.020376345675996,-0.056119469336908,-0.0837292266271478,-0.167222313396625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-29,163.2899932861328,165.1199951171875,161.67999267578125,164.1699981689453,152.11534118652344,509400,RGA,0.9463971974808786,0.9618154462555086,0.9189311378407792,1.026253639124301,-0.0798564416434223,-0.0922379083997011,-0.193353125601438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
