,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,-237787000.0,-26331000.0,-59697000.0,33884000.0
Change To Liabilities,-1957000.0,2119000.0,-2987000.0,5682000.0
Total Cashflows From Investing Activities,-244505000.0,-35399000.0,-267435000.0,20240000.0
Net Borrowings,-3628000.0,927824000.0,-23013000.0,-469000.0
Total Cash From Financing Activities,751000.0,932263000.0,-17581000.0,5193000.0
Change To Operating Activities,-7789000.0,-10681000.0,-28842000.0,8696000.0
Issuance Of Stock,4379000.0,5790000.0,5432000.0,6164000.0
Net Income,-58295000.0,-50683000.0,-45704000.0,-23778000.0
Change In Cash,-260797000.0,885883000.0,-316175000.0,52550000.0
Effect Of Exchange Rate,-29000.0,-112000.0,-10000.0,-83000.0
Total Cash From Operating Activities,-17014000.0,-10869000.0,-31149000.0,27200000.0
Depreciation,17487000.0,17239000.0,29014000.0,4467000.0
Change To Account Receivables,-3927000.0,-1685000.0,-2595000.0,15542000.0
Change To Netincome,33995000.0,30179000.0,15266000.0,13696000.0
Capital Expenditures,-2934000.0,-8079000.0,-5126000.0,-11893000.0
Other Cashflows From Financing Activities,,-1351000.0,-1351000.0,-502000.0
