Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Deferred Long Term Asset Charges,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Issuance Of Stock
2017-09-29,44.41999816894531,44.66999816894531,44.380001068115234,44.5099983215332,35.22458267211914,2042800,BEN,0.9465289525686456,0.9779458610883598,0.8024913165198763,1.0206479989635429,-0.0741190463948973,-0.1123145276340862,-0.2868018824713266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,44.59000015258789,44.790000915527344,44.34999847412109,44.72999954223633,35.398685455322266,1507800,BEN,0.9481331697766046,0.979203955190514,0.8196881358401639,1.012478214064533,-0.0643450442879284,-0.1095036005708857,-0.2694427426367699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,44.650001525878906,44.86000061035156,44.40999984741211,44.77000045776367,35.43034744262695,1635600,BEN,0.9611347208014596,0.9861879812266626,0.8142885659366056,1.0113391723313174,-0.0502044515298578,-0.1037753937782394,-0.2675120762839665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,44.79999923706055,44.959999084472656,44.630001068115234,44.869998931884766,35.509483337402344,3465200,BEN,0.953643609918486,0.9781650254957835,0.8293851555304032,1.0126829906128405,-0.0590393806943545,-0.1103186615257828,-0.2605742110662609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,45.0,45.09999847412109,44.7599983215332,44.7599983215332,35.42243194580078,3107200,BEN,0.9515191941913752,0.971809685736618,0.8346173040104986,1.0121464877707815,-0.0606272935794063,-0.1109907899464947,-0.2633044447607605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,44.88999938964844,45.16999816894531,44.52999877929688,44.66999816894531,35.351200103759766,2620100,BEN,0.9353034200000973,0.9888458153867902,0.8382685315424828,1.0081446760609294,-0.0728412560608321,-0.1060974074402459,-0.2623045348932807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,44.88999938964844,44.93000030517578,44.63999938964844,44.709999084472656,35.38286209106445,1374800,BEN,0.9369268511725364,1.0012265771683284,0.8404699309625833,1.0143616235707735,-0.0774347723982371,-0.1024888477843242,-0.2580122152141136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,44.77000045776367,45.34999847412109,44.65999984741211,44.91999816894531,35.549049377441406,2355600,BEN,0.920080223458172,0.9799855563436732,0.8333582466731838,1.008797349947511,-0.0887171264893389,-0.1128651198002723,-0.2559390660207717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,45.0,45.040000915527344,44.65999984741211,44.93000030517578,35.55695724487305,3364000,BEN,0.9154243790099456,1.0046031329326557,0.823382587120347,1.0091988628593096,-0.093774483849364,-0.0966290748100506,-0.2647144630726467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,44.869998931884766,45.130001068115234,44.7599983215332,44.79999923706055,35.45408248901367,2136500,BEN,0.9109375596818404,1.0014595320136754,0.8176709893130838,1.0112728774332036,-0.1003353177513631,-0.0972253938096772,-0.2583641116520456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,44.7599983215332,45.09999847412109,44.63999938964844,44.63999938964844,35.32746124267578,1914000,BEN,0.9146506779807798,1.0109039290210156,0.8272532249088154,1.0098252549340063,-0.0951745769532267,-0.0973455693662594,-0.2496373789348016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,44.65999984741211,44.88999938964844,44.56999969482422,44.75,35.41450881958008,2360500,BEN,0.9039107355999508,1.0187527581941729,0.8301346628892938,1.0047827275420922,-0.1008719919421413,-0.0963090069475347,-0.2554593344709126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,44.7599983215332,44.88999938964844,44.290000915527344,44.38999938964844,35.129615783691406,1425000,BEN,0.9134942509613946,1.0306381201556996,0.8492538509534893,1.016827126331923,-0.1033328753705284,-0.0903576500136167,-0.237684435361311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,44.5,44.91999816894531,44.43999862670898,44.79999923706055,35.45408248901367,1420300,BEN,0.903571468919715,1.021430427449746,0.8257717416741311,1.016900814218988,-0.1133293452992729,-0.0951532966475603,-0.2502236027505241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,44.52000045776367,44.97999954223633,44.52000045776367,44.869998931884766,35.509483337402344,1986400,BEN,0.908401888232793,1.011771160383121,0.8095328641327083,1.0195478153138224,-0.1111459270810294,-0.1047797419560805,-0.2683006771851158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,45.22999954223633,45.400001525878906,44.88999938964844,45.06999969482422,35.667762756347656,2007700,BEN,0.9225649164874352,1.0228946459338897,0.7937402206823677,1.0187296628598663,-0.0961647463724311,-0.0940308798436548,-0.2717337885420964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,45.040000915527344,45.400001525878906,44.540000915527344,44.540000915527344,35.248321533203125,2821800,BEN,0.9295017952116722,1.01836466476251,0.7987410033791711,1.0231439317955078,-0.0936421365838355,-0.0958734882021721,-0.2697161484864174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,44.77000045776367,45.16999816894531,44.7400016784668,44.79999923706055,35.45408248901367,2593100,BEN,0.9198662588799854,0.958600721427361,0.8066247044488021,1.023176662025299,-0.1033104031453139,-0.1421921624190335,-0.2727561158490511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,44.7400016784668,44.7400016784668,43.720001220703125,44.150001525878906,34.9396858215332,3616300,BEN,0.9327291631206076,0.9656549694302872,0.8341925395685598,1.028738706809164,-0.0960095436885564,-0.1425588521242784,-0.2596287227167447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,43.97999954223633,44.150001525878906,42.7599983215332,43.95000076293945,34.78141403198242,3197900,BEN,0.9594991696954694,0.9622723352796126,0.8334846500870445,1.0357335667629224,-0.0762343970674529,-0.1420961954078287,-0.2575373842338166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-27,43.7599983215332,43.95000076293945,42.81999969482422,42.880001068115234,33.934627532958984,2490900,BEN,1.005830306329117,0.9583860129304312,0.8376127882960858,1.0327543330408862,-0.0269240267117691,-0.1200329406656094,-0.2585160104389838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-30,42.65999984741211,43.150001525878906,42.5,42.540000915527344,33.665550231933594,2493600,BEN,1.019040880784642,0.9204379221281912,0.8582673614329476,1.0448229351223306,-0.0257820543376885,-0.1256730114442875,-0.2521221309619194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31,42.54999923706055,42.58000183105469,42.119998931884766,42.130001068115234,33.341087341308594,2432300,BEN,1.0320434417378344,0.9477681545178892,0.8681857987594286,1.0378093145840102,-0.0057658728461758,-0.105888213896602,-0.2393941523689948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-01,42.45000076293945,42.72999954223633,42.25,42.40999984741211,33.56266784667969,1759100,BEN,1.052110464669573,0.934874279572806,0.8738635242545907,1.0388512590749122,0.0132592055946607,-0.1197097387790437,-0.2355790820044778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-02,42.34000015258789,43.290000915527344,42.310001373291016,43.02999877929688,34.05333709716797,1995800,BEN,1.026028248621747,0.8877622165330367,0.8576942017130738,1.0310647944789963,-0.0050365458572494,-0.1302841255869627,-0.2468078095725083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
