,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,-9800000.0,4700000.0,-10200000.0,10500000.0
Change To Liabilities,56500000.0,-35300000.0,3000000.0,16000000.0
Total Cashflows From Investing Activities,-318700000.0,-350200000.0,-337600000.0,-390500000.0
Net Borrowings,-55600000.0,-52000000.0,-28700000.0,-258700000.0
Total Cash From Financing Activities,-455600000.0,-113200000.0,-88700000.0,36900000.0
Change To Operating Activities,39400000.0,-62100000.0,-9300000.0,-1700000.0
Net Income,211700000.0,147000000.0,268900000.0,389900000.0
Change In Cash,-156100000.0,172900000.0,140200000.0,107700000.0
Total Cash From Operating Activities,618200000.0,636300000.0,566500000.0,461300000.0
Depreciation,290500000.0,292900000.0,291300000.0,279000000.0
Other Cashflows From Investing Activities,22700000.0,20700000.0,94600000.0,61000000.0
Dividends Paid,-45300000.0,-42500000.0,-40700000.0,-25500000.0
Change To Account Receivables,-65400000.0,119900000.0,-62800000.0,-63300000.0
Change To Netincome,85500000.0,173900000.0,75400000.0,-158600000.0
Capital Expenditures,-419000000.0,-465700000.0,-512500000.0,-532000000.0
Other Cashflows From Financing Activities,,-18700000.0,-19300000.0,-61500000.0
Issuance Of Stock,,,,382700000.0
Repurchase Of Stock,,,,-100000.0
