,2021-01-31,2020-01-31,2019-01-31,2018-01-31
Investments,-250883000.0,40548000.0,-97914000.0,-170152000.0
Change To Liabilities,49455000.0,53567000.0,35767000.0,32367000.0
Total Cashflows From Investing Activities,-262656000.0,-1645000.0,-160279000.0,-172287000.0
Net Borrowings,-3777000.0,652006000.0,292873000.0,292873000.0
Total Cash From Financing Activities,27581000.0,589238000.0,288236000.0,209892000.0
Change To Operating Activities,-283000.0,-14283000.0,-2629000.0,-1563000.0
Issuance Of Stock,35523000.0,30195000.0,32776000.0,213861000.0
Net Income,-266944000.0,-175522000.0,-99011000.0,-83973000.0
Change In Cash,-276484000.0,558359000.0,85920000.0,-6985000.0
Effect Of Exchange Rate,1264000.0,306000.0,-48000.0,291000.0
Total Cash From Operating Activities,-42673000.0,-29540000.0,-41989000.0,-44881000.0
Depreciation,24532000.0,19774000.0,5792000.0,2803000.0
Change To Account Receivables,-47633000.0,-12692000.0,-19445000.0,-16095000.0
Other Cashflows From Financing Activities,-4165000.0,-92963000.0,-37413000.0,-3970000.0
Change To Netincome,149080000.0,84769000.0,30138000.0,20680000.0
Capital Expenditures,-11773000.0,-3564000.0,-6848000.0,-2135000.0
