Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Intangible Assets,Good Will,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Issuance Of Stock
2017-09-29,160.77000427246094,162.0,159.80999755859375,161.00999450683594,130.28077697753906,1611000,SPG,0.9647226935420264,1.046783463403545,0.9773185567108112,1.0206479989635429,-0.0559253054215164,-0.0434769253189011,-0.1119746422803916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,161.17999267578125,161.3800048828125,159.5,159.69000244140625,129.21270751953125,1335600,SPG,0.9837181586767444,1.0652554934504666,0.9617259937430948,1.012478214064533,-0.0287600553877885,-0.0234520623109331,-0.127404884733839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,159.5500030517578,160.35000610351562,157.91000366210938,159.0399932861328,128.686767578125,1168400,SPG,1.0020120669473214,1.0766062860817949,0.9773148315028808,1.0113391723313174,-0.009327105383996,-0.0133570889231071,-0.1044858107176913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,158.4199981689453,160.24000549316406,158.1300048828125,159.83999633789062,129.33409118652344,1661700,SPG,0.9697195824606284,1.0476730935287109,0.9759480224194343,1.0126829906128405,-0.0429634081522121,-0.0408105934928555,-0.1140113441772296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,160.41000366210938,162.57000732421875,159.91000366210938,161.25999450683594,130.48306274414062,1371200,SPG,0.9611186576884224,1.034997213301591,0.9734528678436052,1.0121464877707815,-0.0510278300823591,-0.0478032623815216,-0.1244688809276539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,160.27999877929688,161.1199951171875,158.77000427246094,160.24000549316406,129.65771484375,1161900,SPG,0.9925734779072,1.0406388044694,0.9752384536734716,1.0081446760609294,-0.0155711981537294,-0.0543044183576362,-0.1253346127622919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,160.1999969482422,161.25999450683594,160.13999938964844,160.75999450683594,130.07847595214844,551500,SPG,0.9767977000812804,1.0415518304602922,0.9576190027640455,1.0143616235707735,-0.0375639234894931,-0.0621635944923604,-0.1408631434126513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,161.55999755859375,163.66000366210938,161.11000061035156,162.91000366210938,131.81809997558594,1076700,SPG,0.9898721250595132,1.0248876265781794,0.9259279409447876,1.008797349947511,-0.0189252248879977,-0.0679630495657661,-0.163369371749168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,163.16000366210938,165.11000061035156,162.6199951171875,165.0800018310547,133.5740203857422,1414900,SPG,0.9919430261253632,1.0258775881443565,0.9115841075305005,1.0091988628593096,-0.0172558367339463,-0.0753546195983498,-0.1765129426624931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,164.55999755859375,165.9199981689453,162.6999969482422,164.5399932861328,133.13706970214844,1385500,SPG,0.9742920305856404,1.0098769425041354,0.9201790981621089,1.0112728774332036,-0.0369808468475632,-0.0888079833192172,-0.1558560028030206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
