,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,838100000.0,233000000.0,118600000.0,64258000.0
Capital Surplus,5276500000.0,3898600000.0,3504708000.0,3426500000.0
Total Liab,3265000000.0,1685200000.0,550093000.0,338093000.0
Total Stockholder Equity,2941500000.0,1975400000.0,1596610000.0,1641240000.0
Other Current Liab,1123500000.0,651600000.0,286176000.0,188459000.0
Total Assets,6206500000.0,3660600000.0,2146703000.0,1979333000.0
Other Current Assets,29500000.0,46600000.0,47511000.0,21644000.0
Retained Earnings,-2284300000.0,-1797300000.0,-1789664000.0,-1691768000.0
Other Liab,527700000.0,192400000.0,70259000.0,55382000.0
Good Will,3160800000.0,1460900000.0,934187000.0,730464000.0
Treasury Stock,-50700000.0,-125900000.0,-118439000.0,-93497000.0
Other Assets,174600000.0,52900000.0,80082000.0,87072000.0
Cash,1364400000.0,423300000.0,544990000.0,372870000.0
Total Current Liabilities,1325400000.0,792000000.0,479834000.0,282711000.0
Other Stockholder Equity,-50700000.0,-125900000.0,-118439000.0,-93497000.0
Property Plant Equipment,171200000.0,162800000.0,266557000.0,266589000.0
Total Current Assets,1859800000.0,1575700000.0,747277000.0,830950000.0
Long Term Investments,2000000.0,175300000.0,,
Net Tangible Assets,-1057400000.0,281500000.0,543823000.0,846518000.0
Short Term Investments,208400000.0,938200000.0,36232000.0,308506000.0
Net Receivables,217500000.0,140100000.0,91630000.0,103677000.0
Long Term Debt,1289900000.0,570500000.0,,
Accounts Payable,57200000.0,27800000.0,26811000.0,18938000.0
Common Stock,,,5000.0,5000.0
