,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,218300000.0,-453300000.0,-103167000.0,129298000.0
Change To Liabilities,-2400000.0,21600000.0,91418000.0,122497000.0
Total Cashflows From Investing Activities,202300000.0,-475800000.0,-263568000.0,-696781000.0
Total Cash From Financing Activities,-4100000.0,-23700000.0,780204000.0,-23866000.0
Change To Operating Activities,-17400000.0,-195600000.0,20624000.0,11289000.0
Issuance Of Stock,200000.0,10500000.0,770000.0,5462000.0
Net Income,27800000.0,-23000000.0,-52969000.0,-122206000.0
Change In Cash,358500000.0,-664900000.0,726969000.0,-596165000.0
Repurchase Of Stock,-4000000.0,-8200000.0,-14266000.0,-13828000.0
Effect Of Exchange Rate,-700000.0,-1700000.0,4396000.0,11191000.0
Total Cash From Operating Activities,161000000.0,-163700000.0,205937000.0,113291000.0
Depreciation,56100000.0,56500000.0,55013000.0,49192000.0
Other Cashflows From Investing Activities,-700000.0,-300000.0,-344000.0,-30411000.0
Change To Account Receivables,15800000.0,-59500000.0,33274000.0,15101000.0
Other Cashflows From Financing Activities,-300000.0,-26000000.0,-63000000.0,-15500000.0
Change To Netincome,49000000.0,30400000.0,41208000.0,23874000.0
Capital Expenditures,-2600000.0,-1700000.0,-2726000.0,-4573000.0
Net Borrowings,,,856700000.0,856700000.0
