Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Accounts Payable,Long Term Investments,Common Stock,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Net Borrowings
2017-09-29,3.75,3.7899999618530273,3.680000066757202,3.7799999713897705,3.7799999713897705,9851600,ZNGA,1.031746064784636,1.0291005646420577,0.9338624333618488,1.0206479989635429,0.011098065821093,-0.0611598240803883,-0.1554307656293541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,3.7899999618530273,3.880000114440918,3.759999990463257,3.839999914169312,3.839999914169312,10103300,ZNGA,1.0,1.01302088329491,0.924479174912752,1.012478214064533,-0.0124782140645329,-0.0756866724664897,-0.1646517035641818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,3.829999923706055,3.849999904632568,3.7899999618530273,3.839999914169312,3.839999914169312,4929000,ZNGA,1.0104167190535625,1.0182292117776048,0.911458353706015,1.0113391723313174,-0.0009224532777549,-0.0717341632272972,-0.1703422885145571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,3.849999904632568,3.859999895095825,3.7899999618530273,3.819999933242798,3.819999933242798,5940900,ZNGA,1.0261780483766283,1.0157068539912737,0.929319375485614,1.0126829906128405,0.0134950577637877,-0.0727768330302927,-0.1606399911110499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,3.819999933242798,3.839999914169312,3.740000009536743,3.819999933242798,3.819999933242798,7880900,ZNGA,1.0104711943853546,1.0183246525876124,0.9424083684673076,1.0121464877707815,-0.0016752933854269,-0.0644758230955002,-0.1555133803039515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,3.799999952316284,3.819999933242798,3.759999990463257,3.7899999618530273,3.7899999618530273,8598900,ZNGA,0.9683377607475196,1.047493421785998,0.9577836809966928,1.0081446760609294,-0.0398069153134097,-0.0474498010410382,-0.1427893854390708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,3.7100000381469727,3.759999990463257,3.700000047683716,3.7200000286102295,3.7200000286102295,4905700,ZNGA,1.029569864045652,1.0672043005584058,0.9758064748717394,1.0143616235707735,0.0152082404748785,-0.0365111243942468,-0.1226756713049574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,3.7300000190734863,3.740000009536743,3.660000085830689,3.7100000381469727,3.7100000381469727,4708400,ZNGA,1.0512129529021133,1.024258736723427,0.9514824622893788,1.008797349947511,0.0424156029546023,-0.0685919394205185,-0.1378148504045767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,3.7100000381469727,3.7300000190734863,3.690000057220459,3.700000047683716,3.700000047683716,3532900,ZNGA,1.05135136615455,1.0270270009037352,0.943243233664703,1.0091988628593096,0.0421525032952403,-0.0742052068389711,-0.1448538165282906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,3.700000047683716,3.759999990463257,3.680000066757202,3.740000009536743,3.740000009536743,4605500,ZNGA,1.034759325051029,1.0026737942346946,0.9278074919149644,1.0112728774332036,0.0234864476178253,-0.096011131588658,-0.148227609050165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,3.759999990463257,3.869999885559082,3.740000009536743,3.829999923706055,3.829999923706055,11628900,ZNGA,1.005221927238881,0.9712794001861532,0.8903394657332111,1.0098252549340063,-0.0046033276951256,-0.1369700982011218,-0.1865511381104059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,3.829999923706055,3.859999895095825,3.799999952316284,3.839999914169312,3.839999914169312,4400000,ZNGA,1.0,0.9713541933451784,0.8958333682579306,1.0047827275420922,-0.0047827275420921,-0.1437075717965292,-0.1897606291022758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
